"CHARGE","compartmentCode","cyId","derivedUnits","EC Number","exponent","FORMULA","GENE_ASSOCIATION","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","scale","selected","shared name","SUBSYSTEM","units","unitSid","value"
,,"_581202","mmol_per_gDW_per_hr","3.1.1.4",,,"b3821",,"R_PLIPA2E160pp_FLUX_VALUE","Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)",,"_581202",,"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)","false",,"R_PLIPA2E160pp","reaction","reaction irreversible",,"false","Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)","Glycerophospholipid Metabolism",,,
,,"_580619","mmol_per_gDW_per_hr","3.4.16.4",,,"(b0632 or b3182 or b0839 or b2010)",,"R_MDDCP4pp_FLUX_VALUE","murein D,D-carboxypeptidase (murein5p4p) (periplasm)",,"_580619",,"murein D,D-carboxypeptidase (murein5p4p) (periplasm)","false",,"R_MDDCP4pp","reaction","reaction irreversible",,"false","murein D,D-carboxypeptidase (murein5p4p) (periplasm)","Murein Biosynthesis",,,
,,"_581403","mmol_per_gDW_per_hr","5.1.3.4",,,"(b4198 or b3583 or b0061)",,"R_RBP4E_FLUX_VALUE","L-ribulose-phosphate 4-epimerase",,"_581403",,"L-ribulose-phosphate 4-epimerase","true",,"R_RBP4E","reaction","reaction reversible",,"false","L-ribulose-phosphate 4-epimerase","Alternate Carbon Metabolism",,,
,,"_578576","mmol_per_gDW_per_hr","",,,"",,"R_EX_orot_LPAREN_e_RPAREN__FLUX_VALUE","Orotate exchange",,"_578576",,"Orotate exchange","true",,"R_EX_orot_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Orotate exchange","",,,
,,"_580817","mmol_per_gDW_per_hr","",,,"b3469",,"R_NI2abcpp_FLUX_VALUE","Nickle (Ni+2) ABC transporter (periplasm)",,"_580817",,"Nickle (Ni+2) ABC transporter (periplasm)","false",,"R_NI2abcpp","reaction","reaction irreversible",,"false","Nickle (Ni+2) ABC transporter (periplasm)","Inorganic Ion Transport and Metabolism",,,
"-2","2","_577452","substance",,,"C9H11N2O9P",,,,"UMP",,"_577452",,"UMP",,"e","M_ump_e","species","species",,"false","UMP",,,,
"0","2","_577455","substance",,,"C4H4N2O2",,,,"Uracil",,"_577455",,"Uracil",,"e","M_ura_e","species","species",,"false","Uracil",,,,
"0","2","_577458","substance",,,"CH4N2O",,,,"Urea",,"_577458",,"Urea",,"e","M_urea_e","species","species",,"false","Urea",,,,
"0","2","_577461","substance",,,"C9H12N2O6",,,,"Uridine",,"_577461",,"Uridine",,"e","M_uri_e","species","species",,"false","Uridine",,,,
,,"_579913","mmol_per_gDW_per_hr","",,,"s0001",,"R_FESD2s_FLUX_VALUE","iron-sulfur cluster damage (nitrous oxide, spontaneous)",,"_579913",,"iron-sulfur cluster damage (nitrous oxide, spontaneous)","false",,"R_FESD2s","reaction","reaction irreversible",,"false","iron-sulfur cluster damage (nitrous oxide, spontaneous)","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_578802","mmol_per_gDW_per_hr","4.2.1.61",,,"(b0954 or b0180)",,"R_3HAD180_FLUX_VALUE","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)",,"_578802",,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)","false",,"R_3HAD180","reaction","reaction irreversible",,"false","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)","Cell Envelope Biosynthesis",,,
"0","2","_577464","substance",,,"C5H11NO2",,,,"L-Valine",,"_577464",,"L-Valine",,"e","M_val_DASH_L_e","species","species",,"false","L-Valine",,,,
,,"_580071","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_GLCUR1Ptex_FLUX_VALUE","D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)",,"_580071",,"D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)","true",,"R_GLCUR1Ptex","reaction","reaction reversible",,"false","D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"0","2","_577467","substance",,,"C5H4N4O2",,,,"Xanthine",,"_577467",,"Xanthine",,"e","M_xan_e","species","species",,"false","Xanthine",,,,
,,"_578336","mmol_per_gDW_per_hr","",,,"",,"R_EX_cys_DASH_D_LPAREN_e_RPAREN__FLUX_VALUE","D-Cysteine exchange",,"_578336",,"D-Cysteine exchange","true",,"R_EX_cys_DASH_D_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","D-Cysteine exchange","",,,
,,"_581804","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_VALtex_FLUX_VALUE","L-valine transport via diffusion (extracellular to periplasm)",,"_581804",,"L-valine transport via diffusion (extracellular to periplasm)","true",,"R_VALtex","reaction","reaction reversible",,"false","L-valine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_580251","mmol_per_gDW_per_hr","",,,"b4040",,"R_HBZOPT_FLUX_VALUE","Hydroxybenzoate octaprenyltransferase",,"_580251",,"Hydroxybenzoate octaprenyltransferase","false",,"R_HBZOPT","reaction","reaction irreversible",,"false","Hydroxybenzoate octaprenyltransferase","Cofactor and Prosthetic Group Biosynthesis",,,
"-2","2","_577470","substance",,,"C10H11N4O9P",,,,"Xanthosine 5'-phosphate",,"_577470",,"Xanthosine 5'-phosphate",,"e","M_xmp_e","species","species",,"false","Xanthosine 5'-phosphate",,,,
,,"_580439","mmol_per_gDW_per_hr","",,,"(b2170 or b0070 or b1528)",,"R_LCTSt3ipp_FLUX_VALUE","Lactose transport via proton aniport (periplasm)",,"_580439",,"Lactose transport via proton aniport (periplasm)","false",,"R_LCTSt3ipp","reaction","reaction irreversible",,"false","Lactose transport via proton aniport (periplasm)","Transport, Inner Membrane",,,
,,"_579166","mmol_per_gDW_per_hr","",,,"b3059",,"R_APG3PAT181_FLUX_VALUE","acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)",,"_579166",,"acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)","false",,"R_APG3PAT181","reaction","reaction irreversible",,"false","acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1)","Glycerophospholipid Metabolism",,,
,,"_579739","mmol_per_gDW_per_hr","",,,"b3622",,"R_ECA4OALpp_FLUX_VALUE","enterobacterial common antigen (x4) O-antigen ligase (periplasm)",,"_579739",,"enterobacterial common antigen (x4) O-antigen ligase (periplasm)","false",,"R_ECA4OALpp","reaction","reaction irreversible",,"false","enterobacterial common antigen (x4) O-antigen ligase (periplasm)","Lipopolysaccharide Biosynthesis / Recycling",,,
"0","2","_577473","substance",,,"C10H12N4O6",,,,"Xanthosine",,"_577473",,"Xanthosine",,"e","M_xtsn_e","species","species",,"false","Xanthosine",,,,
,,"_581604","mmol_per_gDW_per_hr","",,,"(b2393 or b2964)",,"R_THMDt2pp_FLUX_VALUE","thymidine transport in via proton symport (periplasm)",,"_581604",,"thymidine transport in via proton symport (periplasm)","false",,"R_THMDt2pp","reaction","reaction irreversible",,"false","thymidine transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
,,"_579342","mmol_per_gDW_per_hr","5.4.99.5",,,"(b2599 or b2600)",,"R_CHORM_FLUX_VALUE","chorismate mutase",,"_579342",,"chorismate mutase","false",,"R_CHORM","reaction","reaction irreversible",,"false","chorismate mutase","Tyrosine, Tryptophan, and Phenylalanine Metabolism",,,
,,"_581405","mmol_per_gDW_per_hr","",,,"b1394",,"R_REPHACCOAI_FLUX_VALUE","ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)",,"_581405",,"ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)","true",,"R_REPHACCOAI","reaction","reaction reversible",,"false","ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)","Alternate Carbon Metabolism",,,
"0","2","_577476","substance",,,"C5H10O5",,,,"D-Xylose",,"_577476",,"D-Xylose",,"e","M_xyl_DASH_D_e","species","species",,"false","D-Xylose",,,,
,,"_578577","mmol_per_gDW_per_hr","",,,"",,"R_EX_pacald_LPAREN_e_RPAREN__FLUX_VALUE","Phenylacetaldehyde exchange",,"_578577",,"Phenylacetaldehyde exchange","true",,"R_EX_pacald_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Phenylacetaldehyde exchange","",,,
,,"_578986","mmol_per_gDW_per_hr","",,,"(b1094 and b1090)",,"R_ACPPAT180_FLUX_VALUE","acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)",,"_578986",,"acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)","false",,"R_ACPPAT180","reaction","reaction irreversible",,"false","acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)","Glycerophospholipid Metabolism",,,
,,"_581010","mmol_per_gDW_per_hr","",,,"b0914",,"R_PA181abcpp_FLUX_VALUE","phosphatidate transport via ABC system (n-C18:1, periplasm)",,"_581010",,"phosphatidate transport via ABC system (n-C18:1, periplasm)","false",,"R_PA181abcpp","reaction","reaction irreversible",,"false","phosphatidate transport via ABC system (n-C18:1, periplasm)","Transport, Inner Membrane",,,
"0","2","_577479","substance",,,"C5H10O5",,,,"L-Xylulose",,"_577479",,"L-Xylulose",,"e","M_xylu_DASH_L_e","species","species",,"false","L-Xylulose",,,,
,,"_580620","mmol_per_gDW_per_hr","3.4.16.4",,,"(b0632 or b3182 or b0839 or b2010)",,"R_MDDCP5pp_FLUX_VALUE","murein D,D-carboxypeptidase (murein5p3p) (periplasm)",,"_580620",,"murein D,D-carboxypeptidase (murein5p3p) (periplasm)","false",,"R_MDDCP5pp","reaction","reaction irreversible",,"false","murein D,D-carboxypeptidase (murein5p3p) (periplasm)","Murein Biosynthesis",,,
,,"_579521","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_DAPtex_FLUX_VALUE","1,5-Diaminopentane transport via diffusion (extracellular to periplasm)",,"_579521",,"1,5-Diaminopentane transport via diffusion (extracellular to periplasm)","true",,"R_DAPtex","reaction","reaction reversible",,"false","1,5-Diaminopentane transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_581204","mmol_per_gDW_per_hr","3.1.1.4",,,"b3821",,"R_PLIPA2E161pp_FLUX_VALUE","Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",,"_581204",,"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)","false",,"R_PLIPA2E161pp","reaction","reaction irreversible",,"false","Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)","Glycerophospholipid Metabolism",,,
"2","2","_577482","substance",,,"Zn",,,,"Zinc",,"_577482",,"Zinc",,"e","M_zn2_e","species","species",,"false","Zinc",,,,
"0","3","_577485","substance",,,"C27H52O5",,,,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",,"_577485",,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",,"p","M_12dgr120_p","species","species",,"false","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",,,,
,,"_580818","mmol_per_gDW_per_hr","",,,"(b3915 or b0752)",,"R_NI2t3pp_FLUX_VALUE","nickle (Ni+2) transport out via proton antiport (periplasm)",,"_580818",,"nickle (Ni+2) transport out via proton antiport (periplasm)","false",,"R_NI2t3pp","reaction","reaction irreversible",,"false","nickle (Ni+2) transport out via proton antiport (periplasm)","Inorganic Ion Transport and Metabolism",,,
"-2","1","_573758","substance",,,"C20H21N7O7",,,,"10-Formyltetrahydrofolate",,"_573758",,"10-Formyltetrahydrofolate",,"c","M_10fthf_c","species","species",,"false","10-Formyltetrahydrofolate",,,,
"0","3","_577488","substance",,,"C31H60O5",,,,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",,"_577488",,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",,"p","M_12dgr140_p","species","species",,"false","1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",,,,
"0","3","_577491","substance",,,"C31H56O5",,,,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,"_577491",,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,"p","M_12dgr141_p","species","species",,"false","1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,,,
,,"_580073","mmol_per_gDW_per_hr","",,,"(b3909 or b3093)",,"R_GLCURt2rpp_FLUX_VALUE","D-glucuronate transport via proton symport, reversible (periplasm)",,"_580073",,"D-glucuronate transport via proton symport, reversible (periplasm)","true",,"R_GLCURt2rpp","reaction","reaction reversible",,"false","D-glucuronate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",,,
,,"_578804","mmol_per_gDW_per_hr","4.2.1.61",,,"(b0954 or b0180)",,"R_3HAD181_FLUX_VALUE","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)",,"_578804",,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)","false",,"R_3HAD181","reaction","reaction irreversible",,"false","3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)","Cell Envelope Biosynthesis",,,
,,"_578337","mmol_per_gDW_per_hr","",,,"",,"R_EX_cys_DASH_L_LPAREN_e_RPAREN__FLUX_VALUE","L-Cysteine exchange",,"_578337",,"L-Cysteine exchange","true",,"R_EX_cys_DASH_L_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","L-Cysteine exchange","",,,
"0","3","_577494","substance",,,"C35H68O5",,,,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,"_577494",,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,"p","M_12dgr160_p","species","species",,"false","1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,,,
"0","1","_573760","substance",,,"C27H52O5",,,,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",,"_573760",,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",,"c","M_12dgr120_c","species","species",,"false","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",,,,
"0","3","_577497","substance",,,"C35H64O5",,,,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,"_577497",,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,"p","M_12dgr161_p","species","species",,"false","1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,,,
"0","1","_573762","substance",,,"C31H60O5",,,,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",,"_573762",,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",,"c","M_12dgr140_c","species","species",,"false","1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",,,,
,,"_581805","mmol_per_gDW_per_hr","2.6.1.66",,,"b3572",,"R_VPAMTr_FLUX_VALUE","Valine-pyruvate aminotransferase",,"_581805",,"Valine-pyruvate aminotransferase","true",,"R_VPAMTr","reaction","reaction reversible",,"false","Valine-pyruvate aminotransferase","Valine, Leucine, and Isoleucine Metabolism",,,
,,"_579915","mmol_per_gDW_per_hr","",,,"b4209",,"R_FESR_FLUX_VALUE","iron-sulfur cluster repair",,"_579915",,"iron-sulfur cluster repair","false",,"R_FESR","reaction","reaction irreversible",,"false","iron-sulfur cluster repair","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580253","mmol_per_gDW_per_hr","",,,"b0353",,"R_HCINNMt2rpp_FLUX_VALUE","3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",,"_580253",,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)","true",,"R_HCINNMt2rpp","reaction","reaction reversible",,"false","3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",,,
"0","3","_577500","substance",,,"C39H76O5",,,,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,"_577500",,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,"p","M_12dgr180_p","species","species",,"false","1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,,,
"0","1","_573764","substance",,,"C31H56O5",,,,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,"_573764",,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,"c","M_12dgr141_c","species","species",,"false","1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",,,,
,,"_579343","mmol_per_gDW_per_hr","4.2.3.5",,,"b2329",,"R_CHORS_FLUX_VALUE","chorismate synthase",,"_579343",,"chorismate synthase","false",,"R_CHORS","reaction","reaction irreversible",,"false","chorismate synthase","Tyrosine, Tryptophan, and Phenylalanine Metabolism",,,
,,"_580440","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_LCTStex_FLUX_VALUE","Lactose transport via diffusion (extracellular to periplasm)",,"_580440",,"Lactose transport via diffusion (extracellular to periplasm)","true",,"R_LCTStex","reaction","reaction reversible",,"false","Lactose transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_578579","mmol_per_gDW_per_hr","",,,"",,"R_EX_peamn_LPAREN_e_RPAREN__FLUX_VALUE","Phenethylamine exchange",,"_578579",,"Phenethylamine exchange","true",,"R_EX_peamn_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Phenethylamine exchange","",,,
"0","3","_577503","substance",,,"C39H72O5",,,,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",,"_577503",,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",,"p","M_12dgr181_p","species","species",,"false","1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",,,,
,,"_581606","mmol_per_gDW_per_hr","",,,"b2406",,"R_THMDt2rpp_FLUX_VALUE","thymidine transport in via proton symport, reversible (periplasm)",,"_581606",,"thymidine transport in via proton symport, reversible (periplasm)","true",,"R_THMDt2rpp","reaction","reaction reversible",,"false","thymidine transport in via proton symport, reversible (periplasm)","Transport, Inner Membrane",,,
,,"_579740","mmol_per_gDW_per_hr","",,,"(b3793 and b3785)",,"R_ECAP1pp_FLUX_VALUE","enterobacterial common antigen polymerase (periplasm)",,"_579740",,"enterobacterial common antigen polymerase (periplasm)","false",,"R_ECAP1pp","reaction","reaction irreversible",,"false","enterobacterial common antigen polymerase (periplasm)","Lipopolysaccharide Biosynthesis / Recycling",,,
,,"_579167","mmol_per_gDW_per_hr","3.6.1.7",,,"b0968",,"R_APH120_FLUX_VALUE","acylphosphatase (C12:0)",,"_579167",,"acylphosphatase (C12:0)","false",,"R_APH120","reaction","reaction irreversible",,"false","acylphosphatase (C12:0)","Glycerophospholipid Metabolism",,,
"0","1","_573766","substance",,,"C35H68O5",,,,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,"_573766",,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,"c","M_12dgr160_c","species","species",,"false","1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",,,,
,,"_581406","mmol_per_gDW_per_hr","",,,"s0001",,"R_RFAMPtex_FLUX_VALUE","Rifampin transport via diffusion (extracellular to periplasm)",,"_581406",,"Rifampin transport via diffusion (extracellular to periplasm)","true",,"R_RFAMPtex","reaction","reaction reversible",,"false","Rifampin transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane",,,
"0","3","_577506","substance",,,"C3H8O2",,,,"(R)-Propane-1,2-diol",,"_577506",,"(R)-Propane-1,2-diol",,"p","M_12ppd_DASH_R_p","species","species",,"false","(R)-Propane-1,2-diol",,,,
,,"_579523","mmol_per_gDW_per_hr","2.7.7.41",,,"b0175",,"R_DASYN120_FLUX_VALUE","CDP-diacylglycerol synthetase (n-C12:0)",,"_579523",,"CDP-diacylglycerol synthetase (n-C12:0)","false",,"R_DASYN120","reaction","reaction irreversible",,"false","CDP-diacylglycerol synthetase (n-C12:0)","Glycerophospholipid Metabolism",,,
"0","1","_573768","substance",,,"C35H64O5",,,,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,"_573768",,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,"c","M_12dgr161_c","species","species",,"false","1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",,,,
"0","3","_577509","substance",,,"C3H8O2",,,,"(S)-Propane-1,2-diol",,"_577509",,"(S)-Propane-1,2-diol",,"p","M_12ppd_DASH_S_p","species","species",,"false","(S)-Propane-1,2-diol",,,,
,,"_578987","mmol_per_gDW_per_hr","",,,"(b1094 and b1090)",,"R_ACPPAT181_FLUX_VALUE","acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)",,"_578987",,"acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)","false",,"R_ACPPAT181","reaction","reaction irreversible",,"false","acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)","Glycerophospholipid Metabolism",,,
,,"_580622","mmol_per_gDW_per_hr","",,,"(b3182 or b2328 or b2134)",,"R_MDDEP1pp_FLUX_VALUE","murein D,D-endopeptidase (murein4px4p) (periplasm)",,"_580622",,"murein D,D-endopeptidase (murein4px4p) (periplasm)","false",,"R_MDDEP1pp","reaction","reaction irreversible",,"false","murein D,D-endopeptidase (murein4px4p) (periplasm)","Murein Recycling",,,
"0","1","_573770","substance",,,"C39H76O5",,,,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,"_573770",,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,"c","M_12dgr180_c","species","species",,"false","1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,,,
"0","3","_577512","substance",,,"C36H62O31",,,,"1,4-alpha-D-glucan",,"_577512",,"1,4-alpha-D-glucan",,"p","M_14glucan_p","species","species",,"false","1,4-alpha-D-glucan",,,,
