"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","mean.min.bet","mean.max.bet","mean.mean.bet","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"Co-expression","A22_Cefotaxime",3,17.6667,17.6667,48.1667,32.9167,"0",782.8336,3993.4265,2388.13,"A22","Cefotaxime","A22-Cefotaxime","A22","CTX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.142714926,-0.179266974,-0.245271572,-0.165740597,-0.073620896,-0.133296097,"Additivity","Synergy","Synergy","Synergy","Additivity","Synergy",0,-1,-1,-1,0,-1,-4,"S","S","S","S","R","S","S","S","R","R","S","R","SS","SS","SR","SR","RS","SR",-1,-1,0,0,0,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,14,0.00784670396122041,"Additivity-Synergy","connected"
"High-throughput PPI","A22_Cefotaxime",2.6667,18.3333,18.5,72.1667,45.3333,"0",9991.5122,50435.7569,30213.6345,"A22","Cefotaxime","A22-Cefotaxime","A22","CTX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.142714926,-0.179266974,-0.245271572,-0.165740597,-0.073620896,-0.133296097,"Additivity","Synergy","Synergy","Synergy","Additivity","Synergy",0,-1,-1,-1,0,-1,-4,"S","S","S","S","R","S","S","S","R","R","S","R","SS","SS","SR","SR","RS","SR",-1,-1,0,0,0,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,14,0.00784670396122041,"Additivity-Synergy","connected"
"EN:allnetworks","A22_Cefotaxime",1.8333,62.5,62.5,103.5,83,"1",4306.0035,10823.3277,7564.6656,"A22","Cefotaxime","A22-Cefotaxime","A22","CTX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.142714926,-0.179266974,-0.245271572,-0.165740597,-0.073620896,-0.133296097,"Additivity","Synergy","Synergy","Synergy","Additivity","Synergy",0,-1,-1,-1,0,-1,-4,"S","S","S","S","R","S","S","S","R","R","S","R","SS","SS","SR","SR","RS","SR",-1,-1,0,0,0,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","A22_Cephalexin",5,1.5,1.75,25,13.375,"0",418.4638,1691.3913,1054.9275,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"Small/medium-scale PPI","A22_Cephalexin",3,2.8,3,6.6,4.8,"0",536.8135,5009.9294,2773.3715,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","A22_Cephalexin",1.1667,12,12,53.8333,32.9167,"1",0,19939.8701,9969.935,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"Co-functional (GO-BP)","A22_Cephalexin",1.1667,12,12,48.6667,30.3333,"1",0,12093.791,6046.8955,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"Similar genomic context","A22_Cephalexin",2.5,17.1667,17.1667,26.1667,21.6667,"1",4221.7132,11956.8615,8089.2873,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"Co-expression","A22_Cephalexin",3,17.6667,17.6667,48.1667,32.9167,"0",782.8336,3993.4265,2388.13,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"High-throughput PPI","A22_Cephalexin",2.6667,18.3333,18.5,72.1667,45.3333,"0",9991.5122,50435.7569,30213.6345,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"EN:allnetworks","A22_Cephalexin",1.8333,62.5,62.5,103.5,83,"1",4306.0035,10823.3277,7564.6656,"A22","Cephalexin","A22-Cephalexin","A22","LEX",0,"other cell wall","beta-lactam","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",0,"research used drug","antibiotic","antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,0.00168415933113605,"Additivity","connected"
"Small/medium-scale PPI","A22_Ciprofloxacin",3.5,3,3,8.5,5.75,"0",2504.9647,5239.2444,3872.1046,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"Similar phylogenetic profiles","A22_Ciprofloxacin",2,8,8,25,16.5,"0",22.5137,1673.855,848.1844,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","A22_Ciprofloxacin",2,12,12,20,16,"0",0,1165.2648,582.6324,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"Co-functional (GO-BP)","A22_Ciprofloxacin",2,12,12,20,16,"0",0,839.1163,419.5581,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"Similar genomic context","A22_Ciprofloxacin",3,22.5,22.5,25.5,24,"0",7925.4748,13845.7438,10885.6093,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"High-throughput PPI","A22_Ciprofloxacin",1.5,36.5,36.5,71,53.75,"1",30439.6745,44660.8139,37550.2442,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"Co-expression","A22_Ciprofloxacin",1,40,40,55,47.5,"1",1707.3906,8463.6673,5085.5289,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"EN:allnetworks","A22_Ciprofloxacin",1,58,58,99,78.5,"1",4621.7357,10823.3277,7722.5317,"A22","Ciprofloxacin","A22-Ciprofloxacin","A22","CIP",0,"other cell wall","quinolones","other cell wall-quinolones",0,"cell wall","DNA","cell wall-DNA",0,"research used drug","antibiotic","antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,10,0.00168415933113605,"Additivity","connected"
"Small/medium-scale PPI","A22_Clindamycin",2,2,2,5,3.5,"0",368.2297,5009.9294,2689.0796,"A22","Clindamycin","A22-Clindamycin","A22","CLI",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,7,0.00242149473711998,"Additivity","connected"
"Similar genomic context","A22_Clindamycin",3,12,12,24,18,"0",162.8222,7925.4748,4044.1485,"A22","Clindamycin","A22-Clindamycin","A22","CLI",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,7,0.00242149473711998,"Additivity","connected"
"Similar phylogenetic profiles","A22_Clindamycin",3,18,18,25,21.5,"0",80.7971,1673.855,877.3261,"A22","Clindamycin","A22-Clindamycin","A22","CLI",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,7,0.00242149473711998,"Additivity","connected"
"Co-expression","A22_Clindamycin",2,40,40,135,87.5,"0",1707.3906,7646.1739,4676.7822,"A22","Clindamycin","A22-Clindamycin","A22","CLI",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,7,0.00242149473711998,"Additivity","connected"
"High-throughput PPI","A22_Clindamycin",2,71,71,81,76,"0",40368.4625,41732.8345,41050.6485,"A22","Clindamycin","A22-Clindamycin","A22","CLI",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,7,0.00242149473711998,"Additivity","connected"
"EN:allnetworks","A22_Clindamycin",2,99,99,148,123.5,"0",3494.2504,10823.3277,7158.789,"A22","Clindamycin","A22-Clindamycin","A22","CLI",0,"other cell wall","other protein synthesis inhibitor","other cell wall-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",-0.113529022,-0.070666997,0.045759274,-0.061557467,0.036672493,-0.042277618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","S","S","R","R","SR","SR","SS","SS","RR","SR",0,0,-1,-1,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,7,0.00242149473711998,"Additivity","connected"
"Small/medium-scale PPI","A22_Doxycycline",2,1.5,2,5,3.5,"0",451.8741,5009.9294,2730.9018,"A22","Doxycycline","A22-Doxycycline","A22","DOX",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Additivity","Additivity","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,11,0.00094593912963409,"Additivity-Antagonism","connected"
"Co-functional (GO-BP)","A22_Doxycycline",4,9,12,13,12.5,"0",0,3260.5766,1630.2883,"A22","Doxycycline","A22-Doxycycline","A22","DOX",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Additivity","Additivity","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,11,0.00094593912963409,"Additivity-Antagonism","connected"
"Co-functional (EcoCyc/GO-BP)","A22_Doxycycline",4,12,12,13,12.5,"0",0,6233.605,3116.8025,"A22","Doxycycline","A22-Doxycycline","A22","DOX",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Additivity","Additivity","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,11,0.00094593912963409,"Additivity-Antagonism","connected"
"Similar genomic context","A22_Doxycycline",2.5,23,23,25.5,24.25,"0",6744.6543,7925.4748,7335.0645,"A22","Doxycycline","A22-Doxycycline","A22","DOX",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Additivity","Additivity","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,11,0.00094593912963409,"Additivity-Antagonism","connected"
"Co-expression","A22_Doxycycline",1,40,40,151.5,95.75,"1",1707.3906,12716.2052,7211.7979,"A22","Doxycycline","A22-Doxycycline","A22","DOX",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Additivity","Additivity","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,11,0.00094593912963409,"Additivity-Antagonism","connected"
"High-throughput PPI","A22_Doxycycline",2,71,71,140,105.5,"0",40368.4625,81402.8547,60885.6586,"A22","Doxycycline","A22-Doxycycline","A22","DOX",0,"other cell wall","tetracycline","other cell wall-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",0,"research used drug","antibiotic","antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Additivity","Additivity","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,11,0.00094593912963409,"Additivity-Antagonism","connected"
