"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","processprocess","us","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","connection_onoff"
"Co-citation","Cefotaxime_Cephalexin",1.4,69.5,69.5,153.3,111.4,"1","Cefotaxime","Cephalexin","CTX","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.054826246,0.02185658,-0.042966698,-0.042389718,0.10837719,0.036680225,"Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,10,10,10,10,16,16,"connected"
"Co-citation","Cefotaxime_Clindamycin",2,93.2,93.2,146.2,119.7,"0","Cefotaxime","Clindamycin","CTX","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.061604324,0.07726294,0.035713191,0.048807984,0.042497208,0.07244991,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","S","S","R","R","SR","SR","RS","RS","SR","RR",0,0,0,0,0,1,1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,2,2,2,2,2,2,"connected"
"Co-citation","Cefotaxime_Doxycycline",1.8,111.4,111.4,254.5,182.95,"1","Cefotaxime","Doxycycline","CTX","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.133588013,0.096696496,-0.081079464,-0.444367081,0.065969537,0.040598182,"Antagonism","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","S","R","S","S","S","S","R","S","SS","SS","RS","RS","SR","RS",-1,-1,0,0,0,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.5,0.5,1,1,4,4,"connected"
"Co-citation","Cefotaxime_Imipenem",1.4,69.5,69.5,153.3,111.4,"1","Cefotaxime","Imipenem","CTX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.120425148,-0.162247698,-0.126510675,-0.061924199,0.303466247,-0.067377466,"Additivity","Antagonism","Additivity",0,-1,0,0,1,0,0,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Co-citation","Cefotaxime_Mecillinam",2,45.5,45.5,128.25,86.875,"0","Cefotaxime","Mecillinam","CTX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.06,0.06,0.06,0.06,2,2,"connected"
"Co-citation","Cefotaxime_Meropenem",1.4,69.5,69.5,153.3,111.4,"1","Cefotaxime","Meropenem","CTX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","R","R","S","R","S","S","S","S","S","S","SS","SS","RS","RS","SS","RS",-1,-1,0,0,-1,0,-3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Co-citation","Cefotaxime_Penicillin G",1.4,69.5,69.5,153.3,111.4,"1","Cefotaxime","Penicillin G","CTX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.067795694,-0.164980844,0.02828608,0.028225663,0.091319742,-0.050502179,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","R","R","S","R","R","S","S","S","R","R","SR","SS","RS","RS","SR","RR",0,-1,0,0,0,1,0,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,5,5,1.25,1.25,10,10,"connected"
"Co-citation","Cefotaxime_Piperacillin",1.4,69.5,69.5,153.3,111.4,"1","Cefotaxime","Piperacillin","CTX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity",0,-1,0,0,-1,0,-2,"S","S","R","R","S","R","R","S","S","S","S","S","SR","SS","RS","RS","SS","RS",0,-1,0,0,-1,0,-2,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.3,0.3,1,1,2,3,"connected"
"Co-citation","Cefotaxime_Sulfamonomethoxine",2,69.6,69.6,127.8,98.7,"0","Cefotaxime","Sulfamonomethoxine","CTX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.071951825,-0.052973081,-0.052526964,-0.049677216,0.065533748,0.033805804,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,50,50,50,50,100,100,"connected"
"Co-citation","Cefotaxime_Triclosan",2.8,12,12,111.4,61.7,"0","Cefotaxime","Triclosan","CTX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","S","R","R","R","R","R","R","R","SR","SR","RR","RR","SR","RR",0,0,1,1,0,1,3,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-citation","Cefotaxime_Trimethoprim",1.8,94.4,94.8,148.6,121.7,"1","Cefotaxime","Trimethoprim","CTX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","S","R","S","S","S","S","R","R","SS","SS","RS","RS","SR","RR",-1,-1,0,0,0,1,-1,0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-citation","Cephalexin_Clindamycin",2,93.2,93.2,146.2,119.7,"0","Cephalexin","Clindamycin","LEX","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.036800935,0.03536918,0.061401687,0.075545355,-0.052326011,0.026192261,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","S","S","R","R","RR","RR","RS","RS","RR","RR",1,1,0,0,1,1,4,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,2,2,2,2,2,2,"connected"
"Co-citation","Cephalexin_Doxycycline",1.8,111.4,111.4,254.5,182.95,"1","Cephalexin","Doxycycline","LEX","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.062979783,0.065939522,-0.054469505,-0.073014916,-0.05126744,0.039561812,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","S","RS","RS","RS","RS","RR","RS",0,0,0,0,1,0,1,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.5,0.5,1,1,4,4,"connected"
"Co-citation","Cephalexin_Imipenem",1.4,69.5,69.5,153.3,111.4,"1","Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Co-citation","Cephalexin_Mecillinam",2,45.5,45.5,128.25,86.875,"0","Cephalexin","Mecillinam","LEX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.063774837,0.057611559,-0.067219471,0.075981601,-0.032960469,0.039939513,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.06,0.06,0.06,0.06,2,2,"connected"
"Co-citation","Cephalexin_Meropenem",1.4,69.5,69.5,153.3,111.4,"1","Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Co-citation","Cephalexin_Penicillin G",1.4,69.5,69.5,153.3,111.4,"1","Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","S","S","S","R","R","RR","RS","RS","RS","RR","RR",1,0,0,0,1,1,3,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,5,5,1.25,1.25,10,10,"connected"
"Co-citation","Cephalexin_Piperacillin",1.4,69.5,69.5,153.3,111.4,"1","Cephalexin","Piperacillin","LEX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.055633476,0.059136962,-0.099882801,-0.059559677,0.147661201,0.030978977,"Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"R","R","R","R","R","R","R","S","S","S","S","S","RR","RS","RS","RS","RS","RS",1,0,0,0,0,0,1,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.3,0.3,1,1,2,3,"connected"
"Co-citation","Cephalexin_Sulfamonomethoxine",2,69.6,69.6,127.8,98.7,"0","Cephalexin","Sulfamonomethoxine","LEX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.040759134,-0.035577612,-0.071575537,-0.056276223,0.033680956,-0.02930043,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,50,50,50,50,100,100,"connected"
"Co-citation","Cephalexin_Triclosan",2.8,12,12,111.4,61.7,"0","Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-citation","Cephalexin_Trimethoprim",1.8,94.4,94.8,148.6,121.7,"1","Cephalexin","Trimethoprim","LEX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.097480549,-0.054457577,0.058105158,0.028229181,-0.04210187,0.029393492,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-citation","Clindamycin_Doxycycline",1,128,128,254.5,191.25,"1","Clindamycin","Doxycycline","CLI","DOX","other protein synthesis inhibitor","tetracycline","protein synthesis inhibitor","protein synthesis inhibitor","antibiotic","antibiotic","protein synthesis inhibitor-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.148429,-0.1360569,0.0412255,-0.0570859,-0.02254232,0.02101247,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","S","S","S","S","R","S","RS","RS","SS","SS","RR","RS",0,0,-1,-1,1,0,-1,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.5,0.5,1,1,4,4,"connected"
"Co-citation","Clindamycin_Imipenem",2,93.2,93.2,146.2,119.7,"0","Clindamycin","Imipenem","CLI","IPM","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.06749742,0.03753723,0.06301455,-0.0515536,-0.04136273,-0.03328094,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","S","S","S","S","S","S","RS","RS","SS","SS","RS","RS",0,0,-1,-1,0,0,-2,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Co-citation","Clindamycin_Mecillinam",2,46,46,128,87,"0","Clindamycin","Mecillinam","CLI","MEC","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.08067511,0.01092689,0.05162759,-0.05030455,-0.03298854,-0.05621736,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","S","S","S","S","R","R","RS","RS","SS","SS","RR","RR",0,0,-1,-1,1,1,0,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.06,0.06,0.06,0.06,2,2,"connected"
"Co-citation","Clindamycin_Meropenem",2,93.2,93.2,146.2,119.7,"0","Clindamycin","Meropenem","CLI","MEM","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.07242736,0.07702682,-0.03441598,0.06766984,0.07267339,0.03902619,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","S","S","S","S","S","S","RS","RS","SS","SS","RS","RS",0,0,-1,-1,0,0,-2,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Co-citation","Clindamycin_Penicillin G",2,93.2,93.2,146.2,119.7,"0","Clindamycin","Penicillin G","CLI","PEN","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.055056,0.03954618,0.05689279,0.0850104,-0.07480325,-0.03768255,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","R","S","S","S","R","R","RR","RS","SS","SS","RR","RR",1,0,-1,-1,1,1,1,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,5,5,1.25,1.25,10,10,"connected"
"Co-citation","Clindamycin_Piperacillin",2,93.2,93.2,146.2,119.7,"0","Clindamycin","Piperacillin","CLI","PIP","other protein synthesis inhibitor","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.08202569,-0.1269967,0.09500399,0.05972777,0.06820833,0.02341057,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","R","S","S","S","S","S","RR","RS","SS","SS","RS","RS",1,0,-1,-1,0,0,-1,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.3,0.3,1,1,2,3,"connected"
"Co-citation","Clindamycin_Sulfamonomethoxine",2,86,86,128,107,"0","Clindamycin","Sulfamonomethoxine","CLI","SMM","other protein synthesis inhibitor","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.05572611,0.03588368,0.0365556,0.06651262,0.04399356,0.03202273,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","R","R","R","R","R","R","RR","RR","SR","SR","RR","RR",1,1,0,0,1,1,4,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,50,50,50,50,100,100,"connected"
"Co-citation","Clindamycin_Triclosan",2,12,12,128,70,"0","Clindamycin","Triclosan","CLI","TRI","other protein synthesis inhibitor","other membrane","protein synthesis inhibitor","membrane","antibiotic","anti-infective","membrane-protein synthesis inhibitor",0,"anti-infective-antibiotic",-0.03367334,0.007752397,-0.05231725,-0.07639331,-0.0117887,-0.04710853,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","S","S","R","R","R","R","R","R","R","R","RR","RR","SR","SR","RR","RR",1,1,0,0,1,1,4,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-citation","Clindamycin_Trimethoprim",2,128,128,132,130,"0","Clindamycin","Trimethoprim","CLI","TMP","other protein synthesis inhibitor","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.1507883,-0.09274455,0.1140493,-0.04773022,0.02761338,0.04785452,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"R","R","S","S","R","R","S","S","S","S","R","R","RS","RS","SS","SS","RR","RR",0,0,-1,-1,1,1,0,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-citation","Doxycycline_Imipenem",1.8,111.4,111.4,254.5,182.95,"1","Doxycycline","Imipenem","DOX","IPM","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.2137062,0.1523755,0.1725541,0.09022906,0.03864022,0.05821529,"Antagonism","Additivity","Additivity",1,1,1,0,0,0,3,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Co-citation","Doxycycline_Mecillinam",1.5,46,46,254.5,150.25,"1","Doxycycline","Mecillinam","DOX","MEC","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.2329417,0.3334315,0.2612881,0.1462099,-0.04537774,-0.03611423,"Antagonism","Additivity","Additivity",1,1,1,1,0,0,4,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.06,0.06,0.06,0.06,2,2,"connected"
"Co-citation","Doxycycline_Meropenem",1.8,111.4,111.4,254.5,182.95,"1","Doxycycline","Meropenem","DOX","MEM","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1236492,0.2561973,0.1500497,0.09010525,0.04198788,0.06762687,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Co-citation","Doxycycline_Penicillin G",1.8,111.4,111.4,254.5,182.95,"1","Doxycycline","Penicillin G","DOX","PEN","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.06313144,0.04426472,0.06739174,0.1366446,-0.05323831,-0.02593406,"Additivity","Additivity","Additivity",0,0,0,1,0,0,1,"S","S","S","S","R","S","R","S","S","S","R","R","SR","SS","SS","SS","RR","SR",0,-1,-1,-1,1,0,-2,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,5,5,1.25,1.25,10,10,"connected"
"Co-citation","Doxycycline_Piperacillin",1.8,111.4,111.4,254.5,182.95,"1","Doxycycline","Piperacillin","DOX","PIP","tetracycline","beta-lactam","protein synthesis inhibitor","cell wall","antibiotic","antibiotic","cell wall-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.06944526,-0.2120923,-0.1181376,0.08120038,0.02852704,0.04265415,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","S","S","R","S","R","S","S","S","S","S","SR","SS","SS","SS","RS","SS",0,-1,-1,-1,0,-1,-4,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.3,0.3,1,1,2,3,"connected"
"Co-citation","Doxycycline_Sulfamonomethoxine",2,86,86,254.5,170.25,"0","Doxycycline","Sulfamonomethoxine","DOX","SMM","tetracycline","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",-0.0567982,-0.1369635,0.04562959,-0.05177302,-0.02625154,-0.03398609,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,50,50,50,50,100,100,"connected"
"Co-citation","Doxycycline_Triclosan",2,12,12,254.5,133.25,"0","Doxycycline","Triclosan","DOX","TRI","tetracycline","other membrane","protein synthesis inhibitor","membrane","antibiotic","anti-infective","membrane-protein synthesis inhibitor",0,"anti-infective-antibiotic",-0.07052472,-0.1540456,-0.03080383,-0.05104231,-0.0191761,0.01226458,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-citation","Doxycycline_Trimethoprim",1.5,131,132,254.5,193.25,"1","Doxycycline","Trimethoprim","DOX","TMP","tetracycline","folic acid biosynthesis","protein synthesis inhibitor","DNA","antibiotic","antibiotic","DNA-protein synthesis inhibitor",1,"antibiotic-antibiotic",0.1869378,0.1030766,0.1548141,0.1226745,-0.0223029,0.03241965,"Antagonism","Additivity","Additivity",1,1,1,1,0,0,4,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-citation","Imipenem_Mecillinam",2,45.5,45.5,128.25,86.875,"0","Imipenem","Mecillinam","IPM","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.161474879,-0.054811945,-0.193798007,-0.039099214,0.065690681,0.046164391,"Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.06,0.06,0.06,0.06,2,2,"connected"
"Co-citation","Imipenem_Meropenem",1.4,69.5,69.5,153.3,111.4,"1","Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Antagonism","Additivity",0,0,-1,0,1,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Co-citation","Imipenem_Penicillin G",1.4,69.5,69.5,153.3,111.4,"1","Imipenem","Penicillin G","IPM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",0.044969829,-0.028232779,-0.08263196,-0.083342967,-0.040171339,0.074942716,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,5,5,1.25,1.25,10,10,"connected"
