"drug1","drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","Drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","Drug1","Drug2","rates","network_type"
"Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Cefaclor_Metformin",Inf,NA,6,15,10,"Cefaclor","Metformin",24.6618347694973,"EcoCyc.goldstandardset.txt"
"Cefaclor","Metformin","CEC","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.135305245,0.061734082,0.646215292,0.462285284,0.033465329,-0.038916479,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","Cefaclor-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,"Cefaclor_Metformin",Inf,NA,6,15,10,"Cefaclor","Metformin",24.6618347694973,"EcoCyc.goldstandardset.txt"
"Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Piperacillin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Piperacillin_Triclosan",Inf,NA,14,15,14,"Piperacillin","Triclosan",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Penicillin G_Triclosan",Inf,NA,14,15,14,"Penicillin G","Triclosan",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",1,15,15,15,15,"Imipenem","Meropenem",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",1,15,15,15,15,"Imipenem","Meropenem",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Imipenem_Triclosan",Inf,NA,14,15,14,"Imipenem","Triclosan",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",Inf,NA,6,15,10,"Imipenem","Metformin",21.2427006466323,"EcoCyc.goldstandardset.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",Inf,NA,6,15,10,"Imipenem","Metformin",21.2427006466323,"EcoCyc.goldstandardset.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",1,15,15,15,15,"Aztreonam","Penicillin G",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",1,15,15,15,15,"Aztreonam","Penicillin G",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",1,15,15,15,15,"Aztreonam","Imipenem",24.6618347694973,"EcoCyc.goldstandardset.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",1,15,15,15,15,"Aztreonam","Imipenem",24.6618347694973,"EcoCyc.goldstandardset.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",1,15,15,15,15,"Aztreonam","Meropenem",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",1,15,15,15,15,"Aztreonam","Meropenem",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Aztreonam_Triclosan",Inf,NA,14,15,14,"Aztreonam","Triclosan",6.87779677168992,"EcoCyc.goldstandardset.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",Inf,NA,6,15,10,"Aztreonam","Metformin",21.2427006466323,"EcoCyc.goldstandardset.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",Inf,NA,6,15,10,"Aztreonam","Metformin",21.2427006466323,"EcoCyc.goldstandardset.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",1,15,15,15,15,"Cephalexin","Penicillin G",0.951753636237623,"EcoCyc.goldstandardset.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",1,15,15,15,15,"Cephalexin","Penicillin G",0.951753636237623,"EcoCyc.goldstandardset.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",1,15,15,15,15,"Cephalexin","Imipenem",16.4029556785712,"EcoCyc.goldstandardset.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",1,15,15,15,15,"Cephalexin","Imipenem",16.4029556785712,"EcoCyc.goldstandardset.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",1,15,15,15,15,"Cephalexin","Meropenem",14.3477978545088,"EcoCyc.goldstandardset.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",1,15,15,15,15,"Cephalexin","Meropenem",14.3477978545088,"EcoCyc.goldstandardset.txt"
"Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cephalexin_Triclosan",Inf,NA,14,15,14,"Cephalexin","Triclosan",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",Inf,NA,6,15,10,"Cephalexin","Metformin",21.2427006466323,"EcoCyc.goldstandardset.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",Inf,NA,6,15,10,"Cephalexin","Metformin",21.2427006466323,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Piperacillin",1,15,15,15,15,"Fosfomycin","Piperacillin",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Piperacillin",1,15,15,15,15,"Fosfomycin","Piperacillin",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Penicillin G",1,15,15,15,15,"Fosfomycin","Penicillin G",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Penicillin G",1,15,15,15,15,"Fosfomycin","Penicillin G",44.4935588068113,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Imipenem","FOF","IPM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.137902984,-0.092554488,-0.140864585,-0.257043238,-0.091269785,0.16863526,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Imipenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,"Fosfomycin_Imipenem",1,15,15,15,15,"Fosfomycin","Imipenem",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Imipenem","FOF","IPM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.137902984,-0.092554488,-0.140864585,-0.257043238,-0.091269785,0.16863526,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Imipenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,"Fosfomycin_Imipenem",1,15,15,15,15,"Fosfomycin","Imipenem",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Trimethoprim","FOF","TMP","other cell wall","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.266135173,0.301269277,0.072331519,-0.092080157,-0.035376183,0.097538885,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Fosfomycin-Trimethoprim","folic acid biosynthesis-other cell wall","cell wall-DNA","antibiotic-antibiotic",2,"Fosfomycin_Trimethoprim",Inf,NA,14,15,14,"Fosfomycin","Trimethoprim",24.6618347694973,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Meropenem","FOF","MEM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.041703112,-0.227313542,-0.130820415,-0.141126462,-0.050710867,0.060153709,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Fosfomycin-Meropenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,"Fosfomycin_Meropenem",1,15,15,15,15,"Fosfomycin","Meropenem",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Meropenem","FOF","MEM","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.041703112,-0.227313542,-0.130820415,-0.141126462,-0.050710867,0.060153709,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Fosfomycin-Meropenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,"Fosfomycin_Meropenem",1,15,15,15,15,"Fosfomycin","Meropenem",14.4715296024275,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Triclosan","FOF","TRI","other cell wall","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.142486166,0.051302272,-0.03629406,-0.04814611,0.042003599,-0.022553859,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Fosfomycin-Triclosan","other cell wall-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Fosfomycin_Triclosan",Inf,NA,14,15,14,"Fosfomycin","Triclosan",6.87779677168992,"EcoCyc.goldstandardset.txt"
"Fosfomycin","Metformin","FOF","MF","other cell wall","human drug","cell wall","human","antibiotic","human-targeted drug",0.177602473,0.220626652,0.061711239,-0.030438274,-0.259320135,-0.480878825,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Synergy","Different","Different","Different","Fosfomycin-Metformin","human drug-other cell wall","cell wall-human","antibiotic-human-targeted drug",5,"Fosfomycin_Metformin",Inf,NA,6,15,10,"Fosfomycin","Metformin",14.3477978545088,"EcoCyc.goldstandardset.txt"
