"boundaryCondition","chebi","compartmentCode","constant","cyId","derivedUnits","ec-code","exponent","fast","go","iJO1366","isbn","kegg.compound","kegg.genes","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml initial concentration","sbml type","sbml type ext","sbo","scale","selected","shared name","size","uniprot","units","unitSid","value"
,,,,"_57819014_06ce_434d_b55b_de002be2b6a6","invalid",,,"false",,,,,,,"cell*r_0745_Vmax*(s_0945-s_0160*s_0867*s_0783/r_0745_Keq)/r_0745_Km0945/((1+s_0945/r_0745_Km0945+(1+s_0160/r_0745_Km0160)*(1+s_0867/r_0745_Km0867)*(1+s_0783/r_0745_Km0783))-1)","GTP cyclohydrolase II (25drapp)",,"_57819014_06ce_434d_b55b_de002be2b6a6",,"GTP cyclohydrolase II (25drapp)","true",,"r_0745",,"reaction","reaction reversible","SBO:0000176",,"false","GTP cyclohydrolase II (25drapp)",,,,,
,"CHEBI:58614","1",,"meta_s_0160","substance",,,,,"M_25drapp_c",,"C01304",,,,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate",,"meta_s_0160",,"2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate",,"cell","s_0160","0.1","species","species","SBO:0000247",,"false","2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate",,,,,"0.1"
,"CHEBI:15740","1",,"meta_s_0867","substance",,,,,"M_for_c",,"C00058",,,,"Formate",,"meta_s_0867",,"Formate",,"cell","s_0867","0.1","species","species","SBO:0000247",,"false","Formate",,,,,"0.1"
"true",,"1","true","meta_e_0432","substance",,,,,,,,"eco:b1277",,,"ribA",,"meta_e_0432",,"ribA",,"cell","e_0432","0.001","species","species","SBO:0000252",,"false","ribA",,"P0A7I7",,,"0.001"
,"CHEBI:37565","1",,"meta_s_0945","substance",,,,,"M_gtp_c",,"C00044",,,,"GTP",,"meta_s_0945",,"GTP",,"cell","s_0945","0.1","species","species","SBO:0000247",,"false","GTP",,,,,"0.1"
,,,,"meta_r_0225","invalid","2.7.2.1",,"false",,,,,,,"cell*r_0225_Vmax*(s_0384*s_0467-s_0393*s_0421/r_0225_Keq)/(r_0225_Km0384*r_0225_Km0467)/(((1+s_0384/r_0225_Km0384)*(1+s_0467/r_0225_Km0467)+(1+s_0393/r_0225_Km0393)*(1+s_0421/r_0225_Km0421))-1)","acetate kinase",,"meta_r_0225",,"acetate kinase","true",,"r_0225",,"reaction","reaction reversible","SBO:0000176",,"false","acetate kinase",,,,,
,"CHEBI:22191","1",,"meta_s_0393","substance",,,,,"M_actp_c",,"C00227",,,,"Acetyl phosphate",,"meta_s_0393",,"Acetyl phosphate",,"cell","s_0393","0.1","species","species","SBO:0000247",,"false","Acetyl phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0719","substance",,,,,,,,"eco:b2296",,,"ackA",,"meta_e_0719",,"ackA",,"cell","e_0719","0.001","species","species","SBO:0000252",,"false","ackA",,"P0A6A3",,,"0.001"
,"CHEBI:30089","1",,"meta_s_0384","substance",,,,,"M_ac_c",,"C00033",,,,"Acetate",,"meta_s_0384",,"Acetate",,"cell","s_0384","0.1","species","species","SBO:0000247",,"false","Acetate",,,,,"0.1"
"true",,"1","true","meta_e_0577","substance",,,,,,,,"eco:b1849",,,"purT",,"meta_e_0577",,"purT",,"cell","e_0577","0.001","species","species","SBO:0000252",,"false","purT",,"P33221",,,"0.001"
"true",,"1","true","meta_e_0975","substance",,,,,,,,"eco:b3115",,,"tdcD",,"meta_e_0975",,"tdcD",,"cell","e_0975","0.001","species","species","SBO:0000252",,"false","tdcD",,"P11868",,,"0.001"
,,,,"meta_r_0622","invalid","6.3.4.3",,"false",,,,,,,"cell*r_0622_Vmax*(s_0467*s_0867*s_0337-s_0133*s_0421*s_1430/r_0622_Keq)/(r_0622_Km0467*r_0622_Km0867*r_0622_Km0337)/(((1+s_0467/r_0622_Km0467)*(1+s_0867/r_0622_Km0867)*(1+s_0337/r_0622_Km0337)+(1+s_0133/r_0622_Km0133)*(1+s_0421/r_0622_Km0421)*(1+s_1430/r_0622_Km1430))-1)","formate-tetrahydrofolate ligase",,"meta_r_0622",,"formate-tetrahydrofolate ligase","true",,"r_0622",,"reaction","reaction reversible","SBO:0000176",,"false","formate-tetrahydrofolate ligase",,,,,
,"CHEBI:57453","1",,"meta_s_0337","substance",,,,,"M_thf_c",,"C00101",,,,"5,6,7,8-Tetrahydrofolate",,"meta_s_0337",,"5,6,7,8-Tetrahydrofolate",,"cell","s_0337","0.1","species","species","SBO:0000247",,"false","5,6,7,8-Tetrahydrofolate",,,,,"0.1"
,"CHEBI:57454","1",,"meta_s_0133","substance",,,,,"M_10fthf_c",,"C00234",,,,"10-Formyltetrahydrofolate",,"meta_s_0133",,"10-Formyltetrahydrofolate",,"cell","s_0133","0.1","species","species","SBO:0000247",,"false","10-Formyltetrahydrofolate",,,,,"0.1"
,,,,"ad1d3a42_ecb8_4361_9302_543b4374ed13","invalid",,,"false",,,,,,,"cell*r_0835_Vmax*(s_1100-s_0128/r_0835_Keq)/r_0835_Km1100/((1+s_1100/r_0835_Km1100+1+s_0128/r_0835_Km0128)-1)","L-glutamate 5-semialdehyde dehydratase (spontaneous)",,"ad1d3a42_ecb8_4361_9302_543b4374ed13",,"L-glutamate 5-semialdehyde dehydratase (spontaneous)","true",,"r_0835",,"reaction","reaction reversible","SBO:0000176",,"false","L-glutamate 5-semialdehyde dehydratase (spontaneous)",,,,,
,"CHEBI:17388","1",,"meta_s_0128","substance",,,,,"M_1pyr5c_c",,"C03912",,,,"1-Pyrroline-5-carboxylate",,"meta_s_0128",,"1-Pyrroline-5-carboxylate",,"cell","s_0128","0.1","species","species","SBO:0000247",,"false","1-Pyrroline-5-carboxylate",,,,,"0.1"
,"CHEBI:17232","1",,"meta_s_1100","substance",,,,,"M_glu5sa_c",,"C01165",,,,"L-Glutamate 5-semialdehyde",,"meta_s_1100",,"L-Glutamate 5-semialdehyde",,"cell","s_1100","0.1","species","species","SBO:0000247",,"false","L-Glutamate 5-semialdehyde",,,,,"0.1"
,,,,"meta_r_1137","invalid","2.7.8.13",,"false",,,,,,,"cell*r_1137_Vmax*(s_1768*s_1755-s_1777*s_1762/r_1137_Keq)/(r_1137_Km1768*r_1137_Km1755)/(((1+s_1768/r_1137_Km1768)*(1+s_1755/r_1137_Km1755)+(1+s_1777/r_1137_Km1777)*(1+s_1762/r_1137_Km1762))-1)","phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",,"meta_r_1137",,"phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)","true",,"r_1137",,"reaction","reaction reversible","SBO:0000176",,"false","phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",,,,,
,,"1",,"meta_s_1777","substance",,,,,"M_uagmda_c",,"C05897",,,,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,"meta_s_1777",,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,"cell","s_1777","0.1","species","species","SBO:0000247",,"false","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,,,,"0.1"
,"CHEBI:57865","1",,"meta_s_1762","substance",,,,,"M_ump_c",,"C00105",,,,"UMP",,"meta_s_1762",,"UMP",,"cell","s_1762","0.1","species","species","SBO:0000247",,"false","UMP",,,,,"0.1"
"true",,"1","true","meta_e_0039","substance",,,,,,,,"eco:b0087",,,"mraY",,"meta_e_0039",,"mraY",,"cell","e_0039","0.001","species","species","SBO:0000252",,"false","mraY",,"P0A6W3",,,"0.001"
,"CHEBI:61386","1",,"meta_s_1755","substance",,,,,"M_ugmda_c",,"C04882",,,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,"meta_s_1755",,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,"cell","s_1755","0.1","species","species","SBO:0000247",,"false","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,,,,"0.1"
,"CHEBI:57654","1",,"meta_s_1768","substance",,,,,"M_udcpp_c",,"C00348",,,,"Undecaprenyl phosphate",,"meta_s_1768",,"Undecaprenyl phosphate",,"cell","s_1768","0.1","species","species","SBO:0000247",,"false","Undecaprenyl phosphate",,,,,"0.1"
,,,,"meta_r_0084","invalid",,,"false",,,,,,,"cell*r_0084_Vmax*(s_0193*s_0861^2-s_0862^2*s_0123/r_0084_Keq)/(r_0084_Km0193*r_0084_Km0861^2)/(((1+s_0193/r_0084_Km0193)*(1+s_0861/r_0084_Km0861)^2+(1+s_0862/r_0084_Km0862)^2*(1+s_0123/r_0084_Km0123))-1)","2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",,"meta_r_0084",,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase","true",,"r_0084",,"reaction","reaction reversible","SBO:0000176",,"false","2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",,,,,
,"CHEBI:128753","1",,"meta_s_0123","substance",,,,,"M_h2mb4p_c",,"C11811",,,,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",,"meta_s_0123",,"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",,"cell","s_0123","0.1","species","species","SBO:0000247",,"false","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",,,,,"0.1"
,,"1",,"meta_s_0861","substance",,,,,"M_flxr_c",,"C02745",,,,"Flavodoxin reduced",,"meta_s_0861",,"Flavodoxin reduced",,"cell","s_0861","0.1","species","species","SBO:0000247",,"false","Flavodoxin reduced",,,,,"0.1"
,,"1",,"meta_s_0862","substance",,,,,"M_flxso_c",,"C02869",,,,"flavodoxin semi oxidized",,"meta_s_0862",,"flavodoxin semi oxidized",,"cell","s_0862","0.1","species","species","SBO:0000247",,"false","flavodoxin semi oxidized",,,,,"0.1"
"true",,"1","true","meta_e_0798","substance",,,,,,,,"eco:b2515",,,"ispG",,"meta_e_0798",,"ispG",,"cell","e_0798","0.001","species","species","SBO:0000252",,"false","ispG",,"P62620",,,"0.001"
,"CHEBI:58483","1",,"meta_s_0193","substance",,,,,"M_2mecdp_c",,"C11453",,,,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",,"meta_s_0193",,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",,"cell","s_0193","0.1","species","species","SBO:0000247",,"false","2-C-methyl-D-erythritol 2,4-cyclodiphosphate",,,,,"0.1"
"true",,"1","true","meta_e_0911","substance",,,,,,,,"eco:b2895",,,"fldB",,"meta_e_0911",,"fldB",,"cell","e_0911","0.001","species","species","SBO:0000252",,"false","fldB",,"P0ABY4",,,"0.001"
"true",,"1","true","meta_e_0238","substance",,,,,,,,"eco:b0684",,,"fldA",,"meta_e_0238",,"fldA",,"cell","e_0238","0.001","species","species","SBO:0000252",,"false","fldA",,"P61949",,,"0.001"
,,,,"meta_r_1054","invalid","2.6.1.52",,"false",,,,,,,"cell*r_1054_Vmax*(s_1095*s_0231-s_0233*s_1362/r_1054_Keq)/(r_1054_Km1095*r_1054_Km0231)/(((1+s_1095/r_1054_Km1095)*(1+s_0231/r_1054_Km0231)+(1+s_0233/r_1054_Km0233)*(1+s_1362/r_1054_Km1362))-1)","O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase",,"meta_r_1054",,"O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase","true",,"r_1054",,"reaction","reaction reversible","SBO:0000176",,"false","O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase",,,,,
,"CHEBI:16810","1",,"meta_s_0233","substance",,,,,"M_akg_c",,"C00026",,,,"2-Oxoglutarate",,"meta_s_0233",,"2-Oxoglutarate",,"cell","s_0233","0.1","species","species","SBO:0000247",,"false","2-Oxoglutarate",,,,,"0.1"
,"CHEBI:58452","1",,"meta_s_1362","substance",,,,,"M_phthr_c",,"C06055",,,,"O-Phospho-4-hydroxy-L-threonine",,"meta_s_1362",,"O-Phospho-4-hydroxy-L-threonine",,"cell","s_1362","0.1","species","species","SBO:0000247",,"false","O-Phospho-4-hydroxy-L-threonine",,,,,"0.1"
"true",,"1","true","meta_e_0326","substance",,,,,,,,"eco:b0907",,,"serC",,"meta_e_0326",,"serC",,"cell","e_0326","0.001","species","species","SBO:0000252",,"false","serC",,"P23721",,,"0.001"
,"CHEBI:58538","1",,"meta_s_0231","substance",,,,,"M_ohpb_c",,"C06054",,,,"2-Oxo-3-hydroxy-4-phosphobutanoate",,"meta_s_0231",,"2-Oxo-3-hydroxy-4-phosphobutanoate",,"cell","s_0231","0.1","species","species","SBO:0000247",,"false","2-Oxo-3-hydroxy-4-phosphobutanoate",,,,,"0.1"
,"CHEBI:29985","1",,"meta_s_1095","substance",,,,,"M_glu_DASH_L_c",,"C00025",,,,"L-Glutamate",,"meta_s_1095",,"L-Glutamate",,"cell","s_1095","0.1","species","species","SBO:0000247",,"false","L-Glutamate",,,,,"0.1"
,,,,"meta_r_0304","invalid","4.3.2.2",,"false",,,,,,,"cell*r_0304_Vmax*(s_1327-s_0454*s_0875/r_0304_Keq)/r_0304_Km1327/((1+s_1327/r_0304_Km1327+(1+s_0454/r_0304_Km0454)*(1+s_0875/r_0304_Km0875))-1)","adenylsuccinate lyase",,"meta_r_0304",,"adenylsuccinate lyase","true",,"r_0304",,"reaction","reaction reversible","SBO:0000176",,"false","adenylsuccinate lyase",,,,,
,"CHEBI:29806","1",,"meta_s_0875","substance",,,,,"M_fum_c",,"C00122",,,,"Fumarate",,"meta_s_0875",,"Fumarate",,"cell","s_0875","0.1","species","species","SBO:0000247",,"false","Fumarate",,,,,"0.1"
"true",,"1","true","meta_e_0389","substance",,,,,,,,"eco:b1131",,,"purB",,"meta_e_0389",,"purB",,"cell","e_0389","0.001","species","species","SBO:0000252",,"false","purB",,"P0AB89",,,"0.001"
,"CHEBI:57567","1",,"meta_s_1327","substance",,,,,"M_dcamp_c",,"C03794",,,,"N6-(1,2-Dicarboxyethyl)-AMP",,"meta_s_1327",,"N6-(1,2-Dicarboxyethyl)-AMP",,"cell","s_1327","0.1","species","species","SBO:0000247",,"false","N6-(1,2-Dicarboxyethyl)-AMP",,,,,"0.1"
,,,,"meta_r_1939","invalid",,,"false",,,,,,,"cell*r_1939_Vmax*s_1248/r_1939_Km1248/(1+s_1248/r_1939_Km1248)","Methanol transport via diffusion (extracellular to periplasm)",,"meta_r_1939",,"Methanol transport via diffusion (extracellular to periplasm)","false",,"r_1939",,"reaction","reaction irreversible","SBO:0000185",,"false","Methanol transport via diffusion (extracellular to periplasm)",,,,,
,"CHEBI:17790","1",,"meta_s_1248","substance",,,,,"M_meoh_c",,"C00132",,,,"Methanol",,"meta_s_1248",,"Methanol",,"cell","s_1248","0.1","species","species","SBO:0000247",,"false","Methanol",,,,,"0.1"
,,,,"_708beb28_1035_4f85_baec_a6ae764834b7","invalid",,,"false",,,,,,,"cell*r_0686_Vmax*(s_1105*s_1336-s_1098*s_1335*s_1690/r_0686_Keq)/(r_0686_Km1105*r_0686_Km1336)/(((1+s_1105/r_0686_Km1105)*(1+s_1336/r_0686_Km1336)+(1+s_1098/r_0686_Km1098)*(1+s_1335/r_0686_Km1335)*(1+s_1690/r_0686_Km1690))-1)","glutamyl-tRNA reductase",,"_708beb28_1035_4f85_baec_a6ae764834b7",,"glutamyl-tRNA reductase","true",,"r_0686",,"reaction","reaction reversible","SBO:0000176",,"false","glutamyl-tRNA reductase",,,,,
,"CHEBI:15757","1",,"meta_s_1098","substance",,,,,"M_glu1sa_c",,"C03741",,,,"L-Glutamate 1-semialdehyde",,"meta_s_1098",,"L-Glutamate 1-semialdehyde",,"cell","s_1098","0.1","species","species","SBO:0000247",,"false","L-Glutamate 1-semialdehyde",,,,,"0.1"
,"CHEBI:29175","1",,"meta_s_1690","substance",,,,,"M_trnaglu_c",,"C01641",,,,"tRNA (Glu)",,"meta_s_1690",,"tRNA (Glu)",,"cell","s_1690","0.1","species","species","SBO:0000247",,"false","tRNA (Glu)",,,,,"0.1"
,"CHEBI:29157","1",,"meta_s_1105","substance",,,,,"M_glutrna_c",,"C02987",,,,"L-Glutamyl-tRNA(Glu)",,"meta_s_1105",,"L-Glutamyl-tRNA(Glu)",,"cell","s_1105","0.1","species","species","SBO:0000247",,"false","L-Glutamyl-tRNA(Glu)",,,,,"0.1"
"true",,"1","true","meta_e_0405","substance",,,,,,,,"eco:b1210",,,"hemA",,"meta_e_0405",,"hemA",,"cell","e_0405","0.001","species","species","SBO:0000252",,"false","hemA",,"P0A6X1",,,"0.001"
,,,,"meta_r_1288","invalid","3.2.2.9",,"false",,,,,,,"cell*r_1288_Vmax*(s_1551-s_0405*s_1558/r_1288_Keq)/r_1288_Km1551/((1+s_1551/r_1288_Km1551+(1+s_0405/r_1288_Km0405)*(1+s_1558/r_1288_Km1558))-1)","S-adenosylhomocysteine nucleosidase",,"meta_r_1288",,"S-adenosylhomocysteine nucleosidase","true",,"r_1288",,"reaction","reaction reversible","SBO:0000176",,"false","S-adenosylhomocysteine nucleosidase",,,,,
,"CHEBI:16708","1",,"meta_s_0405","substance",,,,,"M_ade_c",,"C00147",,,,"Adenine",,"meta_s_0405",,"Adenine",,"cell","s_0405","0.1","species","species","SBO:0000247",,"false","Adenine",,,,,"0.1"
,"CHEBI:16680","1",,"meta_s_1551","substance",,,,,"M_ahcys_c",,"C00021",,,,"S-Adenosyl-L-homocysteine",,"meta_s_1551",,"S-Adenosyl-L-homocysteine",,"cell","s_1551","0.1","species","species","SBO:0000247",,"false","S-Adenosyl-L-homocysteine",,,,,"0.1"
"true",,"1","true","meta_e_0074","substance",,,,,,,,"eco:b0159",,,"mtnN",,"meta_e_0074",,"mtnN",,"cell","e_0074","0.001","species","species","SBO:0000252",,"false","mtnN",,"P0AF12",,,"0.001"
,,,,"meta_r_0787","invalid","1.1.1.205",,"false",,,,,,,"cell*r_0787_Vmax*(s_1006*s_1333-s_1334*s_1799/r_0787_Keq)/(r_0787_Km1006*r_0787_Km1333)/(((1+s_1006/r_0787_Km1006)*(1+s_1333/r_0787_Km1333)+(1+s_1334/r_0787_Km1334)*(1+s_1799/r_0787_Km1799))-1)","IMP dehydrogenase",,"meta_r_0787",,"IMP dehydrogenase","true",,"r_0787",,"reaction","reaction reversible","SBO:0000176",,"false","IMP dehydrogenase",,,,,
,"CHEBI:57464","1",,"meta_s_1799","substance",,,,,"M_xmp_c",,"C00655",,,,"Xanthosine 5'-phosphate",,"meta_s_1799",,"Xanthosine 5'-phosphate",,"cell","s_1799","0.1","species","species","SBO:0000247",,"false","Xanthosine 5'-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0796","substance",,,,,,,,"eco:b2508",,,"guaB",,"meta_e_0796",,"guaB",,"cell","e_0796","0.001","species","species","SBO:0000252",,"false","guaB",,"P0ADG7",,,"0.001"
,"CHEBI:58053","1",,"meta_s_1006","substance",,,,,"M_imp_c",,"C00130",,,,"IMP",,"meta_s_1006",,"IMP",,"cell","s_1006","0.1","species","species","SBO:0000247",,"false","IMP",,,,,"0.1"
,,,,"meta_r_1413","invalid","3.6.1.27",,"false",,,,,,,"cell*r_1413_Vmax*(s_1765-s_1430*s_1768/r_1413_Keq)/r_1413_Km1765/((1+s_1765/r_1413_Km1765+(1+s_1430/r_1413_Km1430)*(1+s_1768/r_1413_Km1768))-1)","undecaprenyl-diphosphatase",,"meta_r_1413",,"undecaprenyl-diphosphatase","true",,"r_1413",,"reaction","reaction reversible","SBO:0000176",,"false","undecaprenyl-diphosphatase",,,,,
,"CHEBI:58405","1",,"meta_s_1765","substance",,,,,"M_udcpdp_c",,"C04574",,,,"Undecaprenyl diphosphate",,"meta_s_1765",,"Undecaprenyl diphosphate",,"cell","s_1765","0.1","species","species","SBO:0000247",,"false","Undecaprenyl diphosphate",,,,,"0.1"
"true",,"1","true","meta_e_0300","substance",,,,,,,,"eco:b0841",,,"ybjG",,"meta_e_0300",,"ybjG",,"cell","e_0300","0.001","species","species","SBO:0000252",,"false","ybjG",,"P75806",,,"0.001"
"true",,"1","true","meta_e_0962","substance",,,,,,,,"eco:b3057",,,"uppP",,"meta_e_0962",,"uppP",,"cell","e_0962","0.001","species","species","SBO:0000252",,"false","uppP",,"P60932",,,"0.001"
"true",,"1","true","meta_e_0433","substance",,,,,,,,"eco:b1278",,,"pgpB",,"meta_e_0433",,"pgpB",,"cell","e_0433","0.001","species","species","SBO:0000252",,"false","pgpB",,"P0A924",,,"0.001"
,,,,"meta_r_0965","invalid",,,"false",,,,,,,"cell*r_0965_Vmax*(s_0467*s_1265-s_0420*s_0783/r_0965_Keq)/(r_0965_Km0467*r_0965_Km1265)/(((1+s_0467/r_0965_Km0467)*(1+s_1265/r_0965_Km1265)+(1+s_0420/r_0965_Km0420)*(1+s_0783/r_0965_Km0783))-1)","molybdopterin adenylyltransferase",,"meta_r_0965",,"molybdopterin adenylyltransferase","true",,"r_0965",,"reaction","reaction reversible","SBO:0000176",,"false","molybdopterin adenylyltransferase",,,,,
,,"1",,"e49d887a_ebcb_4b2c_a341_caa0d57236c7","substance",,,,,"M_mptamp_c",,,,,,"adenylated molybdopterin",,"e49d887a_ebcb_4b2c_a341_caa0d57236c7",,"adenylated molybdopterin",,"cell","s_0420","0.1","species","species","SBO:0000247",,"false","adenylated molybdopterin",,,,,"0.1"
"true",,"1","true","meta_e_0006","substance",,,,,,,,"eco:b0009",,,"mog",,"meta_e_0006",,"mog",,"cell","e_0006","0.001","species","species","SBO:0000252",,"false","mog",,"P0AF03",,,"0.001"
,,,,"meta_r_1209","invalid","2.1.2.3",,"false",,,,,,,"cell*r_1209_Vmax*(s_0133*s_0343-s_0352*s_0337/r_1209_Keq)/(r_1209_Km0133*r_1209_Km0343)/(((1+s_0133/r_1209_Km0133)*(1+s_0343/r_1209_Km0343)+(1+s_0352/r_1209_Km0352)*(1+s_0337/r_1209_Km0337))-1)","phosphoribosylaminoimidazolecarboxamide formyltransferase",,"meta_r_1209",,"phosphoribosylaminoimidazolecarboxamide formyltransferase","true",,"r_1209",,"reaction","reaction reversible","SBO:0000176",,"false","phosphoribosylaminoimidazolecarboxamide formyltransferase",,,,,
,"CHEBI:58467","1",,"meta_s_0352","substance",,,,,"M_fprica_c",,"C04734",,,,"5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide",,"meta_s_0352",,"5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide",,"cell","s_0352","0.1","species","species","SBO:0000247",,"false","5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide",,,,,"0.1"
,"CHEBI:58475","1",,"meta_s_0343","substance",,,,,"M_aicar_c",,"C04677",,,,"5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide",,"meta_s_0343",,"5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide",,"cell","s_0343","0.1","species","species","SBO:0000247",,"false","5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide",,,,,"0.1"
"true",,"1","true","meta_e_1258","substance",,,,,,,,"eco:b4006",,,"purH",,"meta_e_1258",,"purH",,"cell","e_1258","0.001","species","species","SBO:0000252",,"false","purH",,"P15639",,,"0.001"
,,,,"meta_r_0127","invalid","4.2.1.17",,"false",,,,,,,"cell*r_0127_Vmax*(s_0050-s_1680/r_0127_Keq)/r_0127_Km0050/((1+s_0050/r_0127_Km0050+1+s_1680/r_0127_Km1680)-1)","3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)",,"meta_r_0127",,"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)","true",,"r_0127",,"reaction","reaction reversible","SBO:0000176",,"false","3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)",,,,,
,"CHEBI:61405","1",,"meta_s_1680","substance",,,,,"M_td2coa_c",,"C05273",,,,"trans-Tetradec-2-enoyl-CoA",,"meta_s_1680",,"trans-Tetradec-2-enoyl-CoA",,"cell","s_1680","0.1","species","species","SBO:0000247",,"false","trans-Tetradec-2-enoyl-CoA",,,,,"0.1"
,"CHEBI:62614","1",,"meta_s_0050","substance",,,,,"M_3htdcoa_c",,"C05260",,,,"(S)-3-Hydroxytetradecanoyl-CoA",,"meta_s_0050",,"(S)-3-Hydroxytetradecanoyl-CoA",,"cell","s_0050","0.1","species","species","SBO:0000247",,"false","(S)-3-Hydroxytetradecanoyl-CoA",,,,,"0.1"
,,,,"meta_r_1344","invalid","2.5.1.3",,"false",,,,,,,"cell*r_1344_Vmax*(s_0218*s_0330-s_0783*s_1643/r_1344_Keq)/(r_1344_Km0218*r_1344_Km0330)/(((1+s_0218/r_1344_Km0218)*(1+s_0330/r_1344_Km0330)+(1+s_0783/r_1344_Km0783)*(1+s_1643/r_1344_Km1643))-1)","thiamine-phosphate diphosphorylase",,"meta_r_1344",,"thiamine-phosphate diphosphorylase","true",,"r_1344",,"reaction","reaction reversible","SBO:0000176",,"false","thiamine-phosphate diphosphorylase",,,,,
,"CHEBI:58296","1",,"meta_s_0330","substance",,,,,"M_4mpetz_c",,"C04327",,,,"4-Methyl-5-(2-phosphoethyl)-thiazole",,"meta_s_0330",,"4-Methyl-5-(2-phosphoethyl)-thiazole",,"cell","s_0330","0.1","species","species","SBO:0000247",,"false","4-Methyl-5-(2-phosphoethyl)-thiazole",,,,,"0.1"
"true",,"1","true","meta_e_1253","substance",,,,,,,,"eco:b3993",,,"thiE",,"meta_e_1253",,"thiE",,"cell","e_1253","0.001","species","species","SBO:0000252",,"false","thiE",,"P30137",,,"0.001"
,"CHEBI:57841","1",,"meta_s_0218","substance",,,,,"M_2mahmp_c",,"C04752",,,,"2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate",,"meta_s_0218",,"2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate",,"cell","s_0218","0.1","species","species","SBO:0000247",,"false","2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate",,,,,"0.1"
,,,,"_12a0001c_0495_40ab_8172_6831c5986dcb","invalid",,,"false",,,,,,,"cell*r_0452_Vmax*(s_1358*s_0994-s_0384*s_1083/r_0452_Keq)/(r_0452_Km1358*r_0452_Km0994)/(((1+s_1358/r_0452_Km1358)*(1+s_0994/r_0452_Km0994)+(1+s_0384/r_0452_Km0384)*(1+s_1083/r_0452_Km1083))-1)","cysteine synthase",,"_12a0001c_0495_40ab_8172_6831c5986dcb",,"cysteine synthase","true",,"r_0452",,"reaction","reaction reversible","SBO:0000176",,"false","cysteine synthase",,,,,
,"CHEBI:17561","1",,"meta_s_1083","substance",,,,,"M_cys_DASH_L_c",,"C00097",,,,"L-Cysteine",,"meta_s_1083",,"L-Cysteine",,"cell","s_1083","0.1","species","species","SBO:0000247",,"false","L-Cysteine",,,,,"0.1"
"true",,"1","true","meta_e_0750","substance",,,,,,,,"eco:b2414",,,"cysK",,"meta_e_0750",,"cysK",,"cell","e_0750","0.001","species","species","SBO:0000252",,"false","cysK",,"P0ABK5",,,"0.001"
