"Drug1_Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","network"
"Imipenem_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Imipenem_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Imipenem_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Imipenem_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Levofloxacin_Meropenem",3,11,11,48,30,"EcoliNet.v1.benchmark.txt"
"Levofloxacin_Moxifloxacin",1,8,8,18,13,"EcoliNet.v1.benchmark.txt"
"Levofloxacin_Novobiocin",1,11,11,20,15,"EcoliNet.v1.benchmark.txt"
"Levofloxacin_Penicillin G",3,11,11,48,30,"EcoliNet.v1.benchmark.txt"
"Levofloxacin_Piperacillin",3,11,11,48,30,"EcoliNet.v1.benchmark.txt"
"Levofloxacin_Sulfamonomethoxine",2,11,11,21,16,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Meropenem",1,45,47,72,59,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Moxifloxacin",2,13,13,72,42,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Novobiocin",1,20,20,72,46,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Penicillin G",1,45,47,72,59,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Piperacillin",1,45,47,72,59,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Sulfamonomethoxine",1,21,21,72,46,"EcoliNet.v1.benchmark.txt"
"Mecillinam_Triclosan",2,17,17,72,44,"EcoliNet.v1.benchmark.txt"
"Meropenem_Moxifloxacin",2,14,14,56,35,"EcoliNet.v1.benchmark.txt"
"Meropenem_Novobiocin",1,20,20,55,37,"EcoliNet.v1.benchmark.txt"
"Meropenem_Penicillin G",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Meropenem_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Meropenem_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Meropenem_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Moxifloxacin_Novobiocin",1,11,11,20,15,"EcoliNet.v1.benchmark.txt"
"Moxifloxacin_Penicillin G",3,11,11,48,30,"EcoliNet.v1.benchmark.txt"
"Moxifloxacin_Piperacillin",3,11,11,48,30,"EcoliNet.v1.benchmark.txt"
"Moxifloxacin_Sulfamonomethoxine",2,11,11,21,16,"EcoliNet.v1.benchmark.txt"
"Novobiocin_Penicillin G",2,20,20,48,34,"EcoliNet.v1.benchmark.txt"
"Novobiocin_Piperacillin",2,20,20,48,34,"EcoliNet.v1.benchmark.txt"
"Novobiocin_Sulfamonomethoxine",1,20,20,21,20,"EcoliNet.v1.benchmark.txt"
"Penicillin G_Piperacillin",1,44,45,63,54,"EcoliNet.v1.benchmark.txt"
"Penicillin G_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Penicillin G_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Piperacillin_Sulfamonomethoxine",1,21,21,56,39,"EcoliNet.v1.benchmark.txt"
"Piperacillin_Triclosan",2,17,17,56,37,"EcoliNet.v1.benchmark.txt"
"Pseudomonic acid_Sulfamonomethoxine",5,18,21,22,22,"EcoliNet.v1.benchmark.txt"
"Pseudomonic acid_Triclosan",5,17,17,22,20,"EcoliNet.v1.benchmark.txt"
"Pseudomonic acid_Trimethoprim",5,18,22,32,27,"EcoliNet.v1.benchmark.txt"
"A22_Amoxicillin",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Aztreonam",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Cefaclor",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Cefotaxime",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Cephalexin",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Ciprofloxacin",2,32,32,71,52,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Clindamycin",2,71,71,81,76,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Doxycycline",2,71,71,169,120,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Fusidic acid",3,5,5,71,38,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Imipenem",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Levofloxacin",2,32,32,71,52,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Meropenem",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Metformin",1,33,33,71,52,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Moxifloxacin",2,32,32,71,52,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Novobiocin",2,32,32,71,52,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Penicillin G",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Piperacillin",2,71,71,78,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Rifampicin",2,71,71,99,85,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Aztreonam",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Cefaclor",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Cefotaxime",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Cephalexin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Ciprofloxacin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Clindamycin",2,20,20,81,50,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Doxycycline",3,8,8,140,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Flucytosine",4,7,8,13,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Fosfomycin",3,8,8,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Fusidic acid",4,5,5,20,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Imipenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Levofloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Mecillinam",3,9,9,10,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Meropenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Amoxicillin_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Cefaclor",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Cefotaxime",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Cephalexin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Ciprofloxacin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Clindamycin",2,20,20,81,50,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Doxycycline",3,8,8,140,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Flucytosine",4,7,8,13,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Fosfomycin",3,8,8,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Fusidic acid",4,5,5,20,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Imipenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Levofloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Mecillinam",3,9,9,10,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Meropenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Aztreonam_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Cefotaxime",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Cephalexin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Ciprofloxacin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Clindamycin",2,20,20,81,50,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Doxycycline",3,8,8,140,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Flucytosine",4,7,8,13,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Fosfomycin",3,8,8,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Fusidic acid",4,5,5,20,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Imipenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Levofloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Mecillinam",3,9,9,10,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Meropenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefaclor_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Cephalexin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Ciprofloxacin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Clindamycin",2,20,20,81,50,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Doxycycline",3,8,8,140,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Flucytosine",4,7,8,13,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Fosfomycin",3,8,8,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Fusidic acid",4,5,5,20,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Imipenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Levofloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Mecillinam",3,9,9,10,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Meropenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cefotaxime_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Ciprofloxacin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Clindamycin",2,20,20,81,50,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Doxycycline",3,8,8,140,74,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Flucytosine",4,7,8,13,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Fosfomycin",3,8,8,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Fusidic acid",4,5,5,20,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Imipenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Levofloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Mecillinam",3,9,9,10,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Meropenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Cephalexin_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Clindamycin",2,36,36,81,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Doxycycline",2,41,41,140,90,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Flucytosine",3,6,6,41,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Fosfomycin",3,11,11,41,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Fusidic acid",3,5,5,36,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Imipenem",3,22,22,60,41,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Levofloxacin",1,25,26,41,33,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Meropenem",3,22,22,60,41,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Metformin",2,33,33,41,37,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Moxifloxacin",1,25,26,41,33,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Novobiocin",1,32,32,41,36,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Penicillin G",3,22,22,60,41,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Piperacillin",3,22,22,60,41,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Rifampicin",2,36,36,99,68,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Ciprofloxacin_Sulfamonomethoxine",5,1,1,41,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Clindamycin_Rifampicin",2,81,81,99,90,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Fusidic acid",3,5,5,140,72,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Imipenem",2,78,78,140,109,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Levofloxacin",2,32,32,140,86,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Meropenem",2,78,78,140,109,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Metformin",2,33,33,140,86,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Moxifloxacin",2,32,32,140,86,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Novobiocin",2,32,32,140,86,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Penicillin G",2,78,78,140,109,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Piperacillin",2,78,78,140,109,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Doxycycline_Rifampicin",1,99,99,140,120,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Fosfomycin",3,8,8,14,11,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Fusidic acid",4,5,5,12,8,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Imipenem",4,8,8,45,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Levofloxacin",2,11,12,28,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Meropenem",4,8,8,45,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Metformin",2,11,12,33,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Moxifloxacin",2,11,12,28,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Novobiocin",2,13,13,35,24,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Penicillin G",4,8,8,45,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Piperacillin",4,8,8,45,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Rifampicin",2,11,12,99,55,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Flucytosine_Sulfamonomethoxine",6,1,1,12,6,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Fusidic acid",3,5,5,11,8,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Imipenem",3,11,11,78,44,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Levofloxacin",3,11,11,32,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Meropenem",3,11,11,78,44,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Metformin",3,11,11,33,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Moxifloxacin",3,11,11,32,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Novobiocin",3,11,11,32,22,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Penicillin G",3,11,11,78,44,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Piperacillin",3,11,11,78,44,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fosfomycin_Rifampicin",2,11,11,99,55,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Fusidic acid_Rifampicin",3,5,5,99,52,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Levofloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Mecillinam",3,9,9,10,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Meropenem",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Imipenem_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Meropenem",3,16,16,53,35,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Metformin",2,25,26,36,31,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Moxifloxacin",2,22,22,36,30,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Novobiocin",1,25,26,35,30,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Penicillin G",3,16,16,53,35,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Piperacillin",3,16,16,53,35,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Rifampicin",2,29,30,99,64,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Levofloxacin_Sulfamonomethoxine",5,1,1,29,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Meropenem",4,7,7,32,19,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Metformin",3,9,9,33,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Moxifloxacin",2,9,9,30,19,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Novobiocin",2,9,9,36,23,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Penicillin G",4,7,7,32,19,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Piperacillin",4,7,7,32,19,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Rifampicin",2,9,9,99,54,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Sulfamonomethoxine",5,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Mecillinam_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Metformin",3,12,12,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Moxifloxacin",3,10,10,32,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Novobiocin",3,11,11,40,26,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Penicillin G",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Meropenem_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Moxifloxacin",2,32,32,33,32,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Novobiocin",2,32,32,33,32,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Metformin_Rifampicin",2,33,33,99,66,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Novobiocin",1,25,26,35,30,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Penicillin G",3,16,16,53,35,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Piperacillin",3,16,16,53,35,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Rifampicin",2,29,30,99,64,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Moxifloxacin_Sulfamonomethoxine",5,1,1,29,15,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Penicillin G",3,22,22,60,41,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Piperacillin",3,22,22,60,41,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Rifampicin",2,36,36,99,68,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Novobiocin_Sulfamonomethoxine",5,1,1,41,21,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Piperacillin",4,7,7,32,20,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Penicillin G_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Rifampicin",3,20,20,99,59,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Sulfamonomethoxine",6,1,1,9,5,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Piperacillin_Triclosan",3,9,9,11,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Rifampicin",2,11,12,99,56,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Sulfamonomethoxine",5,1,1,12,6,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Triclosan",4,11,11,12,12,"HT.INT.EcoliNet.3209gene.15543link.txt"
"Pseudomonic acid_Trimethoprim",4,8,9,12,10,"HT.INT.EcoliNet.3209gene.15543link.txt"
"A22_Amoxicillin",4,2,3,5,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Aztreonam",4,2,3,5,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Cefaclor",4,2,3,5,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Cefotaxime",4,2,3,5,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Cephalexin",4,2,3,5,4,"LC.INT.EcoliNet.764gene.1073link.txt"
"A22_Ciprofloxacin",4,1,1,5,3,"LC.INT.EcoliNet.764gene.1073link.txt"
