"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network"
"Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",2,52,52,74,63,1,"EcoliNet.v1.txt"
"Cefotaxime_Triclosan","Cefotaxime","Triclosan",2,59,59,86,72,0,"EcoliNet.v1.txt"
"Cefotaxime_Trimethoprim","Cefotaxime","Trimethoprim",2,56,56,82,69,0,"EcoliNet.v1.txt"
"Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Cephalexin_Clindamycin","Cephalexin","Clindamycin",2,67,67,148,108,0,"EcoliNet.v1.txt"
"Cephalexin_Doxycycline","Cephalexin","Doxycycline",2,67,67,270,168,1,"EcoliNet.v1.txt"
"Cephalexin_Flucytosine","Cephalexin","Flucytosine",2,31,31,69,50,1,"EcoliNet.v1.txt"
"Cephalexin_Fosfomycin","Cephalexin","Fosfomycin",2,55,55,79,67,0,"EcoliNet.v1.txt"
"Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",2,32,32,67,50,0,"EcoliNet.v1.txt"
"Cephalexin_Imipenem","Cephalexin","Imipenem",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Cephalexin_Mecillinam","Cephalexin","Mecillinam",2,50,50,75,63,1,"EcoliNet.v1.txt"
"Cephalexin_Meropenem","Cephalexin","Meropenem",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Cephalexin_Metformin","Cephalexin","Metformin",3,45,45,70,58,0,"EcoliNet.v1.txt"
"Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Cephalexin_Novobiocin","Cephalexin","Novobiocin",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Cephalexin_Penicillin G","Cephalexin","Penicillin G",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Cephalexin_Piperacillin","Cephalexin","Piperacillin",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Cephalexin_Pseudomonic acid","Cephalexin","Pseudomonic acid",2,66,66,123,94,0,"EcoliNet.v1.txt"
"Cephalexin_Rifampicin","Cephalexin","Rifampicin",2,61,61,98,80,0,"EcoliNet.v1.txt"
"Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",2,52,52,74,63,1,"EcoliNet.v1.txt"
"Cephalexin_Triclosan","Cephalexin","Triclosan",2,59,59,86,72,0,"EcoliNet.v1.txt"
"Cephalexin_Trimethoprim","Cephalexin","Trimethoprim",2,56,56,82,69,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Clindamycin","Ciprofloxacin","Clindamycin",2,58,58,148,103,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Doxycycline","Ciprofloxacin","Doxycycline",2,58,58,270,164,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Flucytosine","Ciprofloxacin","Flucytosine",2,31,31,60,46,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Fosfomycin","Ciprofloxacin","Fosfomycin",2,56,56,68,62,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Fusidic acid","Ciprofloxacin","Fusidic acid",2,32,32,58,45,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Levofloxacin","Ciprofloxacin","Levofloxacin",1,44,44,61,53,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Mecillinam","Ciprofloxacin","Mecillinam",2,51,51,63,57,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Metformin","Ciprofloxacin","Metformin",2,47,47,59,53,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Moxifloxacin","Ciprofloxacin","Moxifloxacin",1,44,44,61,53,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Novobiocin","Ciprofloxacin","Novobiocin",1,46,46,70,58,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Ciprofloxacin_Pseudomonic acid","Ciprofloxacin","Pseudomonic acid",2,58,58,122,90,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Rifampicin","Ciprofloxacin","Rifampicin",2,58,58,92,75,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Sulfamonomethoxine","Ciprofloxacin","Sulfamonomethoxine",2,52,52,64,58,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Triclosan","Ciprofloxacin","Triclosan",2,58,58,78,68,0,"EcoliNet.v1.txt"
"Ciprofloxacin_Trimethoprim","Ciprofloxacin","Trimethoprim",2,58,58,71,64,0,"EcoliNet.v1.txt"
"Clindamycin_Doxycycline","Clindamycin","Doxycycline",1,148,148,270,209,1,"EcoliNet.v1.txt"
"Clindamycin_Flucytosine","Clindamycin","Flucytosine",2,34,34,148,91,0,"EcoliNet.v1.txt"
"Clindamycin_Fosfomycin","Clindamycin","Fosfomycin",2,67,67,148,108,0,"EcoliNet.v1.txt"
"Clindamycin_Fusidic acid","Clindamycin","Fusidic acid",2,32,32,148,90,0,"EcoliNet.v1.txt"
"Clindamycin_Imipenem","Clindamycin","Imipenem",2,67,67,148,108,0,"EcoliNet.v1.txt"
"Clindamycin_Levofloxacin","Clindamycin","Levofloxacin",2,51,51,148,100,0,"EcoliNet.v1.txt"
"Clindamycin_Mecillinam","Clindamycin","Mecillinam",2,56,56,148,102,0,"EcoliNet.v1.txt"
"Clindamycin_Meropenem","Clindamycin","Meropenem",2,67,67,148,108,0,"EcoliNet.v1.txt"
"Clindamycin_Metformin","Clindamycin","Metformin",3,48,48,148,98,0,"EcoliNet.v1.txt"
"Clindamycin_Moxifloxacin","Clindamycin","Moxifloxacin",2,51,51,148,100,0,"EcoliNet.v1.txt"
"Clindamycin_Novobiocin","Clindamycin","Novobiocin",2,58,58,148,103,0,"EcoliNet.v1.txt"
"Clindamycin_Penicillin G","Clindamycin","Penicillin G",2,67,67,148,108,0,"EcoliNet.v1.txt"
"Clindamycin_Piperacillin","Clindamycin","Piperacillin",2,67,67,148,108,0,"EcoliNet.v1.txt"
"Clindamycin_Pseudomonic acid","Clindamycin","Pseudomonic acid",2,122,122,148,135,0,"EcoliNet.v1.txt"
"Clindamycin_Rifampicin","Clindamycin","Rifampicin",1,92,92,148,120,1,"EcoliNet.v1.txt"
"Clindamycin_Sulfamonomethoxine","Clindamycin","Sulfamonomethoxine",2,59,59,148,104,0,"EcoliNet.v1.txt"
"Clindamycin_Triclosan","Clindamycin","Triclosan",1,78,78,148,113,1,"EcoliNet.v1.txt"
"Clindamycin_Trimethoprim","Clindamycin","Trimethoprim",2,71,71,148,110,0,"EcoliNet.v1.txt"
"Doxycycline_Flucytosine","Doxycycline","Flucytosine",2,34,34,270,152,0,"EcoliNet.v1.txt"
"Doxycycline_Fosfomycin","Doxycycline","Fosfomycin",2,67,67,270,168,0,"EcoliNet.v1.txt"
"Doxycycline_Fusidic acid","Doxycycline","Fusidic acid",2,32,32,270,151,0,"EcoliNet.v1.txt"
"Doxycycline_Imipenem","Doxycycline","Imipenem",2,67,67,270,168,1,"EcoliNet.v1.txt"
"Doxycycline_Levofloxacin","Doxycycline","Levofloxacin",2,51,51,270,160,1,"EcoliNet.v1.txt"
"Doxycycline_Mecillinam","Doxycycline","Mecillinam",2,56,56,270,163,1,"EcoliNet.v1.txt"
"Doxycycline_Meropenem","Doxycycline","Meropenem",2,67,67,270,168,1,"EcoliNet.v1.txt"
"Doxycycline_Metformin","Doxycycline","Metformin",2,48,48,270,159,0,"EcoliNet.v1.txt"
"Doxycycline_Moxifloxacin","Doxycycline","Moxifloxacin",2,51,51,270,160,1,"EcoliNet.v1.txt"
"Doxycycline_Novobiocin","Doxycycline","Novobiocin",2,58,58,270,164,0,"EcoliNet.v1.txt"
"Doxycycline_Penicillin G","Doxycycline","Penicillin G",2,67,67,270,168,1,"EcoliNet.v1.txt"
"Doxycycline_Piperacillin","Doxycycline","Piperacillin",2,67,67,270,168,1,"EcoliNet.v1.txt"
"Doxycycline_Pseudomonic acid","Doxycycline","Pseudomonic acid",1,122,122,270,196,1,"EcoliNet.v1.txt"
"Doxycycline_Rifampicin","Doxycycline","Rifampicin",1,92,92,270,181,1,"EcoliNet.v1.txt"
"Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",2,59,59,270,164,0,"EcoliNet.v1.txt"
"Doxycycline_Triclosan","Doxycycline","Triclosan",2,78,78,270,174,0,"EcoliNet.v1.txt"
"Doxycycline_Trimethoprim","Doxycycline","Trimethoprim",2,71,71,270,170,1,"EcoliNet.v1.txt"
"Flucytosine_Fosfomycin","Flucytosine","Fosfomycin",2,34,34,67,50,0,"EcoliNet.v1.txt"
"Flucytosine_Fusidic acid","Flucytosine","Fusidic acid",2,22,22,44,33,0,"EcoliNet.v1.txt"
"Flucytosine_Imipenem","Flucytosine","Imipenem",2,31,31,69,50,1,"EcoliNet.v1.txt"
"Flucytosine_Levofloxacin","Flucytosine","Levofloxacin",2,29,29,55,42,1,"EcoliNet.v1.txt"
"Flucytosine_Mecillinam","Flucytosine","Mecillinam",3,34,34,56,45,0,"EcoliNet.v1.txt"
"Flucytosine_Meropenem","Flucytosine","Meropenem",2,31,31,69,50,1,"EcoliNet.v1.txt"
"Flucytosine_Metformin","Flucytosine","Metformin",2,30,30,52,41,0,"EcoliNet.v1.txt"
"Flucytosine_Moxifloxacin","Flucytosine","Moxifloxacin",2,29,29,55,42,1,"EcoliNet.v1.txt"
"Flucytosine_Novobiocin","Flucytosine","Novobiocin",2,31,31,60,46,0,"EcoliNet.v1.txt"
"Flucytosine_Penicillin G","Flucytosine","Penicillin G",2,31,31,69,50,1,"EcoliNet.v1.txt"
"Flucytosine_Piperacillin","Flucytosine","Piperacillin",2,31,31,69,50,1,"EcoliNet.v1.txt"
"Flucytosine_Pseudomonic acid","Flucytosine","Pseudomonic acid",2,34,34,122,78,0,"EcoliNet.v1.txt"
"Flucytosine_Rifampicin","Flucytosine","Rifampicin",2,34,34,92,63,0,"EcoliNet.v1.txt"
"Flucytosine_Sulfamonomethoxine","Flucytosine","Sulfamonomethoxine",2,34,34,59,46,0,"EcoliNet.v1.txt"
"Flucytosine_Triclosan","Flucytosine","Triclosan",3,34,34,78,56,0,"EcoliNet.v1.txt"
"Flucytosine_Trimethoprim","Flucytosine","Trimethoprim",2,34,34,71,52,1,"EcoliNet.v1.txt"
"Fosfomycin_Fusidic acid","Fosfomycin","Fusidic acid",3,32,32,67,50,0,"EcoliNet.v1.txt"
"Fosfomycin_Imipenem","Fosfomycin","Imipenem",2,55,55,79,67,0,"EcoliNet.v1.txt"
"Fosfomycin_Levofloxacin","Fosfomycin","Levofloxacin",2,50,50,68,59,0,"EcoliNet.v1.txt"
"Fosfomycin_Mecillinam","Fosfomycin","Mecillinam",2,56,56,67,62,0,"EcoliNet.v1.txt"
"Fosfomycin_Meropenem","Fosfomycin","Meropenem",2,55,55,79,67,0,"EcoliNet.v1.txt"
"Fosfomycin_Metformin","Fosfomycin","Metformin",2,48,48,67,58,0,"EcoliNet.v1.txt"
"Fosfomycin_Moxifloxacin","Fosfomycin","Moxifloxacin",2,50,50,68,59,0,"EcoliNet.v1.txt"
"Fosfomycin_Novobiocin","Fosfomycin","Novobiocin",2,56,56,68,62,0,"EcoliNet.v1.txt"
"Fosfomycin_Penicillin G","Fosfomycin","Penicillin G",2,55,55,79,67,0,"EcoliNet.v1.txt"
"Fosfomycin_Piperacillin","Fosfomycin","Piperacillin",2,55,55,79,67,0,"EcoliNet.v1.txt"
"Fosfomycin_Pseudomonic acid","Fosfomycin","Pseudomonic acid",2,67,67,122,94,0,"EcoliNet.v1.txt"
"Fosfomycin_Rifampicin","Fosfomycin","Rifampicin",3,67,67,92,80,0,"EcoliNet.v1.txt"
"Fosfomycin_Sulfamonomethoxine","Fosfomycin","Sulfamonomethoxine",3,59,59,67,63,0,"EcoliNet.v1.txt"
"Fosfomycin_Triclosan","Fosfomycin","Triclosan",2,67,67,78,72,0,"EcoliNet.v1.txt"
"Fosfomycin_Trimethoprim","Fosfomycin","Trimethoprim",2,67,67,71,69,0,"EcoliNet.v1.txt"
"Fusidic acid_Imipenem","Fusidic acid","Imipenem",2,32,32,67,50,0,"EcoliNet.v1.txt"
"Fusidic acid_Levofloxacin","Fusidic acid","Levofloxacin",3,32,32,51,42,0,"EcoliNet.v1.txt"
"Fusidic acid_Mecillinam","Fusidic acid","Mecillinam",2,32,32,56,44,0,"EcoliNet.v1.txt"
"Fusidic acid_Meropenem","Fusidic acid","Meropenem",2,32,32,67,50,0,"EcoliNet.v1.txt"
"Fusidic acid_Metformin","Fusidic acid","Metformin",2,32,32,48,40,0,"EcoliNet.v1.txt"
"Fusidic acid_Moxifloxacin","Fusidic acid","Moxifloxacin",3,32,32,51,42,0,"EcoliNet.v1.txt"
"Fusidic acid_Novobiocin","Fusidic acid","Novobiocin",2,32,32,58,45,0,"EcoliNet.v1.txt"
"Fusidic acid_Penicillin G","Fusidic acid","Penicillin G",2,32,32,67,50,0,"EcoliNet.v1.txt"
"Fusidic acid_Piperacillin","Fusidic acid","Piperacillin",2,32,32,67,50,0,"EcoliNet.v1.txt"
"Fusidic acid_Pseudomonic acid","Fusidic acid","Pseudomonic acid",3,32,32,122,77,0,"EcoliNet.v1.txt"
"Fusidic acid_Rifampicin","Fusidic acid","Rifampicin",2,32,32,92,62,0,"EcoliNet.v1.txt"
"Fusidic acid_Sulfamonomethoxine","Fusidic acid","Sulfamonomethoxine",2,32,32,59,46,0,"EcoliNet.v1.txt"
"Fusidic acid_Triclosan","Fusidic acid","Triclosan",2,32,32,78,55,0,"EcoliNet.v1.txt"
"Fusidic acid_Trimethoprim","Fusidic acid","Trimethoprim",3,32,32,71,52,0,"EcoliNet.v1.txt"
"Imipenem_Levofloxacin","Imipenem","Levofloxacin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Imipenem_Mecillinam","Imipenem","Mecillinam",2,50,50,75,63,1,"EcoliNet.v1.txt"
"Imipenem_Meropenem","Imipenem","Meropenem",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Imipenem_Metformin","Imipenem","Metformin",3,45,45,70,58,0,"EcoliNet.v1.txt"
"Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Imipenem_Novobiocin","Imipenem","Novobiocin",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Imipenem_Penicillin G","Imipenem","Penicillin G",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Imipenem_Piperacillin","Imipenem","Piperacillin",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Imipenem_Pseudomonic acid","Imipenem","Pseudomonic acid",2,66,66,123,94,0,"EcoliNet.v1.txt"
"Imipenem_Rifampicin","Imipenem","Rifampicin",2,61,61,98,80,0,"EcoliNet.v1.txt"
"Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",2,52,52,74,63,1,"EcoliNet.v1.txt"
"Imipenem_Triclosan","Imipenem","Triclosan",2,59,59,86,72,0,"EcoliNet.v1.txt"
"Imipenem_Trimethoprim","Imipenem","Trimethoprim",2,56,56,82,69,0,"EcoliNet.v1.txt"
"Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",2,48,48,60,54,0,"EcoliNet.v1.txt"
"Levofloxacin_Meropenem","Levofloxacin","Meropenem",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Levofloxacin_Metformin","Levofloxacin","Metformin",2,46,46,54,50,0,"EcoliNet.v1.txt"
"Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",1,44,44,59,51,1,"EcoliNet.v1.txt"
"Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",1,44,44,61,53,1,"EcoliNet.v1.txt"
"Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Levofloxacin_Pseudomonic acid","Levofloxacin","Pseudomonic acid",2,51,51,122,87,0,"EcoliNet.v1.txt"
"Levofloxacin_Rifampicin","Levofloxacin","Rifampicin",2,51,51,92,72,0,"EcoliNet.v1.txt"
"Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",2,48,48,62,55,1,"EcoliNet.v1.txt"
"Levofloxacin_Triclosan","Levofloxacin","Triclosan",2,51,51,78,65,0,"EcoliNet.v1.txt"
"Levofloxacin_Trimethoprim","Levofloxacin","Trimethoprim",2,51,51,71,61,0,"EcoliNet.v1.txt"
"Mecillinam_Meropenem","Mecillinam","Meropenem",2,50,50,75,63,1,"EcoliNet.v1.txt"
"Mecillinam_Metformin","Mecillinam","Metformin",3,48,48,56,52,0,"EcoliNet.v1.txt"
"Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",2,48,48,60,54,0,"EcoliNet.v1.txt"
"Mecillinam_Novobiocin","Mecillinam","Novobiocin",2,51,51,63,57,0,"EcoliNet.v1.txt"
"Mecillinam_Penicillin G","Mecillinam","Penicillin G",2,50,50,75,63,1,"EcoliNet.v1.txt"
"Mecillinam_Piperacillin","Mecillinam","Piperacillin",2,50,50,75,63,1,"EcoliNet.v1.txt"
"Mecillinam_Pseudomonic acid","Mecillinam","Pseudomonic acid",2,56,56,122,89,0,"EcoliNet.v1.txt"
"Mecillinam_Rifampicin","Mecillinam","Rifampicin",2,56,56,92,74,0,"EcoliNet.v1.txt"
"Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",3,56,56,59,58,0,"EcoliNet.v1.txt"
"Mecillinam_Triclosan","Mecillinam","Triclosan",2,56,56,78,67,0,"EcoliNet.v1.txt"
"Mecillinam_Trimethoprim","Mecillinam","Trimethoprim",2,56,56,71,64,0,"EcoliNet.v1.txt"
"Meropenem_Metformin","Meropenem","Metformin",3,45,45,70,58,0,"EcoliNet.v1.txt"
"Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Meropenem_Novobiocin","Meropenem","Novobiocin",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Meropenem_Penicillin G","Meropenem","Penicillin G",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Meropenem_Piperacillin","Meropenem","Piperacillin",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Meropenem_Pseudomonic acid","Meropenem","Pseudomonic acid",2,66,66,123,94,0,"EcoliNet.v1.txt"
"Meropenem_Rifampicin","Meropenem","Rifampicin",2,61,61,98,80,0,"EcoliNet.v1.txt"
"Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",2,52,52,74,63,1,"EcoliNet.v1.txt"
"Meropenem_Triclosan","Meropenem","Triclosan",2,59,59,86,72,0,"EcoliNet.v1.txt"
"Meropenem_Trimethoprim","Meropenem","Trimethoprim",2,56,56,82,69,0,"EcoliNet.v1.txt"
"Metformin_Moxifloxacin","Metformin","Moxifloxacin",2,46,46,54,50,0,"EcoliNet.v1.txt"
"Metformin_Novobiocin","Metformin","Novobiocin",2,47,47,59,53,0,"EcoliNet.v1.txt"
"Metformin_Penicillin G","Metformin","Penicillin G",3,45,45,70,58,0,"EcoliNet.v1.txt"
"Metformin_Piperacillin","Metformin","Piperacillin",3,45,45,70,58,0,"EcoliNet.v1.txt"
"Metformin_Pseudomonic acid","Metformin","Pseudomonic acid",2,48,48,122,85,0,"EcoliNet.v1.txt"
"Metformin_Rifampicin","Metformin","Rifampicin",2,48,48,92,70,0,"EcoliNet.v1.txt"
"Metformin_Sulfamonomethoxine","Metformin","Sulfamonomethoxine",2,48,48,59,54,0,"EcoliNet.v1.txt"
"Metformin_Triclosan","Metformin","Triclosan",2,48,48,78,63,0,"EcoliNet.v1.txt"
"Metformin_Trimethoprim","Metformin","Trimethoprim",3,48,48,71,60,0,"EcoliNet.v1.txt"
"Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",1,44,44,61,53,1,"EcoliNet.v1.txt"
"Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",2,46,46,72,59,1,"EcoliNet.v1.txt"
"Moxifloxacin_Pseudomonic acid","Moxifloxacin","Pseudomonic acid",2,51,51,122,87,0,"EcoliNet.v1.txt"
"Moxifloxacin_Rifampicin","Moxifloxacin","Rifampicin",2,51,51,92,72,0,"EcoliNet.v1.txt"
"Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",2,48,48,62,55,1,"EcoliNet.v1.txt"
"Moxifloxacin_Triclosan","Moxifloxacin","Triclosan",2,51,51,78,65,0,"EcoliNet.v1.txt"
"Moxifloxacin_Trimethoprim","Moxifloxacin","Trimethoprim",2,51,51,71,61,0,"EcoliNet.v1.txt"
"Novobiocin_Penicillin G","Novobiocin","Penicillin G",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Novobiocin_Piperacillin","Novobiocin","Piperacillin",2,50,50,75,62,1,"EcoliNet.v1.txt"
"Novobiocin_Pseudomonic acid","Novobiocin","Pseudomonic acid",2,58,58,122,90,0,"EcoliNet.v1.txt"
"Novobiocin_Rifampicin","Novobiocin","Rifampicin",2,58,58,92,75,0,"EcoliNet.v1.txt"
"Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",2,52,52,64,58,0,"EcoliNet.v1.txt"
"Novobiocin_Triclosan","Novobiocin","Triclosan",2,58,58,78,68,0,"EcoliNet.v1.txt"
"Novobiocin_Trimethoprim","Novobiocin","Trimethoprim",2,58,58,71,64,0,"EcoliNet.v1.txt"
"Penicillin G_Piperacillin","Penicillin G","Piperacillin",1,48,48,86,67,1,"EcoliNet.v1.txt"
"Penicillin G_Pseudomonic acid","Penicillin G","Pseudomonic acid",2,66,66,123,94,0,"EcoliNet.v1.txt"
"Penicillin G_Rifampicin","Penicillin G","Rifampicin",2,61,61,98,80,0,"EcoliNet.v1.txt"
"Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",2,52,52,74,63,1,"EcoliNet.v1.txt"
"Penicillin G_Triclosan","Penicillin G","Triclosan",2,59,59,86,72,0,"EcoliNet.v1.txt"
"Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",2,56,56,82,69,0,"EcoliNet.v1.txt"
"Piperacillin_Pseudomonic acid","Piperacillin","Pseudomonic acid",2,66,66,123,94,0,"EcoliNet.v1.txt"
"Piperacillin_Rifampicin","Piperacillin","Rifampicin",2,61,61,98,80,0,"EcoliNet.v1.txt"
"Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",2,52,52,74,63,1,"EcoliNet.v1.txt"
"Piperacillin_Triclosan","Piperacillin","Triclosan",2,59,59,86,72,0,"EcoliNet.v1.txt"
"Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",2,56,56,82,69,0,"EcoliNet.v1.txt"
"Pseudomonic acid_Rifampicin","Pseudomonic acid","Rifampicin",2,92,92,122,107,0,"EcoliNet.v1.txt"
"Pseudomonic acid_Sulfamonomethoxine","Pseudomonic acid","Sulfamonomethoxine",2,59,59,122,90,0,"EcoliNet.v1.txt"
"Pseudomonic acid_Triclosan","Pseudomonic acid","Triclosan",2,78,78,122,100,0,"EcoliNet.v1.txt"
"Pseudomonic acid_Trimethoprim","Pseudomonic acid","Trimethoprim",1,71,71,122,96,1,"EcoliNet.v1.txt"
"Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",2,59,59,92,76,0,"EcoliNet.v1.txt"
"Rifampicin_Triclosan","Rifampicin","Triclosan",2,78,78,92,85,0,"EcoliNet.v1.txt"
"Rifampicin_Trimethoprim","Rifampicin","Trimethoprim",2,71,71,92,82,0,"EcoliNet.v1.txt"
"Sulfamonomethoxine_Triclosan","Sulfamonomethoxine","Triclosan",2,59,59,78,68,0,"EcoliNet.v1.txt"
"Sulfamonomethoxine_Trimethoprim","Sulfamonomethoxine","Trimethoprim",1,59,59,71,65,1,"EcoliNet.v1.txt"
"Triclosan_Trimethoprim","Triclosan","Trimethoprim",2,71,71,78,74,0,"EcoliNet.v1.txt"
"A22_Amoxicillin","A22","Amoxicillin",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Aztreonam","A22","Aztreonam",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Cefaclor","A22","Cefaclor",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Cefotaxime","A22","Cefotaxime",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Cephalexin","A22","Cephalexin",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Ciprofloxacin","A22","Ciprofloxacin",3,22,22,26,24,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Clindamycin","A22","Clindamycin",3,12,12,24,18,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Doxycycline","A22","Doxycycline",2,23,23,26,24,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Flucytosine","A22","Flucytosine",4,14,14,30,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Fosfomycin","A22","Fosfomycin",2,24,24,46,35,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Fusidic acid","A22","Fusidic acid",2,24,24,30,27,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Imipenem","A22","Imipenem",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Levofloxacin","A22","Levofloxacin",3,23,23,27,25,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Mecillinam","A22","Mecillinam",1,14,14,24,19,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Meropenem","A22","Meropenem",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Metformin","A22","Metformin",3,19,19,24,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Moxifloxacin","A22","Moxifloxacin",3,23,23,27,25,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Novobiocin","A22","Novobiocin",3,22,22,26,24,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Penicillin G","A22","Penicillin G",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Piperacillin","A22","Piperacillin",2,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Pseudomonic acid","A22","Pseudomonic acid",3,11,11,24,18,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Rifampicin","A22","Rifampicin",3,21,21,24,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Sulfamonomethoxine","A22","Sulfamonomethoxine",3,17,17,24,20,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Triclosan","A22","Triclosan",3,24,24,24,24,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
