"drug_pair","Drug1","Drug2","drugdrug.x","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","drugdrug.y","clusters","sigma.rate"
"Aztreonam_Linezolid","Aztreonam","Linezolid","Aztreonam-Linezolid","ATM","LZD",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.095693501,0.07208533,0.098279624,0.054320342,0.066576891,0.088213492,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Aztreonam-Linezolid",5,0.00124289159607791
"Aztreonam_Tigecycline","Aztreonam","Tigecycline","Aztreonam-Tigecycline","ATM","TGC",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.081753764,-0.080491546,0.032474849,0.071751029,0.05522977,0.045625309,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Aztreonam-Tigecycline",3,0.000695499357720025
"Aztreonam_Spiramycin","Aztreonam","Spiramycin","Aztreonam-Spiramycin","ATM","SPM",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.11067113,0.128543636,0.042458574,0.038222244,-0.069751909,0.174194564,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Aztreonam-Spiramycin",5,0.00124289159607791
"Aztreonam_Erythromycin","Aztreonam","Erythromycin","Aztreonam-Erythromycin","ATM","ERI",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.135545919,0.058779109,0.075983353,0.048991194,-0.133817849,-0.197384898,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,"Aztreonam-Erythromycin",1,0.00161041532291776
"Aztreonam_Clarithromycin","Aztreonam","Clarithromycin","Aztreonam-Clarithromycin","ATM","CLR",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.177462008,0.100466526,0.031043239,0.046227956,-0.139609047,-0.191145446,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,30,30,30,30,60,60,0.45,0.57,0.6,0.54,0.36,0.44,"Aztreonam-Clarithromycin",4,0.00101849165039097
"Aztreonam_Caffeine","Aztreonam","Caffeine","Aztreonam-Caffeine","ATM","CAF",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.417511658,0.067802081,0.151962305,0.14059663,0.051421539,-0.047408699,"Antagonism","Additivity","Antagonism","Additivity","Additivity","Additivity",1,0,1,0,0,0,2,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,200,200,200,200,200,200,0.85,0.88,0.84,0.86,0.85,0.85,"Aztreonam-Caffeine",1,0.00161041532291776
"Aztreonam_Reserpine","Aztreonam","Reserpine","Aztreonam-Reserpine","ATM","RSP",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.070538869,0.061822167,-0.040751205,0.05720344,-0.103973824,0.060976212,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Aztreonam-Reserpine",8,0.00215049609648241
"Aztreonam_Procaine","Aztreonam","Procaine","Aztreonam-Procaine","ATM","PRC",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.447644975,0.310105009,0.573961433,0.42339975,0.077183002,0.02686337,"Antagonism","Antagonism","Antagonism","Antagonism","Additivity","Additivity",1,1,1,1,0,0,4,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Aztreonam-Procaine",1,0.00161041532291776
"Aztreonam_Theophylline","Aztreonam","Theophylline","Aztreonam-Theophylline","ATM","TPH",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.060862788,-0.090989449,0.029449051,0.044431234,0.050385197,0.090539727,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Aztreonam-Theophylline",3,0.000695499357720025
"Aztreonam_Verapamil","Aztreonam","Verapamil","Aztreonam-Verapamil","ATM","VPM",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.15810783,-0.094919036,-0.018905734,-0.055055624,0.09120468,-0.050553349,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Aztreonam-Verapamil",2,0.00151654919727939
"Aztreonam_Meropenem","Aztreonam","Meropenem","Aztreonam-Meropenem","ATM","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"Aztreonam-Meropenem",2,0.00151654919727939
"Aztreonam_Triclosan","Aztreonam","Triclosan","Aztreonam-Triclosan","ATM","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Aztreonam-Triclosan",2,0.00151654919727939
"Aztreonam_Gentamicin","Aztreonam","Gentamicin","Aztreonam-Gentamicin","ATM","GEN",0,"beta-lactam","aminoglycoside","aminoglycoside-beta-lactam",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.09071479,0.333257911,0.17841056,-0.061104601,0.220659235,0,"Additivity","Antagonism","Antagonism","Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,"Aztreonam-Gentamicin",1,0.00161041532291776
"Aztreonam_Berberine","Aztreonam","Berberine","Aztreonam-Berberine","ATM","BBR",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.210409655,0.431862848,0.45723679,0.197461172,-0.041683112,0.062751878,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88,"Aztreonam-Berberine",1,0.00161041532291776
"Aztreonam_Metformin","Aztreonam","Metformin","Aztreonam-Metformin","ATM","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy",0,0,1,1,0,-1,1,"S","S","S","S","S","S","S","S","S","S","S","S","SS","SS","SS","SS","SS","SS",-1,-1,-1,-1,-1,-1,-6,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"Aztreonam-Metformin",1,0.00161041532291776
"Aztreonam_Diclofenac","Aztreonam","Diclofenac","Aztreonam-Diclofenac","ATM","DIC",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.030077429,0.038085245,0.058972257,0.068530392,-0.050457724,-0.022800171,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,"Aztreonam-Diclofenac",1,0.00161041532291776
"Cephalexin_Imipenem","Cephalexin","Imipenem","Cephalexin-Imipenem","LEX","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"Cephalexin-Imipenem",8,0.00215049609648241
"Cephalexin_Teicoplanin","Cephalexin","Teicoplanin","Cephalexin-Teicoplanin","LEX","TEC",0,"beta-lactam","other cell wall","beta-lactam-other cell wall",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.032658167,-0.024839603,-0.044543396,-0.025279437,-0.03978978,-0.035778904,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Cephalexin-Teicoplanin",6,0.00181682055372977
"Cephalexin_Metronidazole","Cephalexin","Metronidazole","Cephalexin-Metronidazole","LEX","MTZ",0,"beta-lactam","other DNA","beta-lactam-other DNA",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.030629615,0.013919283,0.046040303,0.039729985,-0.038764824,-0.030663756,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Cephalexin-Metronidazole",5,0.00124289159607791
"Cephalexin_Clofazimine","Cephalexin","Clofazimine","Cephalexin-Clofazimine","LEX","CLO",0,"beta-lactam","other DNA","beta-lactam-other DNA",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.0292699,-0.02339432,0.054971937,0.036578859,0.044545445,-0.048754649,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,"Cephalexin-Clofazimine",1,0.00161041532291776
"Cephalexin_Doxorubicin","Cephalexin","Doxorubicin","Cephalexin-Doxorubicin","LEX","DXR",0,"beta-lactam","other DNA","beta-lactam-other DNA",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.04581081,0.027395338,0.042235377,0.043186014,-0.040405103,0.032406325,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,"Cephalexin-Doxorubicin",1,0.00161041532291776
"Cephalexin_Mitomycin C","Cephalexin","Mitomycin C","Cephalexin-Mitomycin C","LEX","MMC",0,"beta-lactam","other DNA","beta-lactam-other DNA",0,"cell wall","DNA","cell wall-DNA",0,"antibiotic","research used drug","antibiotic-research used drug",-0.07717285,-0.09211802,-0.05852173,-0.07487017,0.076658144,-0.109035296,"Additivity","Additivity","Additivity","Additivity","Additivity","Synergy",0,0,0,0,0,-1,-1,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Cephalexin-Mitomycin C",2,0.00151654919727939
"Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin","Cephalexin-Ciprofloxacin","LEX","CIP",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.05303376,-0.036638383,-0.066766774,-0.043021989,0.117314137,-0.041067859,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity",0,0,0,0,1,0,1,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,"Cephalexin-Ciprofloxacin",4,0.00101849165039097
"Cephalexin_Levofloxacin","Cephalexin","Levofloxacin","Cephalexin-Levofloxacin","LEX","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.035156342,0.007800975,-0.036739236,0,0.062971352,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"Cephalexin-Levofloxacin",4,0.00101849165039097
"Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine","Cephalexin-Sulfamonomethoxine","LEX","SMM",0,"beta-lactam","folic acid biosynthesis","beta-lactam-folic acid biosynthesis",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.040759134,-0.035577612,-0.071575537,-0.056276223,0.033680956,-0.02930043,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Cephalexin-Sulfamonomethoxine",4,0.00101849165039097
"Cephalexin_Cerulenin","Cephalexin","Cerulenin","Cephalexin-Cerulenin","LEX","CER",0,"beta-lactam","fatty acid biosynthesis","beta-lactam-fatty acid biosynthesis",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.035436435,0.025127829,-0.066379282,0.047497286,-0.042738102,0.05020954,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,10,10,10,10,10,10,0.8,0.81,0.8,0.84,0.89,0.86,"Cephalexin-Cerulenin",8,0.00215049609648241
"Cephalexin_Nisin","Cephalexin","Nisin","Cephalexin-Nisin","LEX","NSN",0,"beta-lactam","PMF","beta-lactam-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.057339779,-0.025628457,0.030528604,0.033930061,0.042136248,-0.036955514,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Cephalexin-Nisin",3,0.000695499357720025
"Cephalexin_Daptomycin","Cephalexin","Daptomycin","Cephalexin-Daptomycin","LEX","DAP",0,"beta-lactam","PMF","beta-lactam-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.068116142,0.049529592,0.037894202,0.033502903,-0.036661572,0.04886208,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,1,1,1,1,1,1,0.84,0.89,0.88,0.9,0.88,0.9,"Cephalexin-Daptomycin",1,0.00161041532291776
"Cephalexin_Nonactin","Cephalexin","Nonactin","Cephalexin-Nonactin","LEX","NON",0,"beta-lactam","PMF","beta-lactam-PMF",0,"cell wall","PMF","cell wall-PMF",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.066179941,0.031852799,0.02338164,0.057883192,-0.021821172,-0.030939047,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Cephalexin-Nonactin",1,0.00161041532291776
"Cephalexin_Paraquat","Cephalexin","Paraquat","Cephalexin-Paraquat","LEX","PQ",0,"beta-lactam","oxidative stress","beta-lactam-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",-0.048443198,0.02927402,0.037423194,-0.045729058,-0.027538313,0.035251707,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Cephalexin-Paraquat",2,0.00151654919727939
"Cephalexin_Linezolid","Cephalexin","Linezolid","Cephalexin-Linezolid","LEX","LZD",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.066149709,-0.029349768,0.041901502,0.048024656,-0.04246602,-0.025307389,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Cephalexin-Linezolid",1,0.00161041532291776
"Cephalexin_Tigecycline","Cephalexin","Tigecycline","Cephalexin-Tigecycline","LEX","TGC",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.028356763,0.037224974,0.037609439,0.032901214,0.048234528,0.043071477,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Cephalexin-Tigecycline",1,0.00161041532291776
"Cephalexin_Spiramycin","Cephalexin","Spiramycin","Cephalexin-Spiramycin","LEX","SPM",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.059261394,0.032434711,0.044861868,-0.046688905,-0.035457837,-0.020523044,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Cephalexin-Spiramycin",7,0.00254252495318575
"Cephalexin_Erythromycin","Cephalexin","Erythromycin","Cephalexin-Erythromycin","LEX","ERI",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.033006427,0.042933224,-0.075452352,-0.07704121,0.06546283,-0.039826621,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,"Cephalexin-Erythromycin",4,0.00101849165039097
"Cephalexin_Clarithromycin","Cephalexin","Clarithromycin","Cephalexin-Clarithromycin","LEX","CLR",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.061668248,-0.042730413,-0.113319306,-0.139117855,0.053423327,-0.038120202,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,30,30,30,30,60,60,0.45,0.57,0.6,0.54,0.36,0.44,"Cephalexin-Clarithromycin",2,0.00151654919727939
