"drugdrug","drug_pair","clusters"
"Fusidic acid-Metformin","Fusidic acid_Metformin",13
"Fusidic acid-Phenformin","Fusidic acid_Phenformin",4
"Fusidic acid-Streptozotocin","Fusidic acid_Streptozotocin",2
"Diclofenac-Fusidic acid","Fusidic acid_Diclofenac",1
"Acetylsalisylic acid-Fusidic acid","Fusidic acid_Acetylsalisylic acid",10
"Ciclopirox-Fusidic acid","Fusidic acid_Ciclopirox",7
"Fusidic acid-Moxifloxacin","Fusidic acid_Moxifloxacin",5
"Fusidic acid-Phleomycin","Fusidic acid_Phleomycin",8
"Imipenem-Puromycin","Puromycin_Imipenem",12
"Doxorubicin-Puromycin","Puromycin_Doxorubicin",4
"Mitomycin C-Puromycin","Puromycin_Mitomycin C",2
"Bleomycin-Puromycin","Puromycin_Bleomycin",4
"Cerulenin-Puromycin","Puromycin_Cerulenin",2
"Daptomycin-Puromycin","Puromycin_Daptomycin",4
"Nonactin-Puromycin","Puromycin_Nonactin",6
"Linezolid-Puromycin","Puromycin_Linezolid",9
"Puromycin-Tigecycline","Puromycin_Tigecycline",5
"Meropenem-Puromycin","Puromycin_Meropenem",7
"Colistin-Puromycin","Puromycin_Colistin",3
"CHIR-90-Puromycin","Puromycin_CHIR-90",3
"Puromycin-Triclosan","Puromycin_Triclosan",3
"Gentamicin-Puromycin","Puromycin_Gentamicin",3
"Azithromycin-Puromycin","Puromycin_Azithromycin",2
"Curcumin-Puromycin","Puromycin_Curcumin",2
"Berberine-Puromycin","Puromycin_Berberine",11
"Metformin-Puromycin","Puromycin_Metformin",9
"Phenformin-Puromycin","Puromycin_Phenformin",6
"Puromycin-Streptozotocin","Puromycin_Streptozotocin",5
"Diclofenac-Puromycin","Puromycin_Diclofenac",7
"Acetylsalisylic acid-Puromycin","Puromycin_Acetylsalisylic acid",11
"Ciclopirox-Puromycin","Puromycin_Ciclopirox",8
"Moxifloxacin-Puromycin","Puromycin_Moxifloxacin",8
"Phleomycin-Puromycin","Puromycin_Phleomycin",3
"Chloramphenicol-Oxacillin","Chloramphenicol_Oxacillin",2
"Cefotaxime-Chloramphenicol","Chloramphenicol_Cefotaxime",4
"Cefaclor-Chloramphenicol","Chloramphenicol_Cefaclor",9
"Cefsulodin-Chloramphenicol","Chloramphenicol_Cefsulodin",3
"Chloramphenicol-Piperacillin","Chloramphenicol_Piperacillin",4
"Chloramphenicol-Penicillin G","Chloramphenicol_Penicillin G",4
"Chloramphenicol-Imipenem","Chloramphenicol_Imipenem",6
"Chloramphenicol-Mecillinam","Chloramphenicol_Mecillinam",2
"Aztreonam-Chloramphenicol","Chloramphenicol_Aztreonam",8
"Cephalexin-Chloramphenicol","Chloramphenicol_Cephalexin",7
"A22-Chloramphenicol","Chloramphenicol_A22",2
"Chloramphenicol-Cycloserine D","Chloramphenicol_Cycloserine D",12
"Chloramphenicol-Teicoplanin","Chloramphenicol_Teicoplanin",8
"Bacitracin-Chloramphenicol","Chloramphenicol_Bacitracin",2
"Chloramphenicol-Fosfomycin","Chloramphenicol_Fosfomycin",12
"Chloramphenicol-Metronidazole","Chloramphenicol_Metronidazole",8
"Chloramphenicol-Clofazimine","Chloramphenicol_Clofazimine",8
"Chloramphenicol-Doxorubicin","Chloramphenicol_Doxorubicin",6
"Chloramphenicol-Mitomycin C","Chloramphenicol_Mitomycin C",2
"Chloramphenicol-Rifampicin","Chloramphenicol_Rifampicin",3
"Chloramphenicol-Ciprofloxacin","Chloramphenicol_Ciprofloxacin",2
"Chloramphenicol-Novobiocin","Chloramphenicol_Novobiocin",12
"Chloramphenicol-Levofloxacin","Chloramphenicol_Levofloxacin",2
"Chloramphenicol-Trimethoprim","Chloramphenicol_Trimethoprim",2
"Chloramphenicol-Sulfamonomethoxine","Chloramphenicol_Sulfamonomethoxine",4
"Chloramphenicol-Nitrofurantoin","Chloramphenicol_Nitrofurantoin",9
"Bleomycin-Chloramphenicol","Chloramphenicol_Bleomycin",2
"Chloramphenicol-Polymyxin B","Chloramphenicol_Polymyxin B",4
"Chloramphenicol-Chlorhexidine","Chloramphenicol_Chlorhexidine",7
"Benzalkonium-Chloramphenicol","Chloramphenicol_Benzalkonium",11
"Chloramphenicol-EGCG","Chloramphenicol_EGCG",4
"Cerulenin-Chloramphenicol","Chloramphenicol_Cerulenin",2
"Chloramphenicol-Nisin","Chloramphenicol_Nisin",5
"Chloramphenicol-Daptomycin","Chloramphenicol_Daptomycin",6
"CCCP-Chloramphenicol","Chloramphenicol_CCCP",3
"Chloramphenicol-Nonactin","Chloramphenicol_Nonactin",10
"Chloramphenicol-Paraquat","Chloramphenicol_Paraquat",1
"Chloramphenicol-Fusidic acid","Chloramphenicol_Fusidic acid",13
"Chloramphenicol-Puromycin","Chloramphenicol_Puromycin",9
"Chloramphenicol-Linezolid","Chloramphenicol_Linezolid",10
"Chloramphenicol-Clindamycin","Chloramphenicol_Clindamycin",2
"Chloramphenicol-Doxycycline","Chloramphenicol_Doxycycline",8
"Chloramphenicol-Minocycline","Chloramphenicol_Minocycline",4
"Chloramphenicol-Tigecycline","Chloramphenicol_Tigecycline",8
"Chloramphenicol-Spectinomycin","Chloramphenicol_Spectinomycin",9
"Amikacin-Chloramphenicol","Chloramphenicol_Amikacin",9
"Chloramphenicol-Tobramycin","Chloramphenicol_Tobramycin",2
"Chloramphenicol-Spiramycin","Chloramphenicol_Spiramycin",2
"Chloramphenicol-Erythromycin","Chloramphenicol_Erythromycin",4
"Chloramphenicol-Clarithromycin","Chloramphenicol_Clarithromycin",4
"Caffeine-Chloramphenicol","Chloramphenicol_Caffeine",6
"Chloramphenicol-Vanillin","Chloramphenicol_Vanillin",2
"Chloramphenicol-Reserpine","Chloramphenicol_Reserpine",9
"Chloramphenicol-Procaine","Chloramphenicol_Procaine",13
"Chloramphenicol-Theophylline","Chloramphenicol_Theophylline",8
"Chloramphenicol-Loperamide","Chloramphenicol_Loperamide",8
"Chloramphenicol-Verapamil","Chloramphenicol_Verapamil",4
"Chloramphenicol-Meropenem","Chloramphenicol_Meropenem",2
"Chloramphenicol-Colistin","Chloramphenicol_Colistin",2
"CHIR-90-Chloramphenicol","Chloramphenicol_CHIR-90",3
"Chloramphenicol-Triclosan","Chloramphenicol_Triclosan",4
"Chloramphenicol-Gentamicin","Chloramphenicol_Gentamicin",9
"Azithromycin-Chloramphenicol","Chloramphenicol_Azithromycin",2
"Chloramphenicol-Curcumin","Chloramphenicol_Curcumin",2
"Berberine-Chloramphenicol","Chloramphenicol_Berberine",2
"Chloramphenicol-Metformin","Chloramphenicol_Metformin",2
"Chloramphenicol-Phenformin","Chloramphenicol_Phenformin",11
"Chloramphenicol-Streptozotocin","Chloramphenicol_Streptozotocin",4
"Chloramphenicol-Diclofenac","Chloramphenicol_Diclofenac",11
"Acetylsalisylic acid-Chloramphenicol","Chloramphenicol_Acetylsalisylic acid",7
"Chloramphenicol-Ciclopirox","Chloramphenicol_Ciclopirox",5
"Chloramphenicol-Moxifloxacin","Chloramphenicol_Moxifloxacin",2
"Chloramphenicol-Phleomycin","Chloramphenicol_Phleomycin",2
"Doxorubicin-Linezolid","Linezolid_Doxorubicin",1
"Linezolid-Mitomycin C","Linezolid_Mitomycin C",10
"Cerulenin-Linezolid","Linezolid_Cerulenin",1
"Daptomycin-Linezolid","Linezolid_Daptomycin",4
"Linezolid-Tigecycline","Linezolid_Tigecycline",3
"Linezolid-Meropenem","Linezolid_Meropenem",5
"Colistin-Linezolid","Linezolid_Colistin",5
"CHIR-90-Linezolid","Linezolid_CHIR-90",3
"Linezolid-Triclosan","Linezolid_Triclosan",3
"Gentamicin-Linezolid","Linezolid_Gentamicin",5
"Azithromycin-Linezolid","Linezolid_Azithromycin",5
"Curcumin-Linezolid","Linezolid_Curcumin",3
"Berberine-Linezolid","Linezolid_Berberine",3
"Linezolid-Metformin","Linezolid_Metformin",3
"Linezolid-Phenformin","Linezolid_Phenformin",11
"Linezolid-Streptozotocin","Linezolid_Streptozotocin",8
"Diclofenac-Linezolid","Linezolid_Diclofenac",7
"Acetylsalisylic acid-Linezolid","Linezolid_Acetylsalisylic acid",11
"Ciclopirox-Linezolid","Linezolid_Ciclopirox",3
"Linezolid-Moxifloxacin","Linezolid_Moxifloxacin",2
"Linezolid-Phleomycin","Linezolid_Phleomycin",10
"Clindamycin-Piperacillin","Clindamycin_Piperacillin",4
"Clindamycin-Penicillin G","Clindamycin_Penicillin G",1
"Clindamycin-Imipenem","Clindamycin_Imipenem",12
"Clindamycin-Mecillinam","Clindamycin_Mecillinam",5
"Aztreonam-Clindamycin","Clindamycin_Aztreonam",2
"Cephalexin-Clindamycin","Clindamycin_Cephalexin",1
"A22-Clindamycin","Clindamycin_A22",5
"Clindamycin-Teicoplanin","Clindamycin_Teicoplanin",5
"Clindamycin-Metronidazole","Clindamycin_Metronidazole",5
"Clindamycin-Clofazimine","Clindamycin_Clofazimine",9
"Clindamycin-Doxorubicin","Clindamycin_Doxorubicin",4
"Clindamycin-Mitomycin C","Clindamycin_Mitomycin C",2
"Clindamycin-Rifampicin","Clindamycin_Rifampicin",5
"Clindamycin-Levofloxacin","Clindamycin_Levofloxacin",8
"Clindamycin-Trimethoprim","Clindamycin_Trimethoprim",5
"Clindamycin-Sulfamonomethoxine","Clindamycin_Sulfamonomethoxine",8
"Clindamycin-Nitrofurantoin","Clindamycin_Nitrofurantoin",6
"Bleomycin-Clindamycin","Clindamycin_Bleomycin",1
"Chlorhexidine-Clindamycin","Clindamycin_Chlorhexidine",3
"Clindamycin-EGCG","Clindamycin_EGCG",5
"Cerulenin-Clindamycin","Clindamycin_Cerulenin",2
"Clindamycin-Nisin","Clindamycin_Nisin",4
"Clindamycin-Daptomycin","Clindamycin_Daptomycin",8
"CCCP-Clindamycin","Clindamycin_CCCP",4
"Clindamycin-Nonactin","Clindamycin_Nonactin",3
"Clindamycin-Paraquat","Clindamycin_Paraquat",1
"Clindamycin-Puromycin","Clindamycin_Puromycin",9
"Clindamycin-Linezolid","Clindamycin_Linezolid",5
"Clindamycin-Minocycline","Clindamycin_Minocycline",4
"Clindamycin-Tigecycline","Clindamycin_Tigecycline",4
"Clindamycin-Tobramycin","Clindamycin_Tobramycin",12
"Clindamycin-Spiramycin","Clindamycin_Spiramycin",4
"Clindamycin-Erythromycin","Clindamycin_Erythromycin",4
"Clarithromycin-Clindamycin","Clindamycin_Clarithromycin",1
"Caffeine-Clindamycin","Clindamycin_Caffeine",5
"Clindamycin-Vanillin","Clindamycin_Vanillin",9
"Clindamycin-Reserpine","Clindamycin_Reserpine",3
"Clindamycin-Procaine","Clindamycin_Procaine",13
"Clindamycin-Theophylline","Clindamycin_Theophylline",5
"Clindamycin-Loperamide","Clindamycin_Loperamide",9
"Clindamycin-Verapamil","Clindamycin_Verapamil",5
"Clindamycin-Meropenem","Clindamycin_Meropenem",8
"Clindamycin-Colistin","Clindamycin_Colistin",3
"CHIR-90-Clindamycin","Clindamycin_CHIR-90",13
"Clindamycin-Triclosan","Clindamycin_Triclosan",3
"Clindamycin-Gentamicin","Clindamycin_Gentamicin",12
"Azithromycin-Clindamycin","Clindamycin_Azithromycin",2
"Clindamycin-Curcumin","Clindamycin_Curcumin",6
"Berberine-Clindamycin","Clindamycin_Berberine",6
"Clindamycin-Metformin","Clindamycin_Metformin",2
"Clindamycin-Phenformin","Clindamycin_Phenformin",3
"Clindamycin-Streptozotocin","Clindamycin_Streptozotocin",12
"Clindamycin-Diclofenac","Clindamycin_Diclofenac",6
"Acetylsalisylic acid-Clindamycin","Clindamycin_Acetylsalisylic acid",6
"Ciclopirox-Clindamycin","Clindamycin_Ciclopirox",5
"Clindamycin-Moxifloxacin","Clindamycin_Moxifloxacin",5
"Clindamycin-Phleomycin","Clindamycin_Phleomycin",1
"Doxycycline-Oxacillin","Doxycycline_Oxacillin",6
"Cefotaxime-Doxycycline","Doxycycline_Cefotaxime",13
"Cefaclor-Doxycycline","Doxycycline_Cefaclor",4
"Cefsulodin-Doxycycline","Doxycycline_Cefsulodin",3
"Doxycycline-Piperacillin","Doxycycline_Piperacillin",4
"Doxycycline-Penicillin G","Doxycycline_Penicillin G",1
"Doxycycline-Imipenem","Doxycycline_Imipenem",2
"Doxycycline-Mecillinam","Doxycycline_Mecillinam",2
"Aztreonam-Doxycycline","Doxycycline_Aztreonam",2
"Cephalexin-Doxycycline","Doxycycline_Cephalexin",7
"A22-Doxycycline","Doxycycline_A22",9
"Doxycycline-Teicoplanin","Doxycycline_Teicoplanin",8
"Bacitracin-Doxycycline","Doxycycline_Bacitracin",1
"Doxycycline-Fosfomycin","Doxycycline_Fosfomycin",2
"Doxycycline-Metronidazole","Doxycycline_Metronidazole",2
"Clofazimine-Doxycycline","Doxycycline_Clofazimine",1
"Doxorubicin-Doxycycline","Doxycycline_Doxorubicin",6
"Doxycycline-Mitomycin C","Doxycycline_Mitomycin C",2
"Doxycycline-Rifampicin","Doxycycline_Rifampicin",13
"Doxycycline-Novobiocin","Doxycycline_Novobiocin",10
"Doxycycline-Levofloxacin","Doxycycline_Levofloxacin",2
"Doxycycline-Trimethoprim","Doxycycline_Trimethoprim",2
"Doxycycline-Sulfamonomethoxine","Doxycycline_Sulfamonomethoxine",5
"Doxycycline-Nitrofurantoin","Doxycycline_Nitrofurantoin",1
"Bleomycin-Doxycycline","Doxycycline_Bleomycin",2
"Doxycycline-Polymyxin B","Doxycycline_Polymyxin B",3
"Chlorhexidine-Doxycycline","Doxycycline_Chlorhexidine",13
"Benzalkonium-Doxycycline","Doxycycline_Benzalkonium",13
"Doxycycline-EGCG","Doxycycline_EGCG",5
"Cerulenin-Doxycycline","Doxycycline_Cerulenin",2
"Doxycycline-Nisin","Doxycycline_Nisin",4
"Daptomycin-Doxycycline","Doxycycline_Daptomycin",7
"CCCP-Doxycycline","Doxycycline_CCCP",6
"Doxycycline-Nonactin","Doxycycline_Nonactin",10
"Doxycycline-Paraquat","Doxycycline_Paraquat",2
"Doxycycline-Fusidic acid","Doxycycline_Fusidic acid",13
"Doxycycline-Puromycin","Doxycycline_Puromycin",4
"Doxycycline-Linezolid","Doxycycline_Linezolid",9
"Clindamycin-Doxycycline","Doxycycline_Clindamycin",5
"Doxycycline-Minocycline","Doxycycline_Minocycline",11
"Doxycycline-Tigecycline","Doxycycline_Tigecycline",10
"Doxycycline-Spectinomycin","Doxycycline_Spectinomycin",3
"Amikacin-Doxycycline","Doxycycline_Amikacin",3
"Doxycycline-Tobramycin","Doxycycline_Tobramycin",3
"Doxycycline-Spiramycin","Doxycycline_Spiramycin",9
"Doxycycline-Erythromycin","Doxycycline_Erythromycin",3
"Clarithromycin-Doxycycline","Doxycycline_Clarithromycin",13
"Caffeine-Doxycycline","Doxycycline_Caffeine",1
"Doxycycline-Vanillin","Doxycycline_Vanillin",2
"Doxycycline-Reserpine","Doxycycline_Reserpine",6
"Doxycycline-Procaine","Doxycycline_Procaine",13
"Doxycycline-Theophylline","Doxycycline_Theophylline",4
"Doxycycline-Loperamide","Doxycycline_Loperamide",13
"Doxycycline-Verapamil","Doxycycline_Verapamil",13
"Doxycycline-Meropenem","Doxycycline_Meropenem",2
"Colistin-Doxycycline","Doxycycline_Colistin",13
"CHIR-90-Doxycycline","Doxycycline_CHIR-90",13
"Doxycycline-Triclosan","Doxycycline_Triclosan",3
"Doxycycline-Gentamicin","Doxycycline_Gentamicin",3
"Azithromycin-Doxycycline","Doxycycline_Azithromycin",3
"Curcumin-Doxycycline","Doxycycline_Curcumin",2
"Berberine-Doxycycline","Doxycycline_Berberine",7
"Doxycycline-Metformin","Doxycycline_Metformin",13
"Doxycycline-Phenformin","Doxycycline_Phenformin",3
"Doxycycline-Streptozotocin","Doxycycline_Streptozotocin",4
"Diclofenac-Doxycycline","Doxycycline_Diclofenac",10
"Acetylsalisylic acid-Doxycycline","Doxycycline_Acetylsalisylic acid",12
"Ciclopirox-Doxycycline","Doxycycline_Ciclopirox",1
"Doxycycline-Moxifloxacin","Doxycycline_Moxifloxacin",2
"Doxycycline-Phleomycin","Doxycycline_Phleomycin",2
"Minocycline-Penicillin G","Minocycline_Penicillin G",2
"Imipenem-Minocycline","Minocycline_Imipenem",5
"Aztreonam-Minocycline","Minocycline_Aztreonam",9
"Minocycline-Teicoplanin","Minocycline_Teicoplanin",5
"Metronidazole-Minocycline","Minocycline_Metronidazole",5
"Clofazimine-Minocycline","Minocycline_Clofazimine",8
"Doxorubicin-Minocycline","Minocycline_Doxorubicin",11
"Minocycline-Mitomycin C","Minocycline_Mitomycin C",6
"Minocycline-Rifampicin","Minocycline_Rifampicin",13
"Bleomycin-Minocycline","Minocycline_Bleomycin",6
"Chlorhexidine-Minocycline","Minocycline_Chlorhexidine",13
"EGCG-Minocycline","Minocycline_EGCG",3
"Cerulenin-Minocycline","Minocycline_Cerulenin",1
"Minocycline-Nisin","Minocycline_Nisin",4
"Daptomycin-Minocycline","Minocycline_Daptomycin",8
"Minocycline-Nonactin","Minocycline_Nonactin",1
"Minocycline-Puromycin","Minocycline_Puromycin",4
"Linezolid-Minocycline","Minocycline_Linezolid",8
"Minocycline-Tigecycline","Minocycline_Tigecycline",11
"Minocycline-Tobramycin","Minocycline_Tobramycin",4
"Clarithromycin-Minocycline","Minocycline_Clarithromycin",8
"Caffeine-Minocycline","Minocycline_Caffeine",8
"Minocycline-Reserpine","Minocycline_Reserpine",1
"Minocycline-Theophylline","Minocycline_Theophylline",9
"Meropenem-Minocycline","Minocycline_Meropenem",7
"Colistin-Minocycline","Minocycline_Colistin",5
"CHIR-90-Minocycline","Minocycline_CHIR-90",13
"Minocycline-Triclosan","Minocycline_Triclosan",9
"Gentamicin-Minocycline","Minocycline_Gentamicin",2
"Azithromycin-Minocycline","Minocycline_Azithromycin",2
"Curcumin-Minocycline","Minocycline_Curcumin",13
"Berberine-Minocycline","Minocycline_Berberine",3
"Metformin-Minocycline","Minocycline_Metformin",12
"Minocycline-Phenformin","Minocycline_Phenformin",10
"Minocycline-Streptozotocin","Minocycline_Streptozotocin",2
"Diclofenac-Minocycline","Minocycline_Diclofenac",10
"Acetylsalisylic acid-Minocycline","Minocycline_Acetylsalisylic acid",11
"Ciclopirox-Minocycline","Minocycline_Ciclopirox",5
"Minocycline-Moxifloxacin","Minocycline_Moxifloxacin",2
"Minocycline-Phleomycin","Minocycline_Phleomycin",12
"Mitomycin C-Tigecycline","Tigecycline_Mitomycin C",3
"Meropenem-Tigecycline","Tigecycline_Meropenem",4
"Colistin-Tigecycline","Tigecycline_Colistin",5
"CHIR-90-Tigecycline","Tigecycline_CHIR-90",2
"Tigecycline-Triclosan","Tigecycline_Triclosan",7
"Gentamicin-Tigecycline","Tigecycline_Gentamicin",12
"Azithromycin-Tigecycline","Tigecycline_Azithromycin",8
"Curcumin-Tigecycline","Tigecycline_Curcumin",6
"Berberine-Tigecycline","Tigecycline_Berberine",1
"Metformin-Tigecycline","Tigecycline_Metformin",1
"Phenformin-Tigecycline","Tigecycline_Phenformin",10
"Streptozotocin-Tigecycline","Tigecycline_Streptozotocin",7
"Diclofenac-Tigecycline","Tigecycline_Diclofenac",2
"Acetylsalisylic acid-Tigecycline","Tigecycline_Acetylsalisylic acid",11
"Ciclopirox-Tigecycline","Tigecycline_Ciclopirox",4
"Moxifloxacin-Tigecycline","Tigecycline_Moxifloxacin",5
"Phleomycin-Tigecycline","Tigecycline_Phleomycin",4
"Oxacillin-Spectinomycin","Spectinomycin_Oxacillin",6
"Cefotaxime-Spectinomycin","Spectinomycin_Cefotaxime",6
"Cefaclor-Spectinomycin","Spectinomycin_Cefaclor",6
"Cefsulodin-Spectinomycin","Spectinomycin_Cefsulodin",10
"Piperacillin-Spectinomycin","Spectinomycin_Piperacillin",6
"Penicillin G-Spectinomycin","Spectinomycin_Penicillin G",1
"Imipenem-Spectinomycin","Spectinomycin_Imipenem",2
"Mecillinam-Spectinomycin","Spectinomycin_Mecillinam",2
"Aztreonam-Spectinomycin","Spectinomycin_Aztreonam",1
"Cephalexin-Spectinomycin","Spectinomycin_Cephalexin",3
"A22-Spectinomycin","Spectinomycin_A22",2
"Spectinomycin-Teicoplanin","Spectinomycin_Teicoplanin",9
"Bacitracin-Spectinomycin","Spectinomycin_Bacitracin",1
"Fosfomycin-Spectinomycin","Spectinomycin_Fosfomycin",2
"Metronidazole-Spectinomycin","Spectinomycin_Metronidazole",9
"Clofazimine-Spectinomycin","Spectinomycin_Clofazimine",1
"Doxorubicin-Spectinomycin","Spectinomycin_Doxorubicin",6
"Mitomycin C-Spectinomycin","Spectinomycin_Mitomycin C",8
"Rifampicin-Spectinomycin","Spectinomycin_Rifampicin",5
"Novobiocin-Spectinomycin","Spectinomycin_Novobiocin",2
"Levofloxacin-Spectinomycin","Spectinomycin_Levofloxacin",2
"Spectinomycin-Trimethoprim","Spectinomycin_Trimethoprim",1
"Spectinomycin-Sulfamonomethoxine","Spectinomycin_Sulfamonomethoxine",3
"Nitrofurantoin-Spectinomycin","Spectinomycin_Nitrofurantoin",13
"Bleomycin-Spectinomycin","Spectinomycin_Bleomycin",2
"Polymyxin B-Spectinomycin","Spectinomycin_Polymyxin B",8
"Chlorhexidine-Spectinomycin","Spectinomycin_Chlorhexidine",2
"Benzalkonium-Spectinomycin","Spectinomycin_Benzalkonium",1
"EGCG-Spectinomycin","Spectinomycin_EGCG",8
"Cerulenin-Spectinomycin","Spectinomycin_Cerulenin",2
"Nisin-Spectinomycin","Spectinomycin_Nisin",9
"Daptomycin-Spectinomycin","Spectinomycin_Daptomycin",2
"CCCP-Spectinomycin","Spectinomycin_CCCP",6
"Nonactin-Spectinomycin","Spectinomycin_Nonactin",10
"Paraquat-Spectinomycin","Spectinomycin_Paraquat",7
"Fusidic acid-Spectinomycin","Spectinomycin_Fusidic acid",4
"Puromycin-Spectinomycin","Spectinomycin_Puromycin",9
"Linezolid-Spectinomycin","Spectinomycin_Linezolid",10
"Clindamycin-Spectinomycin","Spectinomycin_Clindamycin",1
"Minocycline-Spectinomycin","Spectinomycin_Minocycline",6
"Spectinomycin-Tigecycline","Spectinomycin_Tigecycline",6
"Amikacin-Spectinomycin","Spectinomycin_Amikacin",2
"Spectinomycin-Tobramycin","Spectinomycin_Tobramycin",6
"Spectinomycin-Spiramycin","Spectinomycin_Spiramycin",1
"Erythromycin-Spectinomycin","Spectinomycin_Erythromycin",2
"Clarithromycin-Spectinomycin","Spectinomycin_Clarithromycin",2
"Caffeine-Spectinomycin","Spectinomycin_Caffeine",4
"Spectinomycin-Vanillin","Spectinomycin_Vanillin",13
"Reserpine-Spectinomycin","Spectinomycin_Reserpine",4
"Procaine-Spectinomycin","Spectinomycin_Procaine",2
"Spectinomycin-Theophylline","Spectinomycin_Theophylline",4
"Loperamide-Spectinomycin","Spectinomycin_Loperamide",4
"Spectinomycin-Verapamil","Spectinomycin_Verapamil",4
"Meropenem-Spectinomycin","Spectinomycin_Meropenem",4
"Colistin-Spectinomycin","Spectinomycin_Colistin",2
"CHIR-90-Spectinomycin","Spectinomycin_CHIR-90",2
"Spectinomycin-Triclosan","Spectinomycin_Triclosan",4
"Gentamicin-Spectinomycin","Spectinomycin_Gentamicin",2
"Azithromycin-Spectinomycin","Spectinomycin_Azithromycin",12
"Curcumin-Spectinomycin","Spectinomycin_Curcumin",2
"Berberine-Spectinomycin","Spectinomycin_Berberine",10
"Metformin-Spectinomycin","Spectinomycin_Metformin",2
"Phenformin-Spectinomycin","Spectinomycin_Phenformin",3
"Spectinomycin-Streptozotocin","Spectinomycin_Streptozotocin",8
"Diclofenac-Spectinomycin","Spectinomycin_Diclofenac",3
"Acetylsalisylic acid-Spectinomycin","Spectinomycin_Acetylsalisylic acid",11
"Ciclopirox-Spectinomycin","Spectinomycin_Ciclopirox",9
"Moxifloxacin-Spectinomycin","Spectinomycin_Moxifloxacin",2
"Phleomycin-Spectinomycin","Spectinomycin_Phleomycin",2
"Amikacin-Cefotaxime","Amikacin_Cefotaxime",5
"Amikacin-Cefaclor","Amikacin_Cefaclor",10
"Amikacin-Cefsulodin","Amikacin_Cefsulodin",1
"Amikacin-Piperacillin","Amikacin_Piperacillin",13
"Amikacin-Penicillin G","Amikacin_Penicillin G",10
"Amikacin-Imipenem","Amikacin_Imipenem",3
"Amikacin-Mecillinam","Amikacin_Mecillinam",5
"Amikacin-Aztreonam","Amikacin_Aztreonam",13
"Amikacin-Cephalexin","Amikacin_Cephalexin",9
"A22-Amikacin","Amikacin_A22",4
"Amikacin-Teicoplanin","Amikacin_Teicoplanin",8
"Amikacin-Metronidazole","Amikacin_Metronidazole",8
"Amikacin-Clofazimine","Amikacin_Clofazimine",12
"Amikacin-Doxorubicin","Amikacin_Doxorubicin",9
"Amikacin-Mitomycin C","Amikacin_Mitomycin C",3
"Amikacin-Rifampicin","Amikacin_Rifampicin",12
"Amikacin-Levofloxacin","Amikacin_Levofloxacin",3
"Amikacin-Trimethoprim","Amikacin_Trimethoprim",6
"Amikacin-Sulfamonomethoxine","Amikacin_Sulfamonomethoxine",8
"Amikacin-Nitrofurantoin","Amikacin_Nitrofurantoin",13
"Amikacin-Bleomycin","Amikacin_Bleomycin",5
"Amikacin-Chlorhexidine","Amikacin_Chlorhexidine",2
"Amikacin-Benzalkonium","Amikacin_Benzalkonium",2
"Amikacin-EGCG","Amikacin_EGCG",2
"Amikacin-Cerulenin","Amikacin_Cerulenin",10
"Amikacin-Nisin","Amikacin_Nisin",4
"Amikacin-Daptomycin","Amikacin_Daptomycin",2
"Amikacin-CCCP","Amikacin_CCCP",6
"Amikacin-Nonactin","Amikacin_Nonactin",10
"Amikacin-Paraquat","Amikacin_Paraquat",3
"Amikacin-Puromycin","Amikacin_Puromycin",3
"Amikacin-Linezolid","Amikacin_Linezolid",12
"Amikacin-Clindamycin","Amikacin_Clindamycin",9
"Amikacin-Minocycline","Amikacin_Minocycline",2
"Amikacin-Tigecycline","Amikacin_Tigecycline",8
"Amikacin-Tobramycin","Amikacin_Tobramycin",13
"Amikacin-Spiramycin","Amikacin_Spiramycin",9
"Amikacin-Erythromycin","Amikacin_Erythromycin",2
"Amikacin-Clarithromycin","Amikacin_Clarithromycin",2
"Amikacin-Caffeine","Amikacin_Caffeine",4
"Amikacin-Vanillin","Amikacin_Vanillin",12
"Amikacin-Reserpine","Amikacin_Reserpine",6
"Amikacin-Procaine","Amikacin_Procaine",2
"Amikacin-Theophylline","Amikacin_Theophylline",9
"Amikacin-Loperamide","Amikacin_Loperamide",1
"Amikacin-Verapamil","Amikacin_Verapamil",12
"Amikacin-Meropenem","Amikacin_Meropenem",3
"Amikacin-Colistin","Amikacin_Colistin",2
"Amikacin-CHIR-90","Amikacin_CHIR-90",13
"Amikacin-Triclosan","Amikacin_Triclosan",8
"Amikacin-Gentamicin","Amikacin_Gentamicin",5
"Amikacin-Azithromycin","Amikacin_Azithromycin",2
"Amikacin-Curcumin","Amikacin_Curcumin",2
"Amikacin-Berberine","Amikacin_Berberine",2
"Amikacin-Metformin","Amikacin_Metformin",2
"Amikacin-Phenformin","Amikacin_Phenformin",4
"Amikacin-Streptozotocin","Amikacin_Streptozotocin",13
"Amikacin-Diclofenac","Amikacin_Diclofenac",8
"Acetylsalisylic acid-Amikacin","Amikacin_Acetylsalisylic acid",2
"Amikacin-Ciclopirox","Amikacin_Ciclopirox",12
"Amikacin-Moxifloxacin","Amikacin_Moxifloxacin",13
"Amikacin-Phleomycin","Amikacin_Phleomycin",2
"Penicillin G-Tobramycin","Tobramycin_Penicillin G",7
"Imipenem-Tobramycin","Tobramycin_Imipenem",1
"Aztreonam-Tobramycin","Tobramycin_Aztreonam",13
"Teicoplanin-Tobramycin","Tobramycin_Teicoplanin",11
"Metronidazole-Tobramycin","Tobramycin_Metronidazole",11
