drug_pair,Drug1,Drug2,clusters
Erythromycin_Oxacillin,Erythromycin,Oxacillin,1
Erythromycin_Paraquat,Erythromycin,Paraquat,3
Erythromycin_Penicillin G,Erythromycin,Penicillin G,3
Erythromycin_Phenformin,Erythromycin,Phenformin,3
Erythromycin_Phleomycin,Erythromycin,Phleomycin,1
Erythromycin_Piperacillin,Erythromycin,Piperacillin,3
Erythromycin_Polymyxin B,Erythromycin,Polymyxin B,2
Erythromycin_Procaine,Erythromycin,Procaine,2
Erythromycin_Puromycin,Erythromycin,Puromycin,1
Erythromycin_Reserpine,Erythromycin,Reserpine,3
Erythromycin_Rifampicin,Erythromycin,Rifampicin,4
Erythromycin_Spectinomycin,Erythromycin,Spectinomycin,1
Erythromycin_Spiramycin,Erythromycin,Spiramycin,3
Erythromycin_Streptozotocin,Erythromycin,Streptozotocin,4
Erythromycin_Sulfamonomethoxine,Erythromycin,Sulfamonomethoxine,3
Erythromycin_Teicoplanin,Erythromycin,Teicoplanin,1
Erythromycin_Theophylline,Erythromycin,Theophylline,3
Erythromycin_Tigecycline,Erythromycin,Tigecycline,3
Erythromycin_Tobramycin,Erythromycin,Tobramycin,1
Erythromycin_Triclosan,Erythromycin,Triclosan,2
Erythromycin_Trimethoprim,Erythromycin,Trimethoprim,3
Erythromycin_Vanillin,Erythromycin,Vanillin,3
Erythromycin_Verapamil,Erythromycin,Verapamil,3
Fosfomycin_Fusidic acid,Fosfomycin,Fusidic acid,1
Fosfomycin_Gentamicin,Fosfomycin,Gentamicin,1
Fosfomycin_Imipenem,Fosfomycin,Imipenem,2
Fosfomycin_Levofloxacin,Fosfomycin,Levofloxacin,1
Fosfomycin_Linezolid,Fosfomycin,Linezolid,1
Fosfomycin_Loperamide,Fosfomycin,Loperamide,2
Fosfomycin_Mecillinam,Fosfomycin,Mecillinam,4
Fosfomycin_Meropenem,Fosfomycin,Meropenem,2
Fosfomycin_Metformin,Fosfomycin,Metformin,1
Fosfomycin_Metronidazole,Fosfomycin,Metronidazole,4
Fosfomycin_Minocycline,Fosfomycin,Minocycline,1
Fosfomycin_Mitomycin C,Fosfomycin,Mitomycin C,1
Fosfomycin_Moxifloxacin,Fosfomycin,Moxifloxacin,1
Fosfomycin_Nisin,Fosfomycin,Nisin,2
Fosfomycin_Nitrofurantoin,Fosfomycin,Nitrofurantoin,2
Fosfomycin_Nonactin,Fosfomycin,Nonactin,3
Fosfomycin_Novobiocin,Fosfomycin,Novobiocin,1
Fosfomycin_Oxacillin,Fosfomycin,Oxacillin,2
Fosfomycin_Paraquat,Fosfomycin,Paraquat,2
Fosfomycin_Penicillin G,Fosfomycin,Penicillin G,2
Fosfomycin_Phenformin,Fosfomycin,Phenformin,2
Fosfomycin_Phleomycin,Fosfomycin,Phleomycin,1
Fosfomycin_Piperacillin,Fosfomycin,Piperacillin,2
Fosfomycin_Polymyxin B,Fosfomycin,Polymyxin B,1
Fosfomycin_Procaine,Fosfomycin,Procaine,1
Fosfomycin_Puromycin,Fosfomycin,Puromycin,1
Fosfomycin_Reserpine,Fosfomycin,Reserpine,2
Fosfomycin_Rifampicin,Fosfomycin,Rifampicin,1
Fosfomycin_Spectinomycin,Fosfomycin,Spectinomycin,1
Fosfomycin_Spiramycin,Fosfomycin,Spiramycin,1
Fosfomycin_Streptozotocin,Fosfomycin,Streptozotocin,1
Fosfomycin_Sulfamonomethoxine,Fosfomycin,Sulfamonomethoxine,2
Fosfomycin_Teicoplanin,Fosfomycin,Teicoplanin,2
Fosfomycin_Theophylline,Fosfomycin,Theophylline,2
Fosfomycin_Tigecycline,Fosfomycin,Tigecycline,4
Fosfomycin_Tobramycin,Fosfomycin,Tobramycin,1
Fosfomycin_Triclosan,Fosfomycin,Triclosan,2
Fosfomycin_Trimethoprim,Fosfomycin,Trimethoprim,1
Fosfomycin_Vanillin,Fosfomycin,Vanillin,2
Fosfomycin_Verapamil,Fosfomycin,Verapamil,2
Fusidic acid_Gentamicin,Fusidic acid,Gentamicin,2
Fusidic acid_Imipenem,Fusidic acid,Imipenem,2
Fusidic acid_Levofloxacin,Fusidic acid,Levofloxacin,3
Fusidic acid_Linezolid,Fusidic acid,Linezolid,3
Fusidic acid_Loperamide,Fusidic acid,Loperamide,3
Fusidic acid_Mecillinam,Fusidic acid,Mecillinam,1
Fusidic acid_Meropenem,Fusidic acid,Meropenem,4
Fusidic acid_Metformin,Fusidic acid,Metformin,2
Fusidic acid_Metronidazole,Fusidic acid,Metronidazole,3
Fusidic acid_Minocycline,Fusidic acid,Minocycline,2
Fusidic acid_Mitomycin C,Fusidic acid,Mitomycin C,3
Fusidic acid_Moxifloxacin,Fusidic acid,Moxifloxacin,3
Fusidic acid_Nisin,Fusidic acid,Nisin,3
Fusidic acid_Nitrofurantoin,Fusidic acid,Nitrofurantoin,1
Fusidic acid_Nonactin,Fusidic acid,Nonactin,1
Fusidic acid_Novobiocin,Fusidic acid,Novobiocin,2
Fusidic acid_Oxacillin,Fusidic acid,Oxacillin,4
Fusidic acid_Paraquat,Fusidic acid,Paraquat,1
Fusidic acid_Penicillin G,Fusidic acid,Penicillin G,1
Fusidic acid_Phenformin,Fusidic acid,Phenformin,2
Fusidic acid_Phleomycin,Fusidic acid,Phleomycin,3
Fusidic acid_Piperacillin,Fusidic acid,Piperacillin,2
Fusidic acid_Polymyxin B,Fusidic acid,Polymyxin B,2
Fusidic acid_Procaine,Fusidic acid,Procaine,2
Fusidic acid_Puromycin,Fusidic acid,Puromycin,2
Fusidic acid_Reserpine,Fusidic acid,Reserpine,3
Fusidic acid_Rifampicin,Fusidic acid,Rifampicin,4
Fusidic acid_Spectinomycin,Fusidic acid,Spectinomycin,3
Fusidic acid_Spiramycin,Fusidic acid,Spiramycin,3
Fusidic acid_Streptozotocin,Fusidic acid,Streptozotocin,1
Fusidic acid_Sulfamonomethoxine,Fusidic acid,Sulfamonomethoxine,1
Fusidic acid_Teicoplanin,Fusidic acid,Teicoplanin,3
Fusidic acid_Theophylline,Fusidic acid,Theophylline,3
Fusidic acid_Tigecycline,Fusidic acid,Tigecycline,3
Fusidic acid_Tobramycin,Fusidic acid,Tobramycin,2
Fusidic acid_Triclosan,Fusidic acid,Triclosan,2
Fusidic acid_Trimethoprim,Fusidic acid,Trimethoprim,1
Fusidic acid_Vanillin,Fusidic acid,Vanillin,1
Fusidic acid_Verapamil,Fusidic acid,Verapamil,2
Gentamicin_Imipenem,Gentamicin,Imipenem,1
Gentamicin_Levofloxacin,Gentamicin,Levofloxacin,1
Gentamicin_Linezolid,Gentamicin,Linezolid,2
Gentamicin_Loperamide,Gentamicin,Loperamide,1
Gentamicin_Mecillinam,Gentamicin,Mecillinam,1
Gentamicin_Metronidazole,Gentamicin,Metronidazole,4
Gentamicin_Minocycline,Gentamicin,Minocycline,1
Gentamicin_Mitomycin C,Gentamicin,Mitomycin C,3
Gentamicin_Nisin,Gentamicin,Nisin,4
Gentamicin_Nitrofurantoin,Gentamicin,Nitrofurantoin,2
Gentamicin_Nonactin,Gentamicin,Nonactin,3
Gentamicin_Novobiocin,Gentamicin,Novobiocin,1
Gentamicin_Oxacillin,Gentamicin,Oxacillin,1
Gentamicin_Paraquat,Gentamicin,Paraquat,4
Gentamicin_Penicillin G,Gentamicin,Penicillin G,3
Gentamicin_Piperacillin,Gentamicin,Piperacillin,2
Gentamicin_Polymyxin B,Gentamicin,Polymyxin B,1
Gentamicin_Procaine,Gentamicin,Procaine,1
Gentamicin_Puromycin,Gentamicin,Puromycin,2
Gentamicin_Reserpine,Gentamicin,Reserpine,2
Gentamicin_Rifampicin,Gentamicin,Rifampicin,1
Gentamicin_Spectinomycin,Gentamicin,Spectinomycin,1
Gentamicin_Spiramycin,Gentamicin,Spiramycin,1
Gentamicin_Sulfamonomethoxine,Gentamicin,Sulfamonomethoxine,2
Gentamicin_Teicoplanin,Gentamicin,Teicoplanin,4
Gentamicin_Theophylline,Gentamicin,Theophylline,2
Gentamicin_Tigecycline,Gentamicin,Tigecycline,4
Gentamicin_Tobramycin,Gentamicin,Tobramycin,2
Gentamicin_Trimethoprim,Gentamicin,Trimethoprim,4
Gentamicin_Vanillin,Gentamicin,Vanillin,4
Gentamicin_Verapamil,Gentamicin,Verapamil,4
Imipenem_Levofloxacin,Imipenem,Levofloxacin,1
Imipenem_Linezolid,Imipenem,Linezolid,1
Imipenem_Loperamide,Imipenem,Loperamide,2
Imipenem_Mecillinam,Imipenem,Mecillinam,2
Imipenem_Meropenem,Imipenem,Meropenem,2
Imipenem_Metformin,Imipenem,Metformin,1
Imipenem_Metronidazole,Imipenem,Metronidazole,2
Imipenem_Minocycline,Imipenem,Minocycline,3
Imipenem_Mitomycin C,Imipenem,Mitomycin C,3
Imipenem_Moxifloxacin,Imipenem,Moxifloxacin,1
Imipenem_Nisin,Imipenem,Nisin,3
Imipenem_Nitrofurantoin,Imipenem,Nitrofurantoin,3
Imipenem_Nonactin,Imipenem,Nonactin,1
Imipenem_Novobiocin,Imipenem,Novobiocin,2
Imipenem_Oxacillin,Imipenem,Oxacillin,2
Imipenem_Paraquat,Imipenem,Paraquat,2
Imipenem_Penicillin G,Imipenem,Penicillin G,4
Imipenem_Phenformin,Imipenem,Phenformin,2
Imipenem_Phleomycin,Imipenem,Phleomycin,2
Imipenem_Piperacillin,Imipenem,Piperacillin,2
Imipenem_Polymyxin B,Imipenem,Polymyxin B,1
Imipenem_Procaine,Imipenem,Procaine,1
Imipenem_Puromycin,Imipenem,Puromycin,1
Imipenem_Reserpine,Imipenem,Reserpine,1
Imipenem_Rifampicin,Imipenem,Rifampicin,1
Imipenem_Spectinomycin,Imipenem,Spectinomycin,1
Imipenem_Spiramycin,Imipenem,Spiramycin,1
Imipenem_Streptozotocin,Imipenem,Streptozotocin,1
Imipenem_Sulfamonomethoxine,Imipenem,Sulfamonomethoxine,2
Imipenem_Teicoplanin,Imipenem,Teicoplanin,1
Imipenem_Theophylline,Imipenem,Theophylline,3
Imipenem_Tigecycline,Imipenem,Tigecycline,3
Imipenem_Tobramycin,Imipenem,Tobramycin,1
Imipenem_Triclosan,Imipenem,Triclosan,2
Imipenem_Trimethoprim,Imipenem,Trimethoprim,3
Imipenem_Vanillin,Imipenem,Vanillin,3
Imipenem_Verapamil,Imipenem,Verapamil,2
Levofloxacin_Linezolid,Levofloxacin,Linezolid,1
Levofloxacin_Loperamide,Levofloxacin,Loperamide,3
Levofloxacin_Mecillinam,Levofloxacin,Mecillinam,3
Levofloxacin_Meropenem,Levofloxacin,Meropenem,2
Levofloxacin_Metformin,Levofloxacin,Metformin,2
Levofloxacin_Metronidazole,Levofloxacin,Metronidazole,2
Levofloxacin_Minocycline,Levofloxacin,Minocycline,1
Levofloxacin_Mitomycin C,Levofloxacin,Mitomycin C,3
Levofloxacin_Moxifloxacin,Levofloxacin,Moxifloxacin,2
Levofloxacin_Nisin,Levofloxacin,Nisin,3
Levofloxacin_Nitrofurantoin,Levofloxacin,Nitrofurantoin,1
Levofloxacin_Nonactin,Levofloxacin,Nonactin,1
Levofloxacin_Novobiocin,Levofloxacin,Novobiocin,1
Levofloxacin_Oxacillin,Levofloxacin,Oxacillin,2
Levofloxacin_Paraquat,Levofloxacin,Paraquat,1
Levofloxacin_Penicillin G,Levofloxacin,Penicillin G,1
Levofloxacin_Phenformin,Levofloxacin,Phenformin,3
Levofloxacin_Phleomycin,Levofloxacin,Phleomycin,2
Levofloxacin_Piperacillin,Levofloxacin,Piperacillin,3
Levofloxacin_Polymyxin B,Levofloxacin,Polymyxin B,3
Levofloxacin_Procaine,Levofloxacin,Procaine,2
Levofloxacin_Puromycin,Levofloxacin,Puromycin,1
Levofloxacin_Reserpine,Levofloxacin,Reserpine,3
Levofloxacin_Rifampicin,Levofloxacin,Rifampicin,1
Levofloxacin_Spectinomycin,Levofloxacin,Spectinomycin,1
Levofloxacin_Spiramycin,Levofloxacin,Spiramycin,3
Levofloxacin_Streptozotocin,Levofloxacin,Streptozotocin,2
Levofloxacin_Sulfamonomethoxine,Levofloxacin,Sulfamonomethoxine,3
Levofloxacin_Teicoplanin,Levofloxacin,Teicoplanin,3
Levofloxacin_Theophylline,Levofloxacin,Theophylline,2
Levofloxacin_Tigecycline,Levofloxacin,Tigecycline,3
Levofloxacin_Tobramycin,Levofloxacin,Tobramycin,4
Levofloxacin_Triclosan,Levofloxacin,Triclosan,3
Levofloxacin_Trimethoprim,Levofloxacin,Trimethoprim,1
Levofloxacin_Vanillin,Levofloxacin,Vanillin,1
Levofloxacin_Verapamil,Levofloxacin,Verapamil,2
Linezolid_Loperamide,Linezolid,Loperamide,2
Linezolid_Mecillinam,Linezolid,Mecillinam,3
Linezolid_Meropenem,Linezolid,Meropenem,2
Linezolid_Metformin,Linezolid,Metformin,2
Linezolid_Metronidazole,Linezolid,Metronidazole,1
Linezolid_Minocycline,Linezolid,Minocycline,3
Linezolid_Mitomycin C,Linezolid,Mitomycin C,4
Linezolid_Moxifloxacin,Linezolid,Moxifloxacin,1
Linezolid_Nisin,Linezolid,Nisin,1
Linezolid_Nitrofurantoin,Linezolid,Nitrofurantoin,1
Linezolid_Nonactin,Linezolid,Nonactin,1
Linezolid_Novobiocin,Linezolid,Novobiocin,3
Linezolid_Oxacillin,Linezolid,Oxacillin,1
Linezolid_Paraquat,Linezolid,Paraquat,2
Linezolid_Penicillin G,Linezolid,Penicillin G,1
Linezolid_Phenformin,Linezolid,Phenformin,2
Linezolid_Phleomycin,Linezolid,Phleomycin,4
Linezolid_Piperacillin,Linezolid,Piperacillin,1
Linezolid_Polymyxin B,Linezolid,Polymyxin B,1
Linezolid_Procaine,Linezolid,Procaine,2
Linezolid_Puromycin,Linezolid,Puromycin,1
Linezolid_Reserpine,Linezolid,Reserpine,2
Linezolid_Rifampicin,Linezolid,Rifampicin,1
Linezolid_Spectinomycin,Linezolid,Spectinomycin,4
Linezolid_Spiramycin,Linezolid,Spiramycin,4
Linezolid_Streptozotocin,Linezolid,Streptozotocin,3
Linezolid_Sulfamonomethoxine,Linezolid,Sulfamonomethoxine,4
Linezolid_Teicoplanin,Linezolid,Teicoplanin,1
Linezolid_Theophylline,Linezolid,Theophylline,1
Linezolid_Tigecycline,Linezolid,Tigecycline,2
Linezolid_Tobramycin,Linezolid,Tobramycin,1
Linezolid_Triclosan,Linezolid,Triclosan,2
Linezolid_Trimethoprim,Linezolid,Trimethoprim,2
Linezolid_Vanillin,Linezolid,Vanillin,2
Linezolid_Verapamil,Linezolid,Verapamil,1
Loperamide_Mecillinam,Loperamide,Mecillinam,4
Loperamide_Meropenem,Loperamide,Meropenem,2
Loperamide_Metformin,Loperamide,Metformin,1
Loperamide_Metronidazole,Loperamide,Metronidazole,4
Loperamide_Minocycline,Loperamide,Minocycline,2
Loperamide_Mitomycin C,Loperamide,Mitomycin C,4
Loperamide_Moxifloxacin,Loperamide,Moxifloxacin,4
Loperamide_Nisin,Loperamide,Nisin,1
Loperamide_Nitrofurantoin,Loperamide,Nitrofurantoin,1
Loperamide_Nonactin,Loperamide,Nonactin,4
Loperamide_Novobiocin,Loperamide,Novobiocin,4
Loperamide_Oxacillin,Loperamide,Oxacillin,1
Loperamide_Paraquat,Loperamide,Paraquat,3
Loperamide_Penicillin G,Loperamide,Penicillin G,2
Loperamide_Phenformin,Loperamide,Phenformin,2
Loperamide_Phleomycin,Loperamide,Phleomycin,3
Loperamide_Piperacillin,Loperamide,Piperacillin,3
Loperamide_Polymyxin B,Loperamide,Polymyxin B,2
Loperamide_Procaine,Loperamide,Procaine,1
Loperamide_Puromycin,Loperamide,Puromycin,3
Loperamide_Reserpine,Loperamide,Reserpine,1
Loperamide_Rifampicin,Loperamide,Rifampicin,3
Loperamide_Spectinomycin,Loperamide,Spectinomycin,2
Loperamide_Spiramycin,Loperamide,Spiramycin,3
Loperamide_Streptozotocin,Loperamide,Streptozotocin,4
Loperamide_Sulfamonomethoxine,Loperamide,Sulfamonomethoxine,2
Loperamide_Teicoplanin,Loperamide,Teicoplanin,2
Loperamide_Theophylline,Loperamide,Theophylline,1
Loperamide_Tigecycline,Loperamide,Tigecycline,3
Loperamide_Tobramycin,Loperamide,Tobramycin,2
Loperamide_Triclosan,Loperamide,Triclosan,2
Loperamide_Trimethoprim,Loperamide,Trimethoprim,4
Loperamide_Vanillin,Loperamide,Vanillin,1
Loperamide_Verapamil,Loperamide,Verapamil,2
Mecillinam_Meropenem,Mecillinam,Meropenem,2
Mecillinam_Metformin,Mecillinam,Metformin,1
Mecillinam_Metronidazole,Mecillinam,Metronidazole,2
Mecillinam_Minocycline,Mecillinam,Minocycline,1
Mecillinam_Mitomycin C,Mecillinam,Mitomycin C,3
Mecillinam_Moxifloxacin,Mecillinam,Moxifloxacin,1
Mecillinam_Nisin,Mecillinam,Nisin,3
Mecillinam_Nitrofurantoin,Mecillinam,Nitrofurantoin,1
Mecillinam_Nonactin,Mecillinam,Nonactin,4
Mecillinam_Novobiocin,Mecillinam,Novobiocin,2
Mecillinam_Oxacillin,Mecillinam,Oxacillin,2
Mecillinam_Paraquat,Mecillinam,Paraquat,4
Mecillinam_Penicillin G,Mecillinam,Penicillin G,2
Mecillinam_Phenformin,Mecillinam,Phenformin,3
Mecillinam_Phleomycin,Mecillinam,Phleomycin,2
Mecillinam_Piperacillin,Mecillinam,Piperacillin,2
Mecillinam_Polymyxin B,Mecillinam,Polymyxin B,1
Mecillinam_Procaine,Mecillinam,Procaine,1
Mecillinam_Puromycin,Mecillinam,Puromycin,1
Mecillinam_Reserpine,Mecillinam,Reserpine,3
Mecillinam_Rifampicin,Mecillinam,Rifampicin,1
Mecillinam_Spectinomycin,Mecillinam,Spectinomycin,1
Mecillinam_Spiramycin,Mecillinam,Spiramycin,1
Mecillinam_Streptozotocin,Mecillinam,Streptozotocin,1
Mecillinam_Sulfamonomethoxine,Mecillinam,Sulfamonomethoxine,2
Mecillinam_Teicoplanin,Mecillinam,Teicoplanin,1
Mecillinam_Theophylline,Mecillinam,Theophylline,3
Mecillinam_Tigecycline,Mecillinam,Tigecycline,3
Mecillinam_Tobramycin,Mecillinam,Tobramycin,1
Mecillinam_Triclosan,Mecillinam,Triclosan,2
Mecillinam_Trimethoprim,Mecillinam,Trimethoprim,3
Mecillinam_Vanillin,Mecillinam,Vanillin,1
Mecillinam_Verapamil,Mecillinam,Verapamil,2
Meropenem_Metronidazole,Meropenem,Metronidazole,2
Meropenem_Minocycline,Meropenem,Minocycline,4
Meropenem_Mitomycin C,Meropenem,Mitomycin C,3
Meropenem_Nisin,Meropenem,Nisin,2
Meropenem_Nitrofurantoin,Meropenem,Nitrofurantoin,2
Meropenem_Nonactin,Meropenem,Nonactin,1
Meropenem_Novobiocin,Meropenem,Novobiocin,2
Meropenem_Oxacillin,Meropenem,Oxacillin,2
Meropenem_Paraquat,Meropenem,Paraquat,2
Meropenem_Penicillin G,Meropenem,Penicillin G,2
Meropenem_Piperacillin,Meropenem,Piperacillin,2
Meropenem_Polymyxin B,Meropenem,Polymyxin B,4
Meropenem_Procaine,Meropenem,Procaine,1
Meropenem_Puromycin,Meropenem,Puromycin,4
Meropenem_Reserpine,Meropenem,Reserpine,4
Meropenem_Rifampicin,Meropenem,Rifampicin,1
Meropenem_Spectinomycin,Meropenem,Spectinomycin,3
Meropenem_Spiramycin,Meropenem,Spiramycin,4
Meropenem_Sulfamonomethoxine,Meropenem,Sulfamonomethoxine,2
Meropenem_Teicoplanin,Meropenem,Teicoplanin,2
Meropenem_Theophylline,Meropenem,Theophylline,2
Meropenem_Tigecycline,Meropenem,Tigecycline,3
Meropenem_Tobramycin,Meropenem,Tobramycin,4
Meropenem_Trimethoprim,Meropenem,Trimethoprim,2
Meropenem_Vanillin,Meropenem,Vanillin,2
Meropenem_Verapamil,Meropenem,Verapamil,2
Metformin_Metronidazole,Metformin,Metronidazole,1
Metformin_Minocycline,Metformin,Minocycline,4
Metformin_Mitomycin C,Metformin,Mitomycin C,1
Metformin_Nisin,Metformin,Nisin,1
Metformin_Nitrofurantoin,Metformin,Nitrofurantoin,1
Metformin_Nonactin,Metformin,Nonactin,2
Metformin_Novobiocin,Metformin,Novobiocin,4
Metformin_Oxacillin,Metformin,Oxacillin,1
Metformin_Paraquat,Metformin,Paraquat,1
Metformin_Penicillin G,Metformin,Penicillin G,1
Metformin_Piperacillin,Metformin,Piperacillin,2
Metformin_Polymyxin B,Metformin,Polymyxin B,1
Metformin_Procaine,Metformin,Procaine,2
Metformin_Puromycin,Metformin,Puromycin,1
Metformin_Reserpine,Metformin,Reserpine,3
Metformin_Rifampicin,Metformin,Rifampicin,4
Metformin_Spectinomycin,Metformin,Spectinomycin,1
Metformin_Spiramycin,Metformin,Spiramycin,1
Metformin_Sulfamonomethoxine,Metformin,Sulfamonomethoxine,3
Metformin_Teicoplanin,Metformin,Teicoplanin,4
Metformin_Theophylline,Metformin,Theophylline,3
Metformin_Tigecycline,Metformin,Tigecycline,1
Metformin_Tobramycin,Metformin,Tobramycin,1
Metformin_Trimethoprim,Metformin,Trimethoprim,1
Metformin_Vanillin,Metformin,Vanillin,2
Metformin_Verapamil,Metformin,Verapamil,1
Metronidazole_Minocycline,Metronidazole,Minocycline,2
Metronidazole_Mitomycin C,Metronidazole,Mitomycin C,2
Metronidazole_Moxifloxacin,Metronidazole,Moxifloxacin,2
Metronidazole_Nisin,Metronidazole,Nisin,2
Metronidazole_Nitrofurantoin,Metronidazole,Nitrofurantoin,3
Metronidazole_Nonactin,Metronidazole,Nonactin,1
Metronidazole_Novobiocin,Metronidazole,Novobiocin,2
Metronidazole_Oxacillin,Metronidazole,Oxacillin,1
Metronidazole_Paraquat,Metronidazole,Paraquat,2
Metronidazole_Penicillin G,Metronidazole,Penicillin G,2
Metronidazole_Phenformin,Metronidazole,Phenformin,2
Metronidazole_Phleomycin,Metronidazole,Phleomycin,3
Metronidazole_Piperacillin,Metronidazole,Piperacillin,3
Metronidazole_Polymyxin B,Metronidazole,Polymyxin B,3
Metronidazole_Procaine,Metronidazole,Procaine,3
Metronidazole_Puromycin,Metronidazole,Puromycin,2
Metronidazole_Reserpine,Metronidazole,Reserpine,4
Metronidazole_Rifampicin,Metronidazole,Rifampicin,2
Metronidazole_Spectinomycin,Metronidazole,Spectinomycin,1
Metronidazole_Spiramycin,Metronidazole,Spiramycin,2
Metronidazole_Streptozotocin,Metronidazole,Streptozotocin,4
Metronidazole_Sulfamonomethoxine,Metronidazole,Sulfamonomethoxine,2
Metronidazole_Teicoplanin,Metronidazole,Teicoplanin,2
Metronidazole_Theophylline,Metronidazole,Theophylline,4
Metronidazole_Tigecycline,Metronidazole,Tigecycline,2
Metronidazole_Tobramycin,Metronidazole,Tobramycin,2
Metronidazole_Triclosan,Metronidazole,Triclosan,2
Metronidazole_Trimethoprim,Metronidazole,Trimethoprim,3
Metronidazole_Vanillin,Metronidazole,Vanillin,3
Metronidazole_Verapamil,Metronidazole,Verapamil,2
Minocycline_Mitomycin C,Minocycline,Mitomycin C,1
Minocycline_Moxifloxacin,Minocycline,Moxifloxacin,1
Minocycline_Nisin,Minocycline,Nisin,3
Minocycline_Nitrofurantoin,Minocycline,Nitrofurantoin,1
Minocycline_Nonactin,Minocycline,Nonactin,1
Minocycline_Novobiocin,Minocycline,Novobiocin,2
Minocycline_Oxacillin,Minocycline,Oxacillin,3
Minocycline_Paraquat,Minocycline,Paraquat,2
Minocycline_Penicillin G,Minocycline,Penicillin G,1
Minocycline_Phenformin,Minocycline,Phenformin,4
Minocycline_Phleomycin,Minocycline,Phleomycin,1
Minocycline_Piperacillin,Minocycline,Piperacillin,3
Minocycline_Polymyxin B,Minocycline,Polymyxin B,2
Minocycline_Procaine,Minocycline,Procaine,3
Minocycline_Puromycin,Minocycline,Puromycin,3
Minocycline_Reserpine,Minocycline,Reserpine,1
Minocycline_Rifampicin,Minocycline,Rifampicin,2
Minocycline_Spectinomycin,Minocycline,Spectinomycin,1
Minocycline_Spiramycin,Minocycline,Spiramycin,3
Minocycline_Streptozotocin,Minocycline,Streptozotocin,1
Minocycline_Sulfamonomethoxine,Minocycline,Sulfamonomethoxine,2
Minocycline_Teicoplanin,Minocycline,Teicoplanin,2
Minocycline_Theophylline,Minocycline,Theophylline,1
Minocycline_Tigecycline,Minocycline,Tigecycline,2
Minocycline_Tobramycin,Minocycline,Tobramycin,3
Minocycline_Triclosan,Minocycline,Triclosan,1
Minocycline_Trimethoprim,Minocycline,Trimethoprim,1
Minocycline_Vanillin,Minocycline,Vanillin,3
Minocycline_Verapamil,Minocycline,Verapamil,2
Mitomycin C_Moxifloxacin,Mitomycin C,Moxifloxacin,3
Mitomycin C_Nisin,Mitomycin C,Nisin,2
Mitomycin C_Nitrofurantoin,Mitomycin C,Nitrofurantoin,3
Mitomycin C_Nonactin,Mitomycin C,Nonactin,2
Mitomycin C_Novobiocin,Mitomycin C,Novobiocin,2
Mitomycin C_Oxacillin,Mitomycin C,Oxacillin,2
Mitomycin C_Paraquat,Mitomycin C,Paraquat,1
Mitomycin C_Penicillin G,Mitomycin C,Penicillin G,1
Mitomycin C_Phenformin,Mitomycin C,Phenformin,1
Mitomycin C_Phleomycin,Mitomycin C,Phleomycin,3
Mitomycin C_Piperacillin,Mitomycin C,Piperacillin,1
Mitomycin C_Polymyxin B,Mitomycin C,Polymyxin B,2
Mitomycin C_Procaine,Mitomycin C,Procaine,1
Mitomycin C_Puromycin,Mitomycin C,Puromycin,1
Mitomycin C_Reserpine,Mitomycin C,Reserpine,2
Mitomycin C_Rifampicin,Mitomycin C,Rifampicin,1
Mitomycin C_Spectinomycin,Mitomycin C,Spectinomycin,3
Mitomycin C_Spiramycin,Mitomycin C,Spiramycin,4
Mitomycin C_Streptozotocin,Mitomycin C,Streptozotocin,4
Mitomycin C_Sulfamonomethoxine,Mitomycin C,Sulfamonomethoxine,2
Mitomycin C_Teicoplanin,Mitomycin C,Teicoplanin,2
Mitomycin C_Theophylline,Mitomycin C,Theophylline,2
Mitomycin C_Tigecycline,Mitomycin C,Tigecycline,2
Mitomycin C_Tobramycin,Mitomycin C,Tobramycin,3
Mitomycin C_Triclosan,Mitomycin C,Triclosan,4
Mitomycin C_Trimethoprim,Mitomycin C,Trimethoprim,1
Mitomycin C_Vanillin,Mitomycin C,Vanillin,2
Mitomycin C_Verapamil,Mitomycin C,Verapamil,2
Moxifloxacin_Nisin,Moxifloxacin,Nisin,4
Moxifloxacin_Nitrofurantoin,Moxifloxacin,Nitrofurantoin,1
Moxifloxacin_Nonactin,Moxifloxacin,Nonactin,1
Moxifloxacin_Novobiocin,Moxifloxacin,Novobiocin,3
Moxifloxacin_Oxacillin,Moxifloxacin,Oxacillin,2
Moxifloxacin_Paraquat,Moxifloxacin,Paraquat,1
Moxifloxacin_Penicillin G,Moxifloxacin,Penicillin G,1
Moxifloxacin_Piperacillin,Moxifloxacin,Piperacillin,3
Moxifloxacin_Polymyxin B,Moxifloxacin,Polymyxin B,4
Moxifloxacin_Procaine,Moxifloxacin,Procaine,2
Moxifloxacin_Puromycin,Moxifloxacin,Puromycin,3
Moxifloxacin_Reserpine,Moxifloxacin,Reserpine,1
Moxifloxacin_Rifampicin,Moxifloxacin,Rifampicin,1
Moxifloxacin_Spectinomycin,Moxifloxacin,Spectinomycin,1
Moxifloxacin_Spiramycin,Moxifloxacin,Spiramycin,1
Moxifloxacin_Sulfamonomethoxine,Moxifloxacin,Sulfamonomethoxine,3
Moxifloxacin_Teicoplanin,Moxifloxacin,Teicoplanin,4
Moxifloxacin_Theophylline,Moxifloxacin,Theophylline,4
Moxifloxacin_Tigecycline,Moxifloxacin,Tigecycline,2
Moxifloxacin_Tobramycin,Moxifloxacin,Tobramycin,2
Moxifloxacin_Trimethoprim,Moxifloxacin,Trimethoprim,1
