Species,Plate,Row,Column,Compound Name,Average Relative Growth: DMSO + Compound,Average Relative Growth: AmpB + Compound,Average Relative Growth: Ben + Compound,Average Relative Growth: CF + Compound,Average Relative Growth: Cyp + Compound,Average Relative Growth: FL + Compound,Average Relative Growth: TB + Compound
C.albicans,89,K,9,2-Chloroadenosine,99.7,102.37,99.78,101.39,98.75,111.79,95.17
C.albicans,89,G,8,2-Chloroadenosine triphosphate tetrasodium,99.95,99.35,101.57,99.8,100.14,92.01,102.69
C.albicans,86,I,16,2-Chloropyrazine,100.07,102.42,100.66,101.6,99.69,64.56,99.55
C.albicans,89,E,6,2-Cyclooctyl-2-hydroxyethylamine hydrochloride,98.72,96.27,99.31,97.87,102.31,89.28,102.99
C.albicans,93,C,4,"2-HYDROXY-3,4-DIMETHOXYBENZOIC ACID",99.84,96.48,100.58,100.05,100.53,78.67,101.63
C.albicans,94,A,19,2-HYDROXY-5 (6)EPOXY-TETRAHYDROCARYOPHYLLENE,97.11,99.53,98.21,101.57,99.89,102.97,91.63
C.albicans,88,O,20,2-Hydroxysaclofen,103.87,103.05,98.55,96.5,99.15,104.88,106.45
C.albicans,97,N,7,2-MERCAPTOBENZOTHIAZOLE,91.28,97.23,92.33,98.98,92.9,98.89,86.04
C.albicans,94,K,17,2-METHOXY-5 (6)EPOXY-TETRAHYDROCARYOPHYLLENE,96.21,100.08,51.34,100.51,102.12,103.17,98.25
C.albicans,90,D,19,2-methoxyestradiol,91.57,96.07,97.92,97.65,98.14,116,94.58
C.albicans,92,N,16,2-METHOXYRESORCINOL,101.78,101.58,101.13,103.76,98.43,100.77,102.02
C.albicans,97,H,13,2-METHYL-4-(PIPERIDIN-1-YLCARBOXY)-5-ISOPROPYLPHENYLTRIMETHYLAMMONIUM CHLORIDE,88.01,92.97,88.38,95.91,87.79,93.75,94.49
C.albicans,90,D,8,2-Methyl-5-hydroxytryptamine maleate,106.21,96.96,100.09,97.05,98.74,84.7,97.63
C.albicans,93,E,7,"2-METHYLENE-5-(2,5-DIOXOTETRAHYDROFURAN-3-YL)-6-OXO--10,10-DIMETHYLBICYCLO[7: 2: 0]UNDECANE",101.43,97.7,102.09,98.52,99.38,104.96,95.64
C.albicans,88,P,11,2-Methylthioadenosine triphosphate tetrasodium,102.79,96.83,99.18,98.34,99.35,93.93,99.86
C.albicans,91,C,14,2-Phenylaminoadenosine,101.14,103.99,95.58,101.55,98.98,103.88,97.61
C.albicans,97,J,8,2-THIOURACIL,103.05,101.66,103.56,100.32,101.1,110.6,103.03
C.albicans,90,K,12,3-(1H-Imidazol-4-yl)propyl di(p-fluorophenyl)methyl ether hydrochloride,97.4,102.06,99.3,101.46,96.13,99.67,96.94
C.albicans,92,K,16,"3,16-DIDEOXYMEXICANOLIDE-3beta-DIOL",101.48,102.17,104.52,88.5,97.03,97.5,103.55
C.albicans,97,D,17,"3,3'-DIINDOLYLMETHANE",90.9,97.78,97.61,4.34,99.62,95.46,88.24
C.albicans,93,F,22,"3,4',5,6,7-PENTAMETHOXYFLAVONE",95.96,97.13,95.5,88.73,101.61,98.63,99.11
C.albicans,89,D,7,"3',4'-Dichlorobenzamil",97.94,95.23,106.31,94.45,104.07,75.39,93.61
C.albicans,89,J,5,"3,4-Dichloroisocoumarin",-5.75,-3.85,-0.47,0.34,-0.47,-8.73,-0.21
C.albicans,92,J,18,"3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN",80.03,89.41,78.16,94.07,91.27,90.59,84.43
C.albicans,93,N,18,"3,4-DIHYDROXYCARANE",101.46,101.61,103.17,103.84,101.56,101.66,107.19
C.albicans,93,P,10,"3,4'-DIHYDROXYFLAVONE",92,97.25,92.77,62.2,98.13,99.73,89.79
C.albicans,89,D,9,"3,4-Dihydroxyphenylacetic acid",100.45,95.98,100.95,99.7,103,103.87,95.35
C.albicans,94,M,11,"3,4-DIMETHOXYCINNAMIC ACID",100.29,100.58,104.22,104.2,100.92,99.86,100.78
C.albicans,93,E,8,"3,4'-DIMETHOXYFLAVONE",90.99,90.26,68.66,83.41,93.68,95.55,91.98
C.albicans,93,H,12,"3,5-DIHYDROXYFLAVONE",86.01,84.34,78.56,89.96,89.28,95.94,89.78
C.albicans,89,P,15,"3,5-Dinitrocatechol",98.46,102.33,100.39,100.31,105.51,94.61,99.52
C.albicans,93,G,8,"3,6-DIMETHOXYFLAVONE",91,91.86,79.58,88.33,96.7,95.45,93.76
C.albicans,93,P,21,"3,7-DIHYDROXYFLAVONE",94.67,99.22,94.07,96.46,99.43,99.91,98.99
C.albicans,93,I,8,"3,7-DIMETHOXYFLAVONE",97.24,98.72,93.3,95.03,95.9,100.59,96.85
C.albicans,89,F,17,"3,7-Dimethyl-1-propargylxanthine",100.56,99.01,100.39,100.84,100.95,103.17,97.69
C.albicans,94,O,17,"3,7-EPOXYCARYOPHYLLAN-6-OL",97.68,101.32,100.95,98.09,98.67,106.88,102.76
C.albicans,94,C,19,"3,7-EPOXYCARYOPHYLLAN-6-ONE",102.34,101.08,95.51,101.63,100.17,101.68,95.91
C.albicans,86,A,19,3-Acetamidocoumarin,98.99,94.66,100.29,98.35,95.33,115.63,93.95
C.albicans,85,D,4,3-Acetylcoumarin,95.8,106.23,95.85,101.76,103.21,124.3,100.15
C.albicans,91,C,15,"3-alpha,21-Dihydroxy-5-alpha-pregnan-20-one",89.95,92.11,92.02,95.25,96.08,94.96,93.37
C.albicans,92,E,12,3alpha-ACETOXYDIHYDRODEOXYGEDUNIN,100.75,101.87,96.61,81.1,98.19,102.26,96.92
C.albicans,92,O,8,3alpha-HYDROXY-3-DEOXYANGOLENSIC ACID METHYL ESTER,102.81,103.54,106.01,106.38,102.34,102.29,104.2
C.albicans,85,K,15,3-alpha-Hydroxy-5-beta-androstan-17-one,97.8,94.59,100.44,86.55,94.4,136.74,100.35
C.albicans,97,L,11,"3-AMINO-1,2,4-TRIAZOLE",100.26,104.37,98.27,102.11,99.58,108.63,102.7
C.albicans,88,M,14,3-Amino-1-propanesulfonic acid sodium,104.54,98.33,99.45,100.57,98.79,112.33,101.43
C.albicans,88,I,8,3-aminobenzamide,98.26,98.81,97.32,100.07,102.13,92.78,103.9
C.albicans,93,I,7,3-AMINO-beta-PINENE,104.92,106.25,107.34,98.72,102.1,97.11,102.4
C.albicans,97,A,10,3-AMINOPROPANESULPHONIC ACID,102.48,101.29,99.82,102.65,100.45,100.59,102.21
C.albicans,88,K,12,3-Aminopropionitrile fumarate,99.2,98.57,98.69,99.68,100.06,100.12,101.2
C.albicans,88,O,22,3-Aminopropylphosphonic acid,95.11,98.75,100.39,99.63,99.25,104.14,101.29
C.albicans,88,C,12,3'-Azido-3'-deoxythymidine,101.3,98.83,102.63,98.59,96.83,93.05,100.45
C.albicans,92,K,18,3beta-ACETOXYDEOXODIHYDROGEDUNIN,104.59,-1.75,97.39,0.94,100.72,96.99,101.42
C.albicans,92,M,14,3beta-HYDROXYISOALLOSPIROST-9(11)-ENE,100.8,101.47,99.82,102.88,101.39,104.38,102.57
C.albicans,97,J,9,"3-BROMO-3,4,4-TRIMETHYL-3,4-DIHYDRODIAZETE-1.2-DIOXIDE",102.62,99.92,103.14,102.56,103.48,103.57,102.04
C.albicans,88,A,15,3-Bromo-7-nitroindazole,99.15,101.73,100.93,98.04,98.67,93.22,97.41
C.albicans,98,C,10,3-BROMO-7-NITROINDAZOLE,99.23,96.32,96.72,100.6,99.66,97.69,97.8
C.albicans,92,M,4,3-DEACETYLKHIVORIN,101.1,104.11,103.71,88.78,101.59,102.73,104.29
C.albicans,89,F,7,3-deazaadenosine,105.65,98.79,101.61,98.81,106.72,99.74,90.88
C.albicans,92,G,12,3-DEOXO-3beta-HYDROXYMEXICANOLIDE 16-ENOL ETHER,98.48,99.64,98.06,88.19,96.96,104.83,99.6
C.albicans,92,E,8,3-DEOXY-3beta-HYDROXYANGOLENSIC ACID METHYL ESTER,103.54,100.5,98.51,74.49,102.33,94.59,100.44
C.albicans,93,P,17,3-DESHYDROXYSAPPANOL TRIMETHYL ETHER,99.07,102.81,98.14,100.3,99.25,101.04,98.52
C.albicans,93,P,18,"3-HYDROXY-3',4'-DIMETHOXYFLAVONE",97.7,96.43,95.98,74,96.23,99.92,96.46
C.albicans,93,O,11,3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE,91.54,93.51,98.47,99.54,99.37,100.98,95.3
C.albicans,93,K,20,3-HYDROXYFLAVONE,96.43,88.73,21.21,98.52,96.59,99.98,98.54
C.albicans,94,E,15,3-HYDROXYTYRAMINE,98.47,97.43,99.45,96.36,100.95,101.9,101.63
C.albicans,90,G,8,3-Iodo-L-tyrosine,100.82,100.03,98.86,99.93,98.6,96.05,102.02
C.albicans,90,A,6,3-Isobutyl-1-methylxanthine,100.97,101.01,101.22,101.81,108.22,99.87,98.15
C.albicans,97,B,15,3-ISOBUTYL-1-METHYLXANTHINE (IBMX),98.8,99.8,100.78,98.93,100.54,97.82,100.72
C.albicans,94,G,9,3-METHOXYCATECHOL,96.88,103.23,103.63,98.8,98.85,102.29,99.52
C.albicans,90,N,10,3-Methoxy-morphanin hydrochloride,102.73,98.1,99.39,102.7,99.13,95.23,103.72
C.albicans,90,D,11,"3-Methyl-6-(3-[trifluoromethyl]phenyl)-1,2,4-triazolo[4,3-b]pyridazine",100.04,96.11,94.76,96.8,92.04,115.36,103.05
C.albicans,92,N,15,3-METHYLORSELLINIC ACID,97.74,99.58,100.33,101.9,96.86,101.6,99.79
C.albicans,97,F,7,3-METHYLXANTHINE,99.55,99.25,100.73,99.93,102.21,111.46,99.47
C.albicans,90,L,10,3-Morpholinosydnonimine hydrochloride,107.14,98.53,100.43,101.71,98.89,98.32,101.06
C.albicans,90,H,18,3-Nitropropionic acid,97.4,97.71,99.43,98.59,98.34,108.49,99.98
C.albicans,94,I,17,3-NOR-3-OXOPANASINSAN-6-OL,98.81,101.95,102.99,102.87,100.33,51.05,86.66
C.albicans,91,E,21,3-n-Propylxanthine,99.9,101.74,102.08,100.12,102.87,98.36,105.04
C.albicans,93,C,13,3-OXOURSAN (28-13)OLIDE,99.16,102.08,98.49,97.49,102.53,100.7,99.31
C.albicans,91,K,14,3-Phenylpropargylamine hydrochloride,102.22,102.72,97.59,100.07,97.29,96.99,99.47
C.albicans,94,I,19,3-PINANONE OXIME,98.11,101.7,97.19,101.23,99.74,104.5,101.71
C.albicans,92,B,4,"3-Tropanyl-3,5-dichlorobenzoate",99.5,97.77,103.16,102.37,103.8,92.01,98.86
C.albicans,92,E,5,"3-Tropanyl-3,5-dichlorobenzoate",101.28,103.06,104.91,97.11,99.64,97.59,101.04
C.albicans,92,C,15,3-Tropanyl-indole-3-carboxylate hydrochloride,97.62,96.25,96.88,20.66,97.12,104.86,99
C.albicans,92,K,7,3-Tropanyl-indole-3-carboxylate hydrochloride,103.36,104.24,104.48,104.02,100.58,95.49,104.2
C.albicans,92,D,15,3-Tropanylindole-3-carboxylate methiodide,100.57,97.76,97.57,100.82,99.3,95.99,103.18
C.albicans,92,O,7,3-Tropanylindole-3-carboxylate methiodide,101.32,97.47,105.29,101.08,101.28,104.11,102.34
C.albicans,88,L,5,4-(2-Aminoethyl)benzenesulfonyl fluoride hydrochloride,99.94,103.85,101.22,98.64,106.34,83.41,99.74
C.albicans,97,D,11,4-(3-BUTOXY-4-METHOXYBENZYL)IMIDAZOLIDIN-2-ONE,100.22,97.66,104.09,99.83,102.72,99.89,99.85
C.albicans,97,F,13,"4,4'-DIISOTHIOCYANOSTILBENE-2,2'-SUFONIC ACID SODIUM SALT",98.79,94.03,97.56,99.23,97.79,99.49,99.99
C.albicans,92,N,21,"4,4'-DIMETHOXYDALBERGIONE",97.27,97.58,99.38,107.16,100.28,102.98,95.48
C.albicans,88,M,8,"4-Amino-1,8-naphthalimide",106.63,102.51,102.65,99.63,99.95,106.3,100.67
C.albicans,88,M,22,4-Aminobenzamidine dihydrochloride,104.78,105.54,98.36,102.36,98.73,99.81,101.33
C.albicans,97,F,17,4-AMINOETHYLBENZENESULFONYL FLUORIDE HYDROCHLORIDE,99.98,98.32,99.76,102.41,94.63,102.71,98.01
C.albicans,88,G,6,4-Aminopyridine,99,103.08,97.39,97.45,102.05,115.93,97.84
C.albicans,88,M,18,"4-Androsten-4-ol-3,17-dione",99.02,96.67,98.65,96.11,93.67,108.16,95.95
C.albicans,89,G,11,4-Chloromercuribenzoic acid,-6,-4.42,-0.47,3.16,-0.47,-8.09,0.07
C.albicans,89,B,15,4-DAMP methiodide,96.75,99.54,100.44,100.15,96.9,103.22,100.8
C.albicans,97,P,15,4'-DEMETHYLEPIPODOPHYLLOTOXIN,98.18,102.08,100.3,101.12,96.16,101.09,101.47
C.albicans,89,J,17,4-Diphenylacetoxy-N-(2-chloroethyl)piperidine hydrochloride,99.92,104.75,100.35,103.52,100.21,104.25,101.16
C.albicans,90,O,5,4-Hydroxy-3-methoxyphenylacetic acid,99.8,96.65,100.3,98.34,107.2,103.21,102.38
C.albicans,94,E,9,4-HYDROXY-6-METHYLPYRAN-2-ONE,101.71,100.19,96.71,97.29,96.09,96.92,99.03
C.albicans,90,A,17,4-Hydroxybenzhydrazide,99.56,100.56,100.56,100.42,97.44,98.04,96.52
C.albicans,92,P,11,4'-HYDROXYCHALCONE,88.63,95.56,94.25,93.14,94.54,95.37,91.93
C.albicans,91,D,14,4-Hydroxyphenethylamine hydrochloride,101.34,103.83,103.44,99.15,99.33,97.81,98.68
C.albicans,92,C,17,4-Imidazoleacrylic acid,99.61,98.99,94.48,0.33,101.07,103.3,96.36
C.albicans,92,K,11,4-Imidazoleacrylic acid,99.93,98.51,101.27,101.29,98.77,103.64,97.84
C.albicans,90,I,7,4-Imidazolemethanol hydrochloride,101.46,99.72,101.19,99.08,100,99.08,102.03
C.albicans,92,F,18,4'-METHOXYCHALCONE,93.93,96.73,94.17,100.82,94.75,59.16,95.8
C.albicans,92,J,19,4-METHOXYDALBERGIONE,95.18,96.6,86.94,103.71,98.83,104.45,94.97
C.albicans,92,J,20,4'-METHOXYFLAVONE,93.69,92.78,76.44,93.25,92.39,91.82,92.04
C.albicans,93,C,8,4-METHYLDAPHNETIN,104.08,100.2,103.66,102.21,100.94,74.24,97.57
C.albicans,93,O,6,4-METHYLESCULETIN,94.32,95.63,96.37,98.72,97.61,99.86,100
C.albicans,90,B,7,4-Methylpyrazole hydrochloride,101.61,98.99,98.38,101.39,105.14,95.91,101.69
C.albicans,97,C,14,4-NAPHTHALIMIDOBUTYRIC ACID,93.34,95.61,91.85,96.73,92.28,97.58,94.25
C.albicans,94,D,15,4-NONYLPHENOL,95.71,83.5,89.79,84.94,98.4,100.58,78.8
C.albicans,93,D,22,4-O-METHYLPHLORACETOPHENONE,94.36,97.99,96.45,103.84,95.32,102.38,101.08
C.albicans,91,I,13,4-Phenyl-3-furoxancarbonitrile,98.58,99.42,93.16,102.41,89.36,101.65,100.12
C.albicans,88,C,16,"5-(N,N-Dimethyl)amiloride hydrochloride",94.42,97.92,96.25,100.47,95.98,98.46,100.64
C.albicans,88,F,9,"5-(N,N-hexamethylene)amiloride",100.15,104.35,101.38,97.79,95.78,97.19,102.33
C.albicans,88,I,12,5-(N-Ethyl-N-isopropyl)amiloride,97.46,100.64,94.92,100.22,103.44,87.26,102.37
C.albicans,88,I,18,5-(N-Methyl-N-isobutyl)amiloride,100.62,98.43,100.62,101.21,99.38,60.38,100.6
C.albicans,89,E,22,"5,5-Dimethyl-1-pyrroline-N-oxide",100.27,99.59,99.91,103.32,100.67,102.74,103.04
C.albicans,89,K,18,"5,5-Diphenylhydantoin",102.65,104.44,102.69,100.69,98.53,104.36,97.43
C.albicans,89,H,17,"5,7-Dichlorokynurenic acid",99.48,100.45,101.99,104.51,100.7,99.86,97.15
C.albicans,92,H,22,5alpha-CHOLESTAN-3beta-OL-6-ONE,97.5,95.39,105.52,0.17,98.28,93.89,101.97
C.albicans,91,I,19,"5alpha-Pregnan-3alpha-ol-11,20-dione",97.48,105.05,99.79,96.91,97.44,102.52,99.19
C.albicans,91,I,10,5alpha-Pregnan-3alpha-ol-20-one,93.06,96.51,95.29,95.49,92.4,74.92,99.37
C.albicans,98,G,7,5-AMINOPENTANOIC ACID HYDROCHLORIDE,100.13,99.95,98.19,98.97,98.99,95.76,98.95
C.albicans,88,G,4,5-Aminovaleric acid hydrochloride,101.9,105.9,99.11,99.28,100.74,95.07,101.91
C.albicans,88,G,12,5-azacytidine,101.69,95.62,100.5,99.68,103.27,96.45,98.11
C.albicans,88,L,6,5-Bromo-2'-deoxyuridine,100.14,99.67,99.25,98.79,102.95,91.1,99.63
C.albicans,89,G,6,5-Carboxamidotryptamine maleate,98.22,102.58,100.17,99.65,98.59,95.84,99.43
C.albicans,97,M,12,5-CHLOROINDOLE-2-CARBOXYLIC ACID,89.44,89.04,96.5,96.3,90.61,88.22,93.73
C.albicans,89,L,16,5-fluoro-5'-deoxyuridine,98.93,104.29,94.25,101.09,100.36,90.23,90.9
C.albicans,88,O,4,5-Fluoroindole-2-carboxylic acid,98.2,94.68,99.78,99.18,100.01,112.48,101.06
C.albicans,97,D,21,5-FLUOROINDOLE-2-CARBOXYLIC ACID,95.79,94.6,95.62,100.92,96.61,96.7,101.22
C.albicans,89,L,14,5-Fluorouracil,97.95,101.45,101.19,103.32,99.01,98.13,104.17
C.albicans,93,J,22,"5-HYDROXY-2',4',7,8-TETRAMETHOXYFLAVONE",101.14,92.22,97.69,-0.7,97.24,99.11,99.15
C.albicans,90,M,17,5-hydroxydecanoic acid sodium,98.73,101.72,103.21,100.62,100.28,102.34,102.35
C.albicans,90,O,13,5-Hydroxyindolacetic acid,102.34,99.8,100.28,100.67,104.36,100.82,103.8
C.albicans,90,M,15,5-Hydroxy-L-tryptophan,99.84,96.77,100.81,100.77,100.46,104.91,102.19
C.albicans,89,N,21,5'-N-Ethylcarboxamidoadenosine,104.51,103.58,101.09,103.82,99.74,105.89,100.15
C.albicans,90,L,16,5-Nitro-2-(3-phenylpropylamino)benzoic acid,76.46,80.88,77.65,75.26,99.98,91.94,76.95
C.albicans,88,B,4,5'-N-Methyl carboxamidoadenosine,99.85,104.46,98.03,98.49,102.29,104.89,99.37
C.albicans,91,G,10,6(5H)-Phenanthridinone,91.11,95.38,91.39,98.65,95.16,103.72,91.19
C.albicans,97,N,13,"6,2'-DIMETHOXYFLAVONE",91.33,97.74,95.63,93.28,95.8,97.53,99.24
C.albicans,93,B,4,"6,3'-DIMETHOXYFLAVONE",92.91,97.74,95.64,30.91,97.01,43.69,92.48
C.albicans,93,G,6,"6,4'-DIHYDROXYFLAVONE",100.63,103.65,100.31,99.7,101.07,98.91,99.9
C.albicans,93,M,8,"6,4'-DIMETHOXYFLAVONE",94.54,95.49,95.66,97.55,94.33,98.86,94.26
C.albicans,89,D,11,"6,7-ADTN hydrobromide",99.13,100.06,98.32,98.91,98.38,100.49,103.37
C.albicans,97,O,12,"6,7-DICHLORO-3-HYDROXY-2-QUINOXALINECARBOXYLIC ACID",104.23,100.86,99.72,100.27,103.39,89.12,98.35
C.albicans,89,D,17,"6,7-Dichloroquinoxaline-2,3-dione",99.97,92,99.26,99.6,102.66,105.36,102.96
C.albicans,93,I,6,"6,7-DIHYDROXYFLAVONE",94.13,96.18,100.67,99.49,99.99,102.55,101.26
C.albicans,97,A,20,6alpha-METHYLPREDNISOLONE ACETATE,99.6,102.19,100.98,99.58,97.68,99.63,100.54
C.albicans,88,A,16,6-Aminohexanoic acid,100.44,101.1,99.94,95.21,98.81,96.59,96.59
C.albicans,97,F,15,6-AMINONICOTINAMIDE,96.67,93.34,96.64,96.26,97.32,104.08,101.12
C.albicans,88,D,18,6-Chloromelatonin,98.93,101.18,101,101.37,96.94,102.49,96.93
C.albicans,88,J,12,6-Fluoronorepinephrine hydrochloride,105.53,98.89,99.68,99.38,99.37,91.97,96.28
C.albicans,85,C,19,6-Furfurylaminopurine,100.13,101.77,103.39,102.71,101.58,103.47,103.2
C.albicans,92,O,6,6-HYDROXYANGOLENSIC ACID METHYL ESTER,102.98,102.35,104.57,99.94,103.32,100.71,100.07
C.albicans,90,O,7,6-Hydroxy-DL-DOPA,103.56,97.55,102.38,104.98,101.99,81.56,97.18
C.albicans,90,K,5,6-Hydroxymelatonin,106.2,96.77,104.81,99.98,107.3,96.76,101
C.albicans,86,A,15,6-Hydroxytropinone,100.03,97.54,99.38,100.84,96.88,95.82,100.02
C.albicans,88,A,5,"6-Methoxy-1,2,3,4-tetrahydro-9H-pyrido[3,4b] indole",101.09,105.32,104.27,102.06,102.23,105.3,101.66
C.albicans,90,D,17,6-Methyl-2-(phenylethynyl)pyridine hydrochloride,98.23,103.08,99.89,98.34,104.43,115.36,98.36
C.albicans,90,N,20,"6-Nitroso-1,2-benzopyrone",99.65,74.5,0.14,104.68,0.64,106.81,67.19
C.albicans,97,P,9,"6-PHENYL-4-AZOBICYCLO[5.4.0]UNDECA-7,9,11-TRIENE-9,10-DIOL",96.29,97.68,102.16,105.78,99.05,111.91,99.88
C.albicans,93,K,6,"7,2'-DIHYDROXYFLAVONE",100.21,107.46,99.63,103.64,103.88,103.78,98.12
C.albicans,93,M,6,"7,4'-DIHYDROXYFLAVONE",102.89,101.44,95.96,100.77,100.3,95.44,103
C.albicans,89,N,5,"7,7-Dimethyl-(5Z,8Z)-eicosadienoic acid",97,103.3,104.99,97.08,103.47,104.16,99.39
C.albicans,92,F,21,"7,8-DIHYDROXYFLAVONE",98.23,98.66,102.72,98.04,100.28,97.96,95.01
C.albicans,98,M,12,7-AMINOCEPHALOSPORANIC ACID,101.56,103.62,99.94,103.23,100.43,98.18,104.27
C.albicans,92,P,3,"7beta-HYDROXY-7-DESACETOXYKHIVORINIC ACID, METHYL ESTER",103.37,101.93,101.45,97.78,103.21,93.92,101.39
C.albicans,89,M,11,"7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine",100.42,101.28,97.18,100.15,100.09,110.95,101.5
C.albicans,89,J,21,"7-Cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",94.25,104.19,78.45,2.27,93.91,106.71,4.11
C.albicans,92,I,6,7-DEACETOXY-7-OXOKHIVORIN,101.87,99.6,102.22,104.94,100.61,102.68,102.02
C.albicans,92,O,4,7-DEACETYLKHIVORIN,101.62,101.03,98.02,96.1,99.62,98.05,101.6
C.albicans,92,I,10,"7-DESACETOXY-6,7-DEHYDROGEDUNIN",98.19,99.57,99.06,98.1,100.43,97.47,101.28
C.albicans,98,E,3,7-DESHYDROXYPYROGALLIN-4-CARBOXYLIC ACID,100.48,99.28,100.62,99.61,97.47,93.25,103.06
C.albicans,97,N,20,7-HYDROXYETHYLTHEOPHYLLINE,106.03,106.67,105.42,103,104.41,103.76,103.67
C.albicans,90,H,20,7-Nitroindazole,100.23,99.71,99.72,102.11,98.82,99.89,97.59
C.albicans,97,L,17,7-NITROINDAZOLE,98.84,102.2,100.58,104.09,97.43,100.77,103.25
C.albicans,98,G,17,7-OXOCHOLESTEROL,97.69,95.85,97.24,65.77,92.54,100.33,91.53
C.albicans,89,O,8,8-(3-Chlorostyryl)caffeine,88.45,74.79,83.34,20.95,92.42,96.2,101.55
C.albicans,89,E,5,8-(4-Chlorophenylthio)-cAMP sodium,103.38,98.95,99.61,98.61,98.33,104.6,100
C.albicans,88,L,11,8-(p-Sulfophenyl)theophylline,102.13,99.2,103.73,103.6,98.29,91.87,97.86
C.albicans,92,M,8,"8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL",101,100.63,101.44,101.08,100.46,99.86,101.79
C.albicans,88,F,10,8-Bromo-cAMP sodium,102.25,101.33,100.16,101.02,101.93,85.47,96.21
C.albicans,88,J,21,8-Bromo-cGMP sodium,96.56,101.44,102.78,102.06,102.34,101.53,100.12
C.albicans,89,O,4,"8-Cyclopentyl-1,3-dimethylxanthine",99.1,98.43,98.74,100.64,103.35,96.23,102.86
C.albicans,89,M,4,"8-Cyclopentyl-1,3-dipropylxanthine",100.38,101.81,103.49,101.04,102.1,113.43,103.26
C.albicans,97,N,22,8-CYCLOPENTYLTHEOPHYLLINE,100.4,100.52,104.3,103.4,105.42,100.97,103.96
C.albicans,93,K,5,"8-HYDROXY-15,16-BISNOR-11-LABDEN-13-ONE",101.97,95.74,99.12,67.02,98.9,99.25,99.7
C.albicans,92,E,10,8-HYDROXYCARAPINIC ACID,98.18,105.47,95.93,100.77,98.92,98.8,95.71
C.albicans,90,J,9,8-Methoxymethyl-3-isobutyl-1-methylxanthine,99.65,100.53,101.46,100.52,104.73,111.72,104.18
C.albicans,88,G,14,"9-Amino-1,2,3,4-tetrahydroacridine hydrochloride",97.11,97.48,98.83,100.67,100.49,101.65,99.4
C.albicans,89,G,7,9-cyclopentyladenine,103.37,100.84,97.46,99.06,98.94,94.97,101.02
C.albicans,91,M,16,A3 hydrochloride,101.43,103.44,105.58,95.5,102.29,94.36,102.07
C.albicans,88,K,20,A-315456,100.99,101.31,102.6,101.37,101.06,98.32,102.39
C.albicans,88,J,19,A-77636 hydrochloride,98.61,-2.47,98.17,51.76,98.29,76.4,95.12
C.albicans,88,E,14,AA-861,93.92,-3.18,83.9,101.02,92.52,128.1,95.68
C.albicans,95,B,18,ABAMECTIN,94.35,-4.17,98.21,0.75,102.61,0.32,54.1
C.albicans,93,J,3,ABIETIC ACID,96.8,95.78,99.13,96.62,98.94,100.39,94.17
C.albicans,88,N,17,AB-MECA,97.01,108.26,100.95,91.39,102.13,110.27,101.29
C.albicans,93,D,5,ABRINE (L),100.84,105.91,101.77,99.39,101.21,96.71,103.43
C.albicans,93,B,5,"ABSCISIC ACID (cis,trans; +/-)",98.55,99.86,98.72,101.28,102,55.03,102.86
C.albicans,87,C,8,"Abscisic acid, (±)-",100.78,101.26,98.74,99.33,100.59,104.41,100.67
C.albicans,88,P,3,ABT-418 hydrochloride,101.14,92.33,97.49,94.17,97.25,107.12,99.91
C.albicans,88,C,14,AC 915 oxalate,99.89,98.27,99.11,99.28,97.7,96.67,97.35
C.albicans,92,B,21,AC-55649,98.04,104.3,103.7,102.67,101.19,97.62,94.09
C.albicans,92,G,19,AC-55649,97,103.36,98.42,103.29,103.01,94.42,103.32
C.albicans,89,P,11,AC-93253 iodide,94.23,7.72,73.31,9.11,89.86,100.51,99.96
C.albicans,85,K,11,Acacetin,100.22,95.37,100.29,99.6,102.6,115.66,103.94
C.albicans,92,J,15,ACACETIN,87.9,87.75,91.28,97.1,91.95,95.23,90.47
C.albicans,94,D,17,ACACETIN DIACETATE,98.62,99.8,99.68,95.1,100.54,100.02,99.57
C.albicans,87,M,14,Acacetine,96.43,96.29,99.48,100.82,99.07,110.04,97.93
C.albicans,97,J,13,ACADESINE,104.18,103.36,98.31,100.07,99.73,103.8,100.36
C.albicans,96,B,8,ACAMPROSATE CALCIUM,102.92,96.07,106.23,99.53,102.54,91.49,96.45
C.albicans,94,D,9,ACARBOSE,101.56,106.95,104.28,102.2,98.78,74.57,95.17
C.albicans,83,M,19,Acebutolol hydrochloride,100.1,104.54,99.36,104.64,102.32,103.51,103.7
C.albicans,95,H,3,ACEBUTOLOL HYDROCHLORIDE,103.74,99.09,102.48,101.45,101.45,98.01,102.92
C.albicans,96,H,22,ACECAINIDE HYDROCHLORIDE,100.43,96.51,101.44,99.62,96.09,92.33,97.68
C.albicans,83,D,11,Aceclofenac,95.21,96.42,104,98.78,94.42,106.24,96.39
C.albicans,96,P,7,ACEDAPSONE,100.19,104.16,99.69,98.68,100.7,110.56,99.57
C.albicans,83,L,14,Acemetacin,99.75,103.2,98.82,100.65,97.97,115.29,101.56
C.albicans,98,O,5,ACEMETACIN,100.24,103.07,100.86,100.9,98.08,106.01,98.56
