,EC BW,EC BW,EC BW,EC iAi1,EC iAi1,EC iAi1,ST LT2,ST LT2,ST LT2,ST 14028s,ST 14028s,ST 14028s,PAO1,PAO1,PAO1,PA14,PA14,PA14
Chloramphenicol_A22,0.066021111,0.000468109,0.149041833,0.061121478,0,0.135661096,0.048516348,0.019274146,0.118698626,0.059455056,0.03551277,0.116745389,0,-0.024427467,0.02959414,0.053904434,0.001517913,0.40930075
Chloramphenicol_Loperamide,-0.033152512,-0.056438337,0.004773578,0.009314337,-0.027435053,0.062032131,0.034164969,-0.002610094,0.079533549,0.02564611,-0.007775911,0.042135274,-0.002595158,-0.027448914,0.014696089,0,-0.032766713,0.018734222
Chloramphenicol_Minocycline,-0.013210763,-0.053067215,0.024149797,-0.000995548,-0.038379214,0.0223017,0.039788747,0.012056396,0.076108622,0.051388792,-0.017515056,0.082602677,0.016077514,-0.004835273,0.103045491,-0.011336311,-0.172861438,0
Chloramphenicol_Tobramycin,0,-0.037884473,0.061177109,0.016552335,-0.003049805,0.08324408,0,-0.021669583,0.043886591,0.006267042,-0.017598151,0.043125496,-0.017614614,-0.03518464,0.016173668,0.000188406,-0.025926929,0.027019242
Chloramphenicol_Teicoplanin,-0.016286945,-0.05384257,0.019387817,0.03600294,0,0.07281375,-0.004038451,-0.027159077,0.036733095,0.00192431,-0.018592468,0.02068963,-0.004006173,-0.027436896,0.013156281,0.019060548,0,0.05498654
Chloramphenicol_Chlorhexidine,-0.01448951,-0.058280183,0.032231969,0.03826884,-0.013465839,0.110139128,-0.026636731,-0.089269197,0.010003027,-0.055755754,-0.159107206,-0.010917948,0.011057903,-0.042806942,0.050748869,0.034375609,0.001225748,0.082617845
Chloramphenicol_Metronidazole,0.003688663,-0.045992629,0.022448879,0.000906036,-0.031373756,0.043861331,0.02359576,0.003282348,0.038354189,0.001192241,-0.02939409,0.023833931,-0.027198801,-0.067937538,-0.00938974,-0.037164117,-0.066556338,-0.016667727
Chloramphenicol_Nisin,-0.028423032,-0.091659546,-0.005644622,-0.007671062,-0.028981943,0.002820789,-0.010146402,-0.03433553,0.018881794,0.015780758,-0.010918221,0.031440519,0.019878169,0,0.09186871,0.023833792,0,0.0581676
Chloramphenicol_EGCG,-0.055267136,-0.103606531,-0.012211605,-0.042617028,-0.070694699,0.04623548,0.008843671,-0.034279951,0.041246887,0.045213873,-0.005110111,0.069803478,0.002872219,-0.004949737,0.065781233,0.012301822,0,0.105587277
Chloramphenicol_Rifampicin,-0.123086848,-0.352005011,-0.013835552,0.013985207,-0.049985689,0.111296324,0.005515061,-0.033529301,0.036164778,-0.007673728,-0.054935946,0.035804607,-0.042035066,-0.117939444,-0.003211515,0.008706175,-0.009671125,0.02464554
Chloramphenicol_Aztreonam,-0.024804379,-0.095191248,0.008799795,0,-0.055947327,0.10135725,0.014077223,0,0.086622176,0,-0.021067419,0.079848328,0.000958752,-0.014072033,0.029284904,0.015530331,-0.002188154,0.030534168
Chloramphenicol_Penicillin G,-0.018244266,-0.034770396,0.014418725,0,-0.064909249,0.027238989,0.051588905,0.028753143,0.095462197,0.056112862,0.010610588,0.079923344,0.001291635,-0.022213864,0.030384998,0,-0.01873837,0.034314604
Chloramphenicol_Theophylline,-0.019078211,-0.046203886,0.010556168,0.017707361,-0.017244633,0.070117418,0.014570445,-0.022153365,0.042127221,0.016799452,-0.003652608,0.04383967,0.002116386,-0.018521946,0.02677836,0.045735873,0.004557498,0.077060894
Chloramphenicol_Clofazimine,0.006145063,-0.029126463,0.017138168,0.024399508,-0.018013313,0.071841341,0.059137476,0.009626067,0.095860169,0.060681429,0.041865926,0.102450981,-0.001601636,-0.021626694,0.026159484,-0.013650564,-0.044772308,0.001439133
Chloramphenicol_Clarithromycin,-0.011448146,-0.059942121,0.007879994,-0.024216491,-0.083812037,0,0.075483133,0.053739896,0.122440529,0.04181476,0.010441167,0.093192018,-0.01494172,-0.029236565,0.014322738,0.034988898,0.009051442,0.054499435
Chloramphenicol_Caffeine,0.04489152,0.008726803,0.071292818,0.046659903,0.003727684,0.100826168,0.012232975,-0.019765152,0.040540266,-0.004261568,-0.029157988,0.016755162,0.026331926,-0.0060096,0.050885646,0.004943613,-0.030754348,0.041663298
Chloramphenicol_Reserpine,-0.011809323,-0.035005305,0.063756792,-0.01914891,-0.037083394,0.033328073,0.01318198,-0.029818025,0.062347038,-0.000416091,-0.036378048,0.057883883,0.000526492,-0.015519195,0.014771623,0,-0.025356679,0.022379007
Chloramphenicol_Puromycin,-0.003973229,-0.023477985,0.029376803,0,-0.126643252,0.03002698,0.024771438,-0.002513519,0.053815374,0.026082755,-0.024002835,0.053856146,-0.027291418,-0.058096043,0.040833402,0.006488549,0,0.044634256
Chloramphenicol_Pyocyanin,0.094918982,0.041133595,0.147904303,-0.00750221,-0.130480294,0.025192948,0.054879088,0.007065373,0.134494124,0.154776304,0.078021256,0.213516374,0.017656341,-0.000572591,0.032048956,0.000354083,-0.018811008,0.026696245
Chloramphenicol_Pseudomonic acid,0.01869388,-0.006135905,0.051794635,0.028653804,0,0.076953956,0.043547119,0.010108057,0.075273093,0.043405254,-0.014420122,0.071707313,-0.005122851,-0.024025319,0.009244942,0.02768584,0,0.050385053
Chloramphenicol_Nonactin,0.011886731,-0.030798703,0.068939683,0,-0.040399687,0.032149514,-0.011276632,-0.0477766,0.019973379,-4.24E-07,-0.031271291,0.022994601,0.001842561,-0.024100631,0.018617842,-0.014506303,-0.03990715,0.005842639
Chloramphenicol_Imipenem,0.074244653,0.041313528,0.140464845,0.072462181,0,0.178634798,0.019327077,-0.039078572,0.055114879,0.006452988,-0.043380166,0.040285441,0.009924359,-0.005799504,0.032383357,0,-0.017873835,0.015980562
Chloramphenicol_Bleomycin,0.019608272,-0.019839211,0.091093361,0.000737127,-0.019439866,0.039841992,0.026122731,-0.007793243,0.075760326,0.016416336,-0.012102996,0.04562791,0.019684766,-0.001339814,0.040490666,0.019817366,-0.007277289,0.051600665
Chloramphenicol_Linezolid,-3.93E-05,-0.031057091,0.041316493,-0.015903688,-0.063296523,0.002499051,-0.015739685,-0.044027707,0.012863709,0.019296715,-0.033670784,0.050676936,0.007394919,-0.030139034,0.032630336,0.021333045,0,0.045702494
Chloramphenicol_Doxorubicin,0.006223145,-0.009667102,0.028684718,0,-0.034996513,0.031857481,0.004642721,-0.024860322,0.029313257,-0.021273074,-0.052630926,0.009557949,0.028392479,-0.038104674,0.080102091,0.064525095,-0.045913169,0.132366214
Chloramphenicol_Daptomycin,0.020023052,-0.010382802,0.108095233,0.027496572,-0.000536526,0.072758635,0.001093974,-0.026197523,0.027818883,-0.016284703,-0.035997523,0.019846764,0.036729857,-0.008359722,0.089799363,0,-0.034379198,0.050167243
Chloramphenicol_Cerulenin,0.074887398,0.041313889,0.117127235,0.102036534,0.045726809,0.150738258,0.072687353,0.037872061,0.098459791,0.001845949,-0.024972141,0.056355502,0,-0.013638079,0.029004322,0,0,0.044218738
Chloramphenicol_Tigecycline,-0.016076069,-0.036231684,0.005252098,0.02176903,-0.012500059,0.073627915,0.011941106,-0.016585411,0.054254326,-0.010221254,-0.037004433,0.011266121,0.000661678,-0.017877317,0.012205932,-0.007375286,-0.015119933,0.02508658
Chloramphenicol_Mitomycin C,0.029974226,-0.018768032,0.075799215,0.136831569,0.086495187,0.201503916,0.089088679,0.040108231,0.160295338,0.015177823,-0.013791517,0.069856543,-0.028451749,-0.038304285,0.011512408,0,-0.014027419,0.014073514
Chloramphenicol_Meropenem,0.043341618,0.003674221,0.139886588,0.111074841,0.054132741,0.215745151,0.008936811,-0.024721427,0.142255159,0.021800316,-0.022027795,0.129537768,-0.010389264,-0.031433761,0.052489012,-0.020374136,-0.043565079,-0.004363914
Chloramphenicol_Colistin,0.027643469,-0.0420197,0.103338438,0.173075086,0.030377039,0.286725604,-0.018657264,-0.074415992,0.042712456,0.020969327,-0.023364395,0.06792143,0.128757836,0.073039867,0.147714571,0.078453152,0.045039789,0.100361032
Chloramphenicol_Metformin,0.122951666,0.092057276,0.156725606,0.124675815,0.099821746,0.229636943,-0.045140234,-0.071820738,-0.013551335,-0.001153879,-0.02100821,0.035059577,-0.000514054,-0.013009699,0.030316697,-0.019061037,-0.039673347,-0.012831844
Chloramphenicol_Phenformin,-0.009863176,-0.045226955,0.007848589,-0.0147346,-0.06219699,0.142793654,-0.038499913,-0.063578041,-0.010365745,-0.052569716,-0.083921779,-0.009850319,0.018125646,-0.017841042,0.047162241,-0.013707808,-0.026060483,0.009384999
Chloramphenicol_Azithromycin,0.022660663,0.004819264,0.035495181,0.052412937,0.030580369,0.095227101,0.000617729,-0.014575531,0.060752478,0.028172255,0.00266583,0.069140488,-0.01758748,-0.045526219,-0.002134044,-0.00025355,-0.006751954,0.010140153
Chloramphenicol_Curcumin,0.064586826,0.021717994,0.133010221,0.121970656,0.076802759,0.153938096,0.044938764,0.00828915,0.074252296,0.028741495,-0.019323382,0.083618677,-0.005022886,-0.027500775,0.016093329,0.039803761,0.021269993,0.053002707
Chloramphenicol_Berberine,0.073038092,0.035951734,0.101489365,0.162528596,0.1253314,0.322534738,0.018990762,-0.02976897,0.074745055,0.008413026,-0.004412405,0.054408895,0.013377963,-0.028690041,0.040371696,0.034422263,-0.003351171,0.047058761
Chloramphenicol_Diclofenac,-0.015606403,-0.034921293,0.021002061,0.0092942,-0.013948003,0.043603795,-0.073497717,-0.081101384,-0.052255092,-0.025052398,-0.044412293,0.038254004,0.013159197,-0.033918243,0.023858465,0,0,0.072782378
Chloramphenicol_Acetylsalisylic acid,0.03220574,-0.054413104,0.067856489,0.052525788,-0.04663566,0.133842576,-0.009877357,-0.078922155,-0.001970846,-0.047464119,-0.073845773,-0.012939671,0.017289024,-0.008826187,0.041272586,0.015231135,-0.011886817,0.026337676
Chloramphenicol_Ciclopirox,0.008077938,-0.15131813,0.057695262,0.064931345,0.042815389,0.22982155,-0.033622962,-0.1000777,0.01067118,0.07895656,0.061770762,0.117421545,-0.003534296,-0.015081538,0.009544726,-0.00088931,-0.024509853,0.026301338
Chloramphenicol_Triclosan,-0.057993291,-0.111985515,-0.033679951,-0.049430469,-0.134017648,0.032929826,0.033516988,-0.043519627,0.068271791,-0.054505464,-0.08960321,-0.023627335,0.007191112,0,0.101827706,0,0,0.003663568
Chloramphenicol_CHIR-90,0,-0.343730684,0,-0.025660912,-0.123788611,0.154655375,-0.073727894,-0.25792917,0,-0.121529561,-0.156384017,-0.053647215,-0.022815047,-0.046013069,0.012083229,-0.009746307,-0.026595462,0.036576338
Chloramphenicol_Phleomycin,0.070869668,0.057129218,0.123153295,0.130569068,0.083193134,0.16543762,0.105761003,0,0.217522216,0.063106297,0.021032148,0.106690343,-0.01375903,-0.058382904,0,-0.00864961,-0.058384495,0
Chloramphenicol_Moxifloxacin,0.099064927,-0.088709017,0.225977117,0.06160504,0.018428031,0.131222506,0.076196803,0.041176281,0.156974149,0.083335252,0.059404712,0.272118406,0,-0.024388595,0.035575153,0.124065346,0.04576952,0.380423599
Chloramphenicol_Gentamicin,0.050174796,0.037704667,0.080039493,0.007970612,-0.093761443,0.085528335,0.014506884,0,0.149696699,0.068592587,0.028524435,0.137396078,0.078740702,0,0.191073657,0.091664774,0.058500708,0.312779231
Chloramphenicol_Streptozotocin,-0.035361943,-0.127268857,0.029359798,-0.1349965,-0.192910718,-0.110544628,0.093234204,0.014612568,0.138463278,0.015917953,-0.021600765,0.067347862,-0.199053909,-0.368951072,0,0,-0.025025307,0.014676455
Ciprofloxacin_Cycloserine D,0,-0.026035752,0.059075756,0.007073524,-0.016102347,0.073364628,0,-0.028541208,0.036821803,0.013635749,-0.008462894,0.142030556,-0.000513031,-0.066899476,0.017877239,0.018419789,-0.003551502,0.123963463
Ciprofloxacin_Doxycycline,0.069028881,0,0.210562533,0.072716605,0,0.328870631,0.100457654,0.068003694,0.226725942,0.111285114,0.061435367,0.209147661,-0.040119278,-0.080848402,0,-0.015582969,-0.050312995,0.00557619
Ciprofloxacin_Spectinomycin,0.071347706,0,0.164760145,0.031242036,0.003924486,0.134987742,0.057053698,0.013125962,0.117578157,0.057679844,-0.014985799,0.12196515,-0.018105618,-0.044905907,0,0,-0.008310666,0.035058286
Ciprofloxacin_Fosfomycin,0.083311166,0.038427961,0.161019673,0.093829089,0.04299374,0.16766855,0,-0.073132088,0.072837716,0.034725592,0,0.121430447,0,-0.032032151,0.050468458,0.023315277,0,0.081145266
Ciprofloxacin_Oxacillin,0,-0.030047553,0.015798128,-0.02550435,-0.074161594,0.011537496,0,-0.044110075,0.016840807,-0.002574225,-0.053408429,0.041154193,0.004036429,-0.004966718,0.074183826,0,-0.016156296,0.036602102
Ciprofloxacin_Novobiocin,0,-0.066018881,0.003215757,0,-0.057869103,0.0184658,0.009663705,-0.022767076,0.067427394,-0.02262669,-0.064854244,0.050485044,0,-0.01247869,0.065652457,0.001547703,0,0.085175866
Ciprofloxacin_Bacitracin,-0.150746091,-0.277610647,0,-0.007835979,-0.087093446,0.02540932,-0.002000458,-0.037422235,0.004617725,-0.030474136,-0.058635376,0,-0.030546802,-0.101481707,0,0.023704837,0,0.045059797
Ciprofloxacin_Polymyxin B,0,-0.044862002,0.031566799,0,-0.040230433,0.040763925,0,-0.015870296,0.02444432,0.043853696,0.002542795,0.153735835,0,-0.002930185,0.072556899,0.128775642,0,0.427402231
Ciprofloxacin_Fusidic acid,0,-0.000106714,0.112245621,0.019477323,0,0.10499144,0.045481772,0,0.066605937,0.064139602,0.030942201,0.244248262,-0.004324076,-0.048608423,0.000792208,-0.003719832,-0.068671038,0
Ciprofloxacin_Amikacin,-0.041883436,-0.143968668,0,-0.035774831,-0.103586151,0,-0.004808406,-0.050130866,0.000757448,-0.015682833,-0.074226861,0.025409007,0,0,0.093486095,0,-0.034680492,0.017713866
Ciprofloxacin_Cefotaxime,-0.006946033,-0.061590148,0.000267819,0,-0.053819395,0.017025549,0,-0.082268651,0.005995658,0,-0.048656111,0.022506345,0,-0.004376519,0.032018336,0,-0.019311955,0.020150367
Ciprofloxacin_PMS,0.173836097,0.078857651,0.541462974,0.099597134,0,0.220333168,0.161349163,0.043107168,0.408868629,0.064498965,0.005100521,0.243432814,-0.005418316,-0.066225624,0,0.082299846,0.026695509,0.213839406
Ciprofloxacin_Benzalkonium,0.054808551,0,0.204154176,0.079066525,0,0.199253417,0.017402224,-0.011952616,0.071999642,0.020159103,-0.016317998,0.097617978,0.027623309,0,0.069709801,0,-0.002711821,0.015048094
Ciprofloxacin_Cefaclor,0.04654512,0,0.112092337,0.004327891,-0.026606722,0.085287411,0,-0.042770643,0.002948083,0,-0.025259521,0.071590053,-0.014167666,-0.056818283,0,0.01446582,0,0.066843049
Ciprofloxacin_Cefsulodin,-0.034337024,-0.092876268,0,-0.017525175,-0.103660158,0.013283144,-0.022408316,-0.078619238,0.011535552,-0.005058524,-0.069088789,0.029096731,-0.034308789,-0.072632516,0,0,-0.01982475,0.010709453
Ciprofloxacin_Clindamycin,0,-0.00011938,0.054108179,0.038866377,0,0.104189278,0.016177405,0,0.066002113,0.006337323,-0.00066295,0.05012452,0,-0.034721908,0.035324533,0,-0.005045151,0.038224662
Ciprofloxacin_Spiramycin,0.000372212,0,0.040483991,0.022148862,0,0.081995878,0,-0.023904084,0.030913516,0.012570615,0,0.037897383,-0.188131729,-0.310895064,-0.007665353,0.144419848,0.07600908,0.379970016
Ciprofloxacin_Erythromycin,0.016842386,0,0.12207964,0.00873183,-0.001966139,0.084024991,0.040818031,0,0.096008978,0.038740668,-0.002975076,0.101833679,-0.017112879,-0.04771069,0,0,0,0.039777472
Ciprofloxacin_Trimethoprim,-0.008592706,-0.094316586,0.076586251,0.080087176,-0.005443833,0.132330419,-0.000100084,-0.06344734,0.002024944,-0.026894692,-0.056155727,0.048071121,0,-0.032239897,0.048232272,0,-0.052961192,0
Ciprofloxacin_Sulfamonomethoxine,0,-0.004192298,0.021078807,0,-0.04489015,0.007962247,0,-0.026150991,0.037397767,0,-0.024923242,0.029206223,-0.007833705,-0.095595713,0,0,0,0
Ciprofloxacin_Paraquat,0.025613538,-0.009730385,0.287027825,0.046551944,0.024159348,0.260262911,0.131345404,0.023767904,0.297229512,0.057370903,0.00271974,0.186533681,0,-0.124643756,0,0.008839678,0,0.116246564
Ciprofloxacin_Procaine,0.040758722,0.005817308,0.13441429,0.065074213,0.036429232,0.201965574,0.014448288,0,0.049746461,0.008575592,-0.030813665,0.028424886,-0.045208768,-0.110417182,0,0.05483049,0,0.156316752
Ciprofloxacin_Vanillin,0.161914942,0.054126027,0.466759742,0.085692627,0.043922732,0.675869386,0.113851386,0.043343248,0.320441169,0.015838753,-0.009793194,0.192708378,-0.024610556,-0.07207842,0,-0.006541508,-0.04571296,0
Ciprofloxacin_Verapamil,0,-0.033298062,6.40E-05,0.001793093,0,0.032371876,-0.001230019,-0.050129478,0.00198817,-0.000130291,-0.031842146,0.002575672,0.034283944,0,0.117314137,0,-0.041067859,0.028156336
Ciprofloxacin_Levofloxacin,0,-0.02880967,0,0,0,0,0,-0.007568607,0,0,-0.271589594,0,0.016149401,-0.000202261,0.060772022,0.006973517,-0.019564233,0.080182457
Ciprofloxacin_Piperacillin,-0.048858047,-0.103971785,-0.001064451,0,-0.105669288,0,0,-0.02698061,0.061773543,0.000299091,-0.077545915,0.073948129,-0.037902614,-0.055650542,0.000813285,0,-0.037127789,0.018684758
Ciprofloxacin_Nitrofurantoin,0,-0.027652797,0.050017446,-0.007829567,-0.077503725,0.018950359,0.015717868,-0.007925153,0.111472243,0.036480739,0.004427585,0.085761441,0.057110423,0.003000511,0.136154019,0.133017814,0.058700202,0.313327855
Ciprofloxacin_CCCP,0.025763103,0,0.046203131,0,-0.032636449,0.030188666,-0.005394957,-0.057663527,0,0.042604841,-0.013059051,0.078876708,0.069507171,0,0.147380711,0,0,0.086331386
Ciprofloxacin_Cephalexin,0.008182968,-0.010009634,0.05303376,-0.000943423,-0.036638383,0.004974699,0,-0.043021989,0.008441032,-0.001733312,-0.066766774,0.026846357,0,0,0.088096745,0.043517334,0,0.100013663
Ciprofloxacin_Mecillinam,-0.034605848,-0.113580197,0.013904285,0,0,0.012282155,0.021231169,0,0.100328221,0.003556524,-0.074054842,0.109783579,-0.019306164,-0.070375588,0,-0.051953335,-0.084143821,0
Ciprofloxacin_A22,-0.028989651,-0.12955829,0,0,-0.045079943,0.064624682,0.013221895,0,0.066171374,0.031461546,0,0.127928206,-0.032455164,-0.261586814,0,0.070659833,0,0.136754589
Ciprofloxacin_Loperamide,0.00588981,-0.016584932,0.045822952,0,-0.037224816,0.029301856,0,-0.038450029,0.021005954,0.001845713,-0.01943157,0.065239222,0.017262852,-0.002756476,0.132619644,0.052809984,0.006707512,0.128111894
Ciprofloxacin_Minocycline,0.04684424,0.010419423,0.16160995,0.021477243,-0.000431128,0.070796719,0.038313166,0,0.104279252,0.077502356,0.018935466,0.200808214,0,-0.024486069,0.025139698,0.127205465,0.017067522,0.189477555
Ciprofloxacin_Tobramycin,0,-0.081341295,0.012757273,0,-0.043162347,0.026860663,0,-0.016585216,0.022921882,0,-0.074903445,0.041060052,0,-0.045629106,0.025166631,0.086324044,0.027304242,0.196203624
Ciprofloxacin_Teicoplanin,0,-0.045402754,0.048638148,-0.019490085,-0.056529898,0,0,-0.045329666,0.006952363,0,-0.016904879,0.047149032,-0.00102605,-0.084321107,0.019178327,0.002994684,0,0.082155872
Ciprofloxacin_Chlorhexidine,0.037586363,0,0.116200457,0.018721195,-0.014921636,0.114678117,0,-0.011235765,0.053712388,0.006438244,-0.019602039,0.042979917,0.118339618,0,0.171186491,0.053166057,0.00450219,0.119645547
Ciprofloxacin_Metronidazole,-0.002996993,-0.063481758,0.008974378,0,-0.053605959,0.019397641,0.001738,-0.000235595,0.031556676,0.0417911,0,0.074518019,0,-0.008280748,0.055305973,0,-0.029287611,0.108441266
Ciprofloxacin_Nisin,-0.03046278,-0.084212197,0,-0.04540629,-0.09443263,0,0,-0.020066357,0.028520226,0,-0.023774508,0.035408583,0.033157639,-0.000835358,0.091695922,0.00349931,-0.005457341,0.051641314
Ciprofloxacin_EGCG,0.026086903,-0.006288242,0.152865879,0.042681431,0.005141371,0.15397669,0.052847457,0.000277475,0.113245464,0.012067333,-0.055401465,0.097681646,-0.00987276,-0.063764365,0.010851156,0.050065039,0.010909128,0.097735771
Ciprofloxacin_Rifampicin,0.099662788,-0.001304861,0.211729475,0.095860556,0.047344778,0.224904361,0.035154,-0.011283382,0.121953175,-0.054410692,-0.184551634,0,-0.039338513,-0.111407552,0,-0.036302018,-0.118972755,0
Ciprofloxacin_Aztreonam,0,-0.066128483,0.101093768,0.037801265,0,0.136559107,0,-0.01365225,0.072436371,0,0,0.077878085,0.028702171,0,0.093659873,0.035702546,0.006412613,0.074391449
Ciprofloxacin_Penicillin G,0,-0.033114023,0.046470408,0.006030517,-0.005412574,0.100093811,0.021400565,0,0.070763266,0.06967487,0.000313316,0.146711016,-0.04025044,-0.078106238,0,-0.007540914,-0.079436534,0.002494484
Ciprofloxacin_Theophylline,-0.015336634,-0.068850556,0,0,-0.073009172,0.068313637,0,-0.031178843,0.024430831,0,-0.023267658,0.041233143,-0.042474095,-0.09356984,0,-0.000269776,-0.034170661,0.00026508
Ciprofloxacin_Clofazimine,0.0187159,-0.011332702,0.061280436,0,-0.049309876,0.038965347,0.041015442,0,0.127034137,0.055531654,0.026572012,0.106462707,0.04601468,0,0.221120325,0.069009313,0.00010093,0.163905198
