"drugdrug","drug_pair","clusters"
"Fusidic acid-Metformin","Fusidic acid_Metformin",2
"Fusidic acid-Phenformin","Fusidic acid_Phenformin",2
"Fusidic acid-Streptozotocin","Fusidic acid_Streptozotocin",1
"Diclofenac-Fusidic acid","Fusidic acid_Diclofenac",1
"Acetylsalisylic acid-Fusidic acid","Fusidic acid_Acetylsalisylic acid",2
"Ciclopirox-Fusidic acid","Fusidic acid_Ciclopirox",4
"Fusidic acid-Moxifloxacin","Fusidic acid_Moxifloxacin",3
"Fusidic acid-Phleomycin","Fusidic acid_Phleomycin",3
"Imipenem-Puromycin","Puromycin_Imipenem",1
"Doxorubicin-Puromycin","Puromycin_Doxorubicin",3
"Mitomycin C-Puromycin","Puromycin_Mitomycin C",1
"Bleomycin-Puromycin","Puromycin_Bleomycin",3
"Cerulenin-Puromycin","Puromycin_Cerulenin",1
"Daptomycin-Puromycin","Puromycin_Daptomycin",3
"Nonactin-Puromycin","Puromycin_Nonactin",1
"Linezolid-Puromycin","Puromycin_Linezolid",1
"Puromycin-Tigecycline","Puromycin_Tigecycline",2
"Meropenem-Puromycin","Puromycin_Meropenem",4
"Colistin-Puromycin","Puromycin_Colistin",2
"CHIR-90-Puromycin","Puromycin_CHIR-90",2
"Puromycin-Triclosan","Puromycin_Triclosan",2
"Gentamicin-Puromycin","Puromycin_Gentamicin",2
"Azithromycin-Puromycin","Puromycin_Azithromycin",1
"Curcumin-Puromycin","Puromycin_Curcumin",1
"Berberine-Puromycin","Puromycin_Berberine",2
"Metformin-Puromycin","Puromycin_Metformin",1
"Phenformin-Puromycin","Puromycin_Phenformin",1
"Puromycin-Streptozotocin","Puromycin_Streptozotocin",2
"Diclofenac-Puromycin","Puromycin_Diclofenac",4
"Acetylsalisylic acid-Puromycin","Puromycin_Acetylsalisylic acid",4
"Ciclopirox-Puromycin","Puromycin_Ciclopirox",3
"Moxifloxacin-Puromycin","Puromycin_Moxifloxacin",3
"Phleomycin-Puromycin","Puromycin_Phleomycin",2
"Chloramphenicol-Oxacillin","Chloramphenicol_Oxacillin",1
"Cefotaxime-Chloramphenicol","Chloramphenicol_Cefotaxime",3
"Cefaclor-Chloramphenicol","Chloramphenicol_Cefaclor",1
"Cefsulodin-Chloramphenicol","Chloramphenicol_Cefsulodin",2
"Chloramphenicol-Piperacillin","Chloramphenicol_Piperacillin",3
"Chloramphenicol-Penicillin G","Chloramphenicol_Penicillin G",3
"Chloramphenicol-Imipenem","Chloramphenicol_Imipenem",1
"Chloramphenicol-Mecillinam","Chloramphenicol_Mecillinam",1
"Aztreonam-Chloramphenicol","Chloramphenicol_Aztreonam",3
"Cephalexin-Chloramphenicol","Chloramphenicol_Cephalexin",4
"A22-Chloramphenicol","Chloramphenicol_A22",1
"Chloramphenicol-Cycloserine D","Chloramphenicol_Cycloserine D",1
"Chloramphenicol-Teicoplanin","Chloramphenicol_Teicoplanin",3
"Bacitracin-Chloramphenicol","Chloramphenicol_Bacitracin",1
"Chloramphenicol-Fosfomycin","Chloramphenicol_Fosfomycin",1
"Chloramphenicol-Metronidazole","Chloramphenicol_Metronidazole",3
"Chloramphenicol-Clofazimine","Chloramphenicol_Clofazimine",3
"Chloramphenicol-Doxorubicin","Chloramphenicol_Doxorubicin",1
"Chloramphenicol-Mitomycin C","Chloramphenicol_Mitomycin C",1
"Chloramphenicol-Rifampicin","Chloramphenicol_Rifampicin",2
"Chloramphenicol-Ciprofloxacin","Chloramphenicol_Ciprofloxacin",1
"Chloramphenicol-Novobiocin","Chloramphenicol_Novobiocin",1
"Chloramphenicol-Levofloxacin","Chloramphenicol_Levofloxacin",1
"Chloramphenicol-Trimethoprim","Chloramphenicol_Trimethoprim",1
"Chloramphenicol-Sulfamonomethoxine","Chloramphenicol_Sulfamonomethoxine",3
"Chloramphenicol-Nitrofurantoin","Chloramphenicol_Nitrofurantoin",3
"Bleomycin-Chloramphenicol","Chloramphenicol_Bleomycin",1
"Chloramphenicol-Polymyxin B","Chloramphenicol_Polymyxin B",3
"Chloramphenicol-Chlorhexidine","Chloramphenicol_Chlorhexidine",2
"Benzalkonium-Chloramphenicol","Chloramphenicol_Benzalkonium",2
"Chloramphenicol-EGCG","Chloramphenicol_EGCG",3
"Cerulenin-Chloramphenicol","Chloramphenicol_Cerulenin",1
"Chloramphenicol-Nisin","Chloramphenicol_Nisin",2
"Chloramphenicol-Daptomycin","Chloramphenicol_Daptomycin",1
"CCCP-Chloramphenicol","Chloramphenicol_CCCP",2
"Chloramphenicol-Nonactin","Chloramphenicol_Nonactin",4
"Chloramphenicol-Paraquat","Chloramphenicol_Paraquat",1
"Chloramphenicol-Fusidic acid","Chloramphenicol_Fusidic acid",2
"Chloramphenicol-Puromycin","Chloramphenicol_Puromycin",1
"Chloramphenicol-Linezolid","Chloramphenicol_Linezolid",4
"Chloramphenicol-Clindamycin","Chloramphenicol_Clindamycin",1
"Chloramphenicol-Doxycycline","Chloramphenicol_Doxycycline",3
"Chloramphenicol-Minocycline","Chloramphenicol_Minocycline",3
"Chloramphenicol-Tigecycline","Chloramphenicol_Tigecycline",3
"Chloramphenicol-Spectinomycin","Chloramphenicol_Spectinomycin",1
"Amikacin-Chloramphenicol","Chloramphenicol_Amikacin",1
"Chloramphenicol-Tobramycin","Chloramphenicol_Tobramycin",1
"Chloramphenicol-Spiramycin","Chloramphenicol_Spiramycin",1
"Chloramphenicol-Erythromycin","Chloramphenicol_Erythromycin",3
"Chloramphenicol-Clarithromycin","Chloramphenicol_Clarithromycin",3
"Caffeine-Chloramphenicol","Chloramphenicol_Caffeine",1
"Chloramphenicol-Vanillin","Chloramphenicol_Vanillin",1
"Chloramphenicol-Reserpine","Chloramphenicol_Reserpine",1
"Chloramphenicol-Procaine","Chloramphenicol_Procaine",2
"Chloramphenicol-Theophylline","Chloramphenicol_Theophylline",3
"Chloramphenicol-Loperamide","Chloramphenicol_Loperamide",3
"Chloramphenicol-Verapamil","Chloramphenicol_Verapamil",3
"Chloramphenicol-Meropenem","Chloramphenicol_Meropenem",1
"Chloramphenicol-Colistin","Chloramphenicol_Colistin",1
"CHIR-90-Chloramphenicol","Chloramphenicol_CHIR-90",2
"Chloramphenicol-Triclosan","Chloramphenicol_Triclosan",3
"Chloramphenicol-Gentamicin","Chloramphenicol_Gentamicin",1
"Azithromycin-Chloramphenicol","Chloramphenicol_Azithromycin",1
"Chloramphenicol-Curcumin","Chloramphenicol_Curcumin",1
"Berberine-Chloramphenicol","Chloramphenicol_Berberine",1
"Chloramphenicol-Metformin","Chloramphenicol_Metformin",1
"Chloramphenicol-Phenformin","Chloramphenicol_Phenformin",2
"Chloramphenicol-Streptozotocin","Chloramphenicol_Streptozotocin",3
"Chloramphenicol-Diclofenac","Chloramphenicol_Diclofenac",2
"Acetylsalisylic acid-Chloramphenicol","Chloramphenicol_Acetylsalisylic acid",4
"Chloramphenicol-Ciclopirox","Chloramphenicol_Ciclopirox",3
"Chloramphenicol-Moxifloxacin","Chloramphenicol_Moxifloxacin",1
"Chloramphenicol-Phleomycin","Chloramphenicol_Phleomycin",1
"Doxorubicin-Linezolid","Linezolid_Doxorubicin",1
"Linezolid-Mitomycin C","Linezolid_Mitomycin C",4
"Cerulenin-Linezolid","Linezolid_Cerulenin",1
"Daptomycin-Linezolid","Linezolid_Daptomycin",3
"Linezolid-Tigecycline","Linezolid_Tigecycline",2
"Linezolid-Meropenem","Linezolid_Meropenem",2
"Colistin-Linezolid","Linezolid_Colistin",2
"CHIR-90-Linezolid","Linezolid_CHIR-90",2
"Linezolid-Triclosan","Linezolid_Triclosan",2
"Gentamicin-Linezolid","Linezolid_Gentamicin",2
"Azithromycin-Linezolid","Linezolid_Azithromycin",2
"Curcumin-Linezolid","Linezolid_Curcumin",2
"Berberine-Linezolid","Linezolid_Berberine",2
"Linezolid-Metformin","Linezolid_Metformin",2
"Linezolid-Phenformin","Linezolid_Phenformin",2
"Linezolid-Streptozotocin","Linezolid_Streptozotocin",3
"Diclofenac-Linezolid","Linezolid_Diclofenac",4
"Acetylsalisylic acid-Linezolid","Linezolid_Acetylsalisylic acid",2
"Ciclopirox-Linezolid","Linezolid_Ciclopirox",2
"Linezolid-Moxifloxacin","Linezolid_Moxifloxacin",1
"Linezolid-Phleomycin","Linezolid_Phleomycin",4
"Clindamycin-Piperacillin","Clindamycin_Piperacillin",3
"Clindamycin-Penicillin G","Clindamycin_Penicillin G",1
"Clindamycin-Imipenem","Clindamycin_Imipenem",4
"Clindamycin-Mecillinam","Clindamycin_Mecillinam",2
"Aztreonam-Clindamycin","Clindamycin_Aztreonam",1
"Cephalexin-Clindamycin","Clindamycin_Cephalexin",1
"A22-Clindamycin","Clindamycin_A22",2
"Clindamycin-Teicoplanin","Clindamycin_Teicoplanin",2
"Clindamycin-Metronidazole","Clindamycin_Metronidazole",2
"Clindamycin-Clofazimine","Clindamycin_Clofazimine",1
"Clindamycin-Doxorubicin","Clindamycin_Doxorubicin",3
"Clindamycin-Mitomycin C","Clindamycin_Mitomycin C",1
"Clindamycin-Rifampicin","Clindamycin_Rifampicin",2
"Clindamycin-Levofloxacin","Clindamycin_Levofloxacin",3
"Clindamycin-Trimethoprim","Clindamycin_Trimethoprim",2
"Clindamycin-Sulfamonomethoxine","Clindamycin_Sulfamonomethoxine",3
"Clindamycin-Nitrofurantoin","Clindamycin_Nitrofurantoin",1
"Bleomycin-Clindamycin","Clindamycin_Bleomycin",1
"Chlorhexidine-Clindamycin","Clindamycin_Chlorhexidine",2
"Clindamycin-EGCG","Clindamycin_EGCG",2
"Cerulenin-Clindamycin","Clindamycin_Cerulenin",1
"Clindamycin-Nisin","Clindamycin_Nisin",3
"Clindamycin-Daptomycin","Clindamycin_Daptomycin",3
"CCCP-Clindamycin","Clindamycin_CCCP",3
"Clindamycin-Nonactin","Clindamycin_Nonactin",2
"Clindamycin-Paraquat","Clindamycin_Paraquat",1
"Clindamycin-Puromycin","Clindamycin_Puromycin",1
"Clindamycin-Linezolid","Clindamycin_Linezolid",2
"Clindamycin-Minocycline","Clindamycin_Minocycline",3
"Clindamycin-Tigecycline","Clindamycin_Tigecycline",3
"Clindamycin-Tobramycin","Clindamycin_Tobramycin",1
"Clindamycin-Spiramycin","Clindamycin_Spiramycin",3
"Clindamycin-Erythromycin","Clindamycin_Erythromycin",3
"Clarithromycin-Clindamycin","Clindamycin_Clarithromycin",1
"Caffeine-Clindamycin","Clindamycin_Caffeine",2
"Clindamycin-Vanillin","Clindamycin_Vanillin",1
"Clindamycin-Reserpine","Clindamycin_Reserpine",2
"Clindamycin-Procaine","Clindamycin_Procaine",2
"Clindamycin-Theophylline","Clindamycin_Theophylline",2
"Clindamycin-Loperamide","Clindamycin_Loperamide",1
"Clindamycin-Verapamil","Clindamycin_Verapamil",2
"Clindamycin-Meropenem","Clindamycin_Meropenem",3
"Clindamycin-Colistin","Clindamycin_Colistin",2
"CHIR-90-Clindamycin","Clindamycin_CHIR-90",2
"Clindamycin-Triclosan","Clindamycin_Triclosan",2
"Clindamycin-Gentamicin","Clindamycin_Gentamicin",1
"Azithromycin-Clindamycin","Clindamycin_Azithromycin",1
"Clindamycin-Curcumin","Clindamycin_Curcumin",1
"Berberine-Clindamycin","Clindamycin_Berberine",1
"Clindamycin-Metformin","Clindamycin_Metformin",1
"Clindamycin-Phenformin","Clindamycin_Phenformin",2
"Clindamycin-Streptozotocin","Clindamycin_Streptozotocin",4
"Clindamycin-Diclofenac","Clindamycin_Diclofenac",1
"Acetylsalisylic acid-Clindamycin","Clindamycin_Acetylsalisylic acid",1
"Ciclopirox-Clindamycin","Clindamycin_Ciclopirox",2
"Clindamycin-Moxifloxacin","Clindamycin_Moxifloxacin",2
"Clindamycin-Phleomycin","Clindamycin_Phleomycin",1
"Doxycycline-Oxacillin","Doxycycline_Oxacillin",1
"Cefotaxime-Doxycycline","Doxycycline_Cefotaxime",2
"Cefaclor-Doxycycline","Doxycycline_Cefaclor",2
"Cefsulodin-Doxycycline","Doxycycline_Cefsulodin",2
"Doxycycline-Piperacillin","Doxycycline_Piperacillin",2
"Doxycycline-Penicillin G","Doxycycline_Penicillin G",1
"Doxycycline-Imipenem","Doxycycline_Imipenem",1
"Doxycycline-Mecillinam","Doxycycline_Mecillinam",1
"Aztreonam-Doxycycline","Doxycycline_Aztreonam",1
"Cephalexin-Doxycycline","Doxycycline_Cephalexin",4
"A22-Doxycycline","Doxycycline_A22",1
"Doxycycline-Teicoplanin","Doxycycline_Teicoplanin",3
"Bacitracin-Doxycycline","Doxycycline_Bacitracin",1
"Doxycycline-Fosfomycin","Doxycycline_Fosfomycin",1
"Doxycycline-Metronidazole","Doxycycline_Metronidazole",1
"Clofazimine-Doxycycline","Doxycycline_Clofazimine",1
"Doxorubicin-Doxycycline","Doxycycline_Doxorubicin",1
"Doxycycline-Mitomycin C","Doxycycline_Mitomycin C",1
"Doxycycline-Rifampicin","Doxycycline_Rifampicin",2
"Doxycycline-Novobiocin","Doxycycline_Novobiocin",4
"Doxycycline-Levofloxacin","Doxycycline_Levofloxacin",1
"Doxycycline-Trimethoprim","Doxycycline_Trimethoprim",1
"Doxycycline-Sulfamonomethoxine","Doxycycline_Sulfamonomethoxine",2
"Doxycycline-Nitrofurantoin","Doxycycline_Nitrofurantoin",1
"Bleomycin-Doxycycline","Doxycycline_Bleomycin",1
"Doxycycline-Polymyxin B","Doxycycline_Polymyxin B",2
"Chlorhexidine-Doxycycline","Doxycycline_Chlorhexidine",2
"Benzalkonium-Doxycycline","Doxycycline_Benzalkonium",2
"Doxycycline-EGCG","Doxycycline_EGCG",2
"Cerulenin-Doxycycline","Doxycycline_Cerulenin",1
"Doxycycline-Nisin","Doxycycline_Nisin",3
"Daptomycin-Doxycycline","Doxycycline_Daptomycin",4
"CCCP-Doxycycline","Doxycycline_CCCP",4
"Doxycycline-Nonactin","Doxycycline_Nonactin",4
"Doxycycline-Paraquat","Doxycycline_Paraquat",1
"Doxycycline-Fusidic acid","Doxycycline_Fusidic acid",2
"Doxycycline-Puromycin","Doxycycline_Puromycin",3
"Doxycycline-Linezolid","Doxycycline_Linezolid",1
"Clindamycin-Doxycycline","Doxycycline_Clindamycin",2
"Doxycycline-Minocycline","Doxycycline_Minocycline",2
"Doxycycline-Tigecycline","Doxycycline_Tigecycline",4
"Doxycycline-Spectinomycin","Doxycycline_Spectinomycin",2
"Amikacin-Doxycycline","Doxycycline_Amikacin",2
"Doxycycline-Tobramycin","Doxycycline_Tobramycin",2
"Doxycycline-Spiramycin","Doxycycline_Spiramycin",1
"Doxycycline-Erythromycin","Doxycycline_Erythromycin",2
"Clarithromycin-Doxycycline","Doxycycline_Clarithromycin",2
"Caffeine-Doxycycline","Doxycycline_Caffeine",1
"Doxycycline-Vanillin","Doxycycline_Vanillin",1
"Doxycycline-Reserpine","Doxycycline_Reserpine",1
"Doxycycline-Procaine","Doxycycline_Procaine",2
"Doxycycline-Theophylline","Doxycycline_Theophylline",3
"Doxycycline-Loperamide","Doxycycline_Loperamide",2
"Doxycycline-Verapamil","Doxycycline_Verapamil",2
"Doxycycline-Meropenem","Doxycycline_Meropenem",1
"Colistin-Doxycycline","Doxycycline_Colistin",2
"CHIR-90-Doxycycline","Doxycycline_CHIR-90",2
"Doxycycline-Triclosan","Doxycycline_Triclosan",2
"Doxycycline-Gentamicin","Doxycycline_Gentamicin",2
"Azithromycin-Doxycycline","Doxycycline_Azithromycin",2
"Curcumin-Doxycycline","Doxycycline_Curcumin",1
"Berberine-Doxycycline","Doxycycline_Berberine",4
"Doxycycline-Metformin","Doxycycline_Metformin",2
"Doxycycline-Phenformin","Doxycycline_Phenformin",2
"Doxycycline-Streptozotocin","Doxycycline_Streptozotocin",3
"Diclofenac-Doxycycline","Doxycycline_Diclofenac",4
"Acetylsalisylic acid-Doxycycline","Doxycycline_Acetylsalisylic acid",4
"Ciclopirox-Doxycycline","Doxycycline_Ciclopirox",1
"Doxycycline-Moxifloxacin","Doxycycline_Moxifloxacin",1
"Doxycycline-Phleomycin","Doxycycline_Phleomycin",1
"Minocycline-Penicillin G","Minocycline_Penicillin G",1
"Imipenem-Minocycline","Minocycline_Imipenem",3
"Aztreonam-Minocycline","Minocycline_Aztreonam",1
"Minocycline-Teicoplanin","Minocycline_Teicoplanin",2
"Metronidazole-Minocycline","Minocycline_Metronidazole",2
"Clofazimine-Minocycline","Minocycline_Clofazimine",3
"Doxorubicin-Minocycline","Minocycline_Doxorubicin",2
"Minocycline-Mitomycin C","Minocycline_Mitomycin C",1
"Minocycline-Rifampicin","Minocycline_Rifampicin",2
"Bleomycin-Minocycline","Minocycline_Bleomycin",1
"Chlorhexidine-Minocycline","Minocycline_Chlorhexidine",2
"EGCG-Minocycline","Minocycline_EGCG",2
"Cerulenin-Minocycline","Minocycline_Cerulenin",1
"Minocycline-Nisin","Minocycline_Nisin",3
"Daptomycin-Minocycline","Minocycline_Daptomycin",3
"Minocycline-Nonactin","Minocycline_Nonactin",1
"Minocycline-Puromycin","Minocycline_Puromycin",3
"Linezolid-Minocycline","Minocycline_Linezolid",3
"Minocycline-Tigecycline","Minocycline_Tigecycline",2
"Minocycline-Tobramycin","Minocycline_Tobramycin",3
"Clarithromycin-Minocycline","Minocycline_Clarithromycin",3
"Caffeine-Minocycline","Minocycline_Caffeine",3
"Minocycline-Reserpine","Minocycline_Reserpine",1
"Minocycline-Theophylline","Minocycline_Theophylline",1
"Meropenem-Minocycline","Minocycline_Meropenem",4
"Colistin-Minocycline","Minocycline_Colistin",2
"CHIR-90-Minocycline","Minocycline_CHIR-90",2
"Minocycline-Triclosan","Minocycline_Triclosan",1
"Gentamicin-Minocycline","Minocycline_Gentamicin",1
"Azithromycin-Minocycline","Minocycline_Azithromycin",2
"Curcumin-Minocycline","Minocycline_Curcumin",2
"Berberine-Minocycline","Minocycline_Berberine",2
"Metformin-Minocycline","Minocycline_Metformin",4
"Minocycline-Phenformin","Minocycline_Phenformin",4
"Minocycline-Streptozotocin","Minocycline_Streptozotocin",1
"Diclofenac-Minocycline","Minocycline_Diclofenac",4
"Acetylsalisylic acid-Minocycline","Minocycline_Acetylsalisylic acid",2
"Ciclopirox-Minocycline","Minocycline_Ciclopirox",2
"Minocycline-Moxifloxacin","Minocycline_Moxifloxacin",1
"Minocycline-Phleomycin","Minocycline_Phleomycin",1
"Mitomycin C-Tigecycline","Tigecycline_Mitomycin C",2
"Meropenem-Tigecycline","Tigecycline_Meropenem",3
"Colistin-Tigecycline","Tigecycline_Colistin",2
"CHIR-90-Tigecycline","Tigecycline_CHIR-90",1
"Tigecycline-Triclosan","Tigecycline_Triclosan",4
"Gentamicin-Tigecycline","Tigecycline_Gentamicin",4
"Azithromycin-Tigecycline","Tigecycline_Azithromycin",3
"Curcumin-Tigecycline","Tigecycline_Curcumin",1
"Berberine-Tigecycline","Tigecycline_Berberine",1
"Metformin-Tigecycline","Tigecycline_Metformin",1
"Phenformin-Tigecycline","Tigecycline_Phenformin",4
"Streptozotocin-Tigecycline","Tigecycline_Streptozotocin",4
"Diclofenac-Tigecycline","Tigecycline_Diclofenac",1
"Acetylsalisylic acid-Tigecycline","Tigecycline_Acetylsalisylic acid",2
"Ciclopirox-Tigecycline","Tigecycline_Ciclopirox",3
"Moxifloxacin-Tigecycline","Tigecycline_Moxifloxacin",2
"Phleomycin-Tigecycline","Tigecycline_Phleomycin",3
"Oxacillin-Spectinomycin","Spectinomycin_Oxacillin",1
"Cefotaxime-Spectinomycin","Spectinomycin_Cefotaxime",1
"Cefaclor-Spectinomycin","Spectinomycin_Cefaclor",1
"Cefsulodin-Spectinomycin","Spectinomycin_Cefsulodin",4
"Piperacillin-Spectinomycin","Spectinomycin_Piperacillin",3
"Penicillin G-Spectinomycin","Spectinomycin_Penicillin G",1
"Imipenem-Spectinomycin","Spectinomycin_Imipenem",1
"Mecillinam-Spectinomycin","Spectinomycin_Mecillinam",1
"Aztreonam-Spectinomycin","Spectinomycin_Aztreonam",1
"Cephalexin-Spectinomycin","Spectinomycin_Cephalexin",2
"A22-Spectinomycin","Spectinomycin_A22",1
"Spectinomycin-Teicoplanin","Spectinomycin_Teicoplanin",1
"Bacitracin-Spectinomycin","Spectinomycin_Bacitracin",1
"Fosfomycin-Spectinomycin","Spectinomycin_Fosfomycin",1
"Metronidazole-Spectinomycin","Spectinomycin_Metronidazole",1
"Clofazimine-Spectinomycin","Spectinomycin_Clofazimine",1
"Doxorubicin-Spectinomycin","Spectinomycin_Doxorubicin",1
"Mitomycin C-Spectinomycin","Spectinomycin_Mitomycin C",3
"Rifampicin-Spectinomycin","Spectinomycin_Rifampicin",2
"Novobiocin-Spectinomycin","Spectinomycin_Novobiocin",1
"Levofloxacin-Spectinomycin","Spectinomycin_Levofloxacin",1
"Spectinomycin-Trimethoprim","Spectinomycin_Trimethoprim",1
"Spectinomycin-Sulfamonomethoxine","Spectinomycin_Sulfamonomethoxine",2
"Nitrofurantoin-Spectinomycin","Spectinomycin_Nitrofurantoin",2
"Bleomycin-Spectinomycin","Spectinomycin_Bleomycin",1
"Polymyxin B-Spectinomycin","Spectinomycin_Polymyxin B",3
"Chlorhexidine-Spectinomycin","Spectinomycin_Chlorhexidine",1
"Benzalkonium-Spectinomycin","Spectinomycin_Benzalkonium",1
"EGCG-Spectinomycin","Spectinomycin_EGCG",3
"Cerulenin-Spectinomycin","Spectinomycin_Cerulenin",1
"Nisin-Spectinomycin","Spectinomycin_Nisin",1
"Daptomycin-Spectinomycin","Spectinomycin_Daptomycin",1
"CCCP-Spectinomycin","Spectinomycin_CCCP",1
"Nonactin-Spectinomycin","Spectinomycin_Nonactin",4
"Paraquat-Spectinomycin","Spectinomycin_Paraquat",4
"Fusidic acid-Spectinomycin","Spectinomycin_Fusidic acid",3
"Puromycin-Spectinomycin","Spectinomycin_Puromycin",1
"Linezolid-Spectinomycin","Spectinomycin_Linezolid",4
"Clindamycin-Spectinomycin","Spectinomycin_Clindamycin",1
"Minocycline-Spectinomycin","Spectinomycin_Minocycline",1
"Spectinomycin-Tigecycline","Spectinomycin_Tigecycline",1
"Amikacin-Spectinomycin","Spectinomycin_Amikacin",1
"Spectinomycin-Tobramycin","Spectinomycin_Tobramycin",1
"Spectinomycin-Spiramycin","Spectinomycin_Spiramycin",1
"Erythromycin-Spectinomycin","Spectinomycin_Erythromycin",1
"Clarithromycin-Spectinomycin","Spectinomycin_Clarithromycin",1
"Caffeine-Spectinomycin","Spectinomycin_Caffeine",3
"Spectinomycin-Vanillin","Spectinomycin_Vanillin",2
"Reserpine-Spectinomycin","Spectinomycin_Reserpine",3
"Procaine-Spectinomycin","Spectinomycin_Procaine",1
"Spectinomycin-Theophylline","Spectinomycin_Theophylline",3
"Loperamide-Spectinomycin","Spectinomycin_Loperamide",2
"Spectinomycin-Verapamil","Spectinomycin_Verapamil",2
"Meropenem-Spectinomycin","Spectinomycin_Meropenem",3
"Colistin-Spectinomycin","Spectinomycin_Colistin",1
"CHIR-90-Spectinomycin","Spectinomycin_CHIR-90",1
"Spectinomycin-Triclosan","Spectinomycin_Triclosan",3
"Gentamicin-Spectinomycin","Spectinomycin_Gentamicin",1
"Azithromycin-Spectinomycin","Spectinomycin_Azithromycin",4
"Curcumin-Spectinomycin","Spectinomycin_Curcumin",1
"Berberine-Spectinomycin","Spectinomycin_Berberine",4
"Metformin-Spectinomycin","Spectinomycin_Metformin",1
"Phenformin-Spectinomycin","Spectinomycin_Phenformin",2
"Spectinomycin-Streptozotocin","Spectinomycin_Streptozotocin",3
"Diclofenac-Spectinomycin","Spectinomycin_Diclofenac",2
"Acetylsalisylic acid-Spectinomycin","Spectinomycin_Acetylsalisylic acid",2
"Ciclopirox-Spectinomycin","Spectinomycin_Ciclopirox",1
"Moxifloxacin-Spectinomycin","Spectinomycin_Moxifloxacin",1
"Phleomycin-Spectinomycin","Spectinomycin_Phleomycin",1
"Amikacin-Cefotaxime","Amikacin_Cefotaxime",2
"Amikacin-Cefaclor","Amikacin_Cefaclor",2
"Amikacin-Cefsulodin","Amikacin_Cefsulodin",1
"Amikacin-Piperacillin","Amikacin_Piperacillin",2
"Amikacin-Penicillin G","Amikacin_Penicillin G",2
"Amikacin-Imipenem","Amikacin_Imipenem",2
"Amikacin-Mecillinam","Amikacin_Mecillinam",2
"Amikacin-Aztreonam","Amikacin_Aztreonam",2
"Amikacin-Cephalexin","Amikacin_Cephalexin",1
"A22-Amikacin","Amikacin_A22",3
"Amikacin-Teicoplanin","Amikacin_Teicoplanin",3
"Amikacin-Metronidazole","Amikacin_Metronidazole",3
"Amikacin-Clofazimine","Amikacin_Clofazimine",4
"Amikacin-Doxorubicin","Amikacin_Doxorubicin",1
"Amikacin-Mitomycin C","Amikacin_Mitomycin C",2
"Amikacin-Rifampicin","Amikacin_Rifampicin",1
"Amikacin-Levofloxacin","Amikacin_Levofloxacin",2
"Amikacin-Trimethoprim","Amikacin_Trimethoprim",1
"Amikacin-Sulfamonomethoxine","Amikacin_Sulfamonomethoxine",3
"Amikacin-Nitrofurantoin","Amikacin_Nitrofurantoin",2
"Amikacin-Bleomycin","Amikacin_Bleomycin",2
"Amikacin-Chlorhexidine","Amikacin_Chlorhexidine",1
"Amikacin-Benzalkonium","Amikacin_Benzalkonium",1
"Amikacin-EGCG","Amikacin_EGCG",1
"Amikacin-Cerulenin","Amikacin_Cerulenin",2
"Amikacin-Nisin","Amikacin_Nisin",3
"Amikacin-Daptomycin","Amikacin_Daptomycin",1
"Amikacin-CCCP","Amikacin_CCCP",1
"Amikacin-Nonactin","Amikacin_Nonactin",4
"Amikacin-Paraquat","Amikacin_Paraquat",2
"Amikacin-Puromycin","Amikacin_Puromycin",2
"Amikacin-Linezolid","Amikacin_Linezolid",1
"Amikacin-Clindamycin","Amikacin_Clindamycin",1
"Amikacin-Minocycline","Amikacin_Minocycline",2
"Amikacin-Tigecycline","Amikacin_Tigecycline",3
"Amikacin-Tobramycin","Amikacin_Tobramycin",2
"Amikacin-Spiramycin","Amikacin_Spiramycin",1
"Amikacin-Erythromycin","Amikacin_Erythromycin",1
"Amikacin-Clarithromycin","Amikacin_Clarithromycin",1
"Amikacin-Caffeine","Amikacin_Caffeine",3
"Amikacin-Vanillin","Amikacin_Vanillin",4
"Amikacin-Reserpine","Amikacin_Reserpine",1
"Amikacin-Procaine","Amikacin_Procaine",1
"Amikacin-Theophylline","Amikacin_Theophylline",1
"Amikacin-Loperamide","Amikacin_Loperamide",1
"Amikacin-Verapamil","Amikacin_Verapamil",4
"Amikacin-Meropenem","Amikacin_Meropenem",2
"Amikacin-Colistin","Amikacin_Colistin",1
"Amikacin-CHIR-90","Amikacin_CHIR-90",2
"Amikacin-Triclosan","Amikacin_Triclosan",3
"Amikacin-Gentamicin","Amikacin_Gentamicin",2
"Amikacin-Azithromycin","Amikacin_Azithromycin",1
"Amikacin-Curcumin","Amikacin_Curcumin",1
"Amikacin-Berberine","Amikacin_Berberine",1
"Amikacin-Metformin","Amikacin_Metformin",1
"Amikacin-Phenformin","Amikacin_Phenformin",3
"Amikacin-Streptozotocin","Amikacin_Streptozotocin",2
"Amikacin-Diclofenac","Amikacin_Diclofenac",3
"Acetylsalisylic acid-Amikacin","Amikacin_Acetylsalisylic acid",2
"Amikacin-Ciclopirox","Amikacin_Ciclopirox",1
"Amikacin-Moxifloxacin","Amikacin_Moxifloxacin",2
"Amikacin-Phleomycin","Amikacin_Phleomycin",1
"Penicillin G-Tobramycin","Tobramycin_Penicillin G",4
"Imipenem-Tobramycin","Tobramycin_Imipenem",1
"Aztreonam-Tobramycin","Tobramycin_Aztreonam",2
"Teicoplanin-Tobramycin","Tobramycin_Teicoplanin",2
"Metronidazole-Tobramycin","Tobramycin_Metronidazole",2
