drug_pair,Drug1,Drug2,clusters
Erythromycin_Oxacillin,Erythromycin,Oxacillin,6
Erythromycin_Paraquat,Erythromycin,Paraquat,8
Erythromycin_Penicillin G,Erythromycin,Penicillin G,8
Erythromycin_Phenformin,Erythromycin,Phenformin,8
Erythromycin_Phleomycin,Erythromycin,Phleomycin,9
Erythromycin_Piperacillin,Erythromycin,Piperacillin,4
Erythromycin_Polymyxin B,Erythromycin,Polymyxin B,13
Erythromycin_Procaine,Erythromycin,Procaine,5
Erythromycin_Puromycin,Erythromycin,Puromycin,9
Erythromycin_Reserpine,Erythromycin,Reserpine,4
Erythromycin_Rifampicin,Erythromycin,Rifampicin,10
Erythromycin_Spectinomycin,Erythromycin,Spectinomycin,2
Erythromycin_Spiramycin,Erythromycin,Spiramycin,4
Erythromycin_Streptozotocin,Erythromycin,Streptozotocin,12
Erythromycin_Sulfamonomethoxine,Erythromycin,Sulfamonomethoxine,4
Erythromycin_Teicoplanin,Erythromycin,Teicoplanin,10
Erythromycin_Theophylline,Erythromycin,Theophylline,8
Erythromycin_Tigecycline,Erythromycin,Tigecycline,8
Erythromycin_Tobramycin,Erythromycin,Tobramycin,2
Erythromycin_Triclosan,Erythromycin,Triclosan,4
Erythromycin_Trimethoprim,Erythromycin,Trimethoprim,4
Erythromycin_Vanillin,Erythromycin,Vanillin,4
Erythromycin_Verapamil,Erythromycin,Verapamil,4
Fosfomycin_Fusidic acid,Fosfomycin,Fusidic acid,2
Fosfomycin_Gentamicin,Fosfomycin,Gentamicin,2
Fosfomycin_Imipenem,Fosfomycin,Imipenem,3
Fosfomycin_Levofloxacin,Fosfomycin,Levofloxacin,1
Fosfomycin_Linezolid,Fosfomycin,Linezolid,9
Fosfomycin_Loperamide,Fosfomycin,Loperamide,3
Fosfomycin_Mecillinam,Fosfomycin,Mecillinam,7
Fosfomycin_Meropenem,Fosfomycin,Meropenem,3
Fosfomycin_Metformin,Fosfomycin,Metformin,5
Fosfomycin_Metronidazole,Fosfomycin,Metronidazole,10
Fosfomycin_Minocycline,Fosfomycin,Minocycline,2
Fosfomycin_Mitomycin C,Fosfomycin,Mitomycin C,1
Fosfomycin_Moxifloxacin,Fosfomycin,Moxifloxacin,1
Fosfomycin_Nisin,Fosfomycin,Nisin,5
Fosfomycin_Nitrofurantoin,Fosfomycin,Nitrofurantoin,3
Fosfomycin_Nonactin,Fosfomycin,Nonactin,4
Fosfomycin_Novobiocin,Fosfomycin,Novobiocin,2
Fosfomycin_Oxacillin,Fosfomycin,Oxacillin,3
Fosfomycin_Paraquat,Fosfomycin,Paraquat,13
Fosfomycin_Penicillin G,Fosfomycin,Penicillin G,13
Fosfomycin_Phenformin,Fosfomycin,Phenformin,3
Fosfomycin_Phleomycin,Fosfomycin,Phleomycin,2
Fosfomycin_Piperacillin,Fosfomycin,Piperacillin,13
Fosfomycin_Polymyxin B,Fosfomycin,Polymyxin B,12
Fosfomycin_Procaine,Fosfomycin,Procaine,1
Fosfomycin_Puromycin,Fosfomycin,Puromycin,2
Fosfomycin_Reserpine,Fosfomycin,Reserpine,13
Fosfomycin_Rifampicin,Fosfomycin,Rifampicin,2
Fosfomycin_Spectinomycin,Fosfomycin,Spectinomycin,2
Fosfomycin_Spiramycin,Fosfomycin,Spiramycin,12
Fosfomycin_Streptozotocin,Fosfomycin,Streptozotocin,9
Fosfomycin_Sulfamonomethoxine,Fosfomycin,Sulfamonomethoxine,5
Fosfomycin_Teicoplanin,Fosfomycin,Teicoplanin,3
Fosfomycin_Theophylline,Fosfomycin,Theophylline,3
Fosfomycin_Tigecycline,Fosfomycin,Tigecycline,10
Fosfomycin_Tobramycin,Fosfomycin,Tobramycin,2
Fosfomycin_Triclosan,Fosfomycin,Triclosan,11
Fosfomycin_Trimethoprim,Fosfomycin,Trimethoprim,2
Fosfomycin_Vanillin,Fosfomycin,Vanillin,13
Fosfomycin_Verapamil,Fosfomycin,Verapamil,10
Fusidic acid_Gentamicin,Fusidic acid,Gentamicin,13
Fusidic acid_Imipenem,Fusidic acid,Imipenem,10
Fusidic acid_Levofloxacin,Fusidic acid,Levofloxacin,8
Fusidic acid_Linezolid,Fusidic acid,Linezolid,4
Fusidic acid_Loperamide,Fusidic acid,Loperamide,4
Fusidic acid_Mecillinam,Fusidic acid,Mecillinam,12
Fusidic acid_Meropenem,Fusidic acid,Meropenem,7
Fusidic acid_Metformin,Fusidic acid,Metformin,13
Fusidic acid_Metronidazole,Fusidic acid,Metronidazole,4
Fusidic acid_Minocycline,Fusidic acid,Minocycline,4
Fusidic acid_Mitomycin C,Fusidic acid,Mitomycin C,8
Fusidic acid_Moxifloxacin,Fusidic acid,Moxifloxacin,5
Fusidic acid_Nisin,Fusidic acid,Nisin,8
Fusidic acid_Nitrofurantoin,Fusidic acid,Nitrofurantoin,9
Fusidic acid_Nonactin,Fusidic acid,Nonactin,6
Fusidic acid_Novobiocin,Fusidic acid,Novobiocin,13
Fusidic acid_Oxacillin,Fusidic acid,Oxacillin,10
Fusidic acid_Paraquat,Fusidic acid,Paraquat,12
Fusidic acid_Penicillin G,Fusidic acid,Penicillin G,9
Fusidic acid_Phenformin,Fusidic acid,Phenformin,4
Fusidic acid_Phleomycin,Fusidic acid,Phleomycin,8
Fusidic acid_Piperacillin,Fusidic acid,Piperacillin,3
Fusidic acid_Polymyxin B,Fusidic acid,Polymyxin B,13
Fusidic acid_Procaine,Fusidic acid,Procaine,13
Fusidic acid_Puromycin,Fusidic acid,Puromycin,13
Fusidic acid_Reserpine,Fusidic acid,Reserpine,4
Fusidic acid_Rifampicin,Fusidic acid,Rifampicin,10
Fusidic acid_Spectinomycin,Fusidic acid,Spectinomycin,4
Fusidic acid_Spiramycin,Fusidic acid,Spiramycin,8
Fusidic acid_Streptozotocin,Fusidic acid,Streptozotocin,2
Fusidic acid_Sulfamonomethoxine,Fusidic acid,Sulfamonomethoxine,9
Fusidic acid_Teicoplanin,Fusidic acid,Teicoplanin,4
Fusidic acid_Theophylline,Fusidic acid,Theophylline,4
Fusidic acid_Tigecycline,Fusidic acid,Tigecycline,8
Fusidic acid_Tobramycin,Fusidic acid,Tobramycin,13
Fusidic acid_Triclosan,Fusidic acid,Triclosan,10
Fusidic acid_Trimethoprim,Fusidic acid,Trimethoprim,2
Fusidic acid_Vanillin,Fusidic acid,Vanillin,1
Fusidic acid_Verapamil,Fusidic acid,Verapamil,13
Gentamicin_Imipenem,Gentamicin,Imipenem,12
Gentamicin_Levofloxacin,Gentamicin,Levofloxacin,2
Gentamicin_Linezolid,Gentamicin,Linezolid,5
Gentamicin_Loperamide,Gentamicin,Loperamide,1
Gentamicin_Mecillinam,Gentamicin,Mecillinam,2
Gentamicin_Metronidazole,Gentamicin,Metronidazole,12
Gentamicin_Minocycline,Gentamicin,Minocycline,2
Gentamicin_Mitomycin C,Gentamicin,Mitomycin C,4
Gentamicin_Nisin,Gentamicin,Nisin,12
Gentamicin_Nitrofurantoin,Gentamicin,Nitrofurantoin,2
Gentamicin_Nonactin,Gentamicin,Nonactin,4
Gentamicin_Novobiocin,Gentamicin,Novobiocin,5
Gentamicin_Oxacillin,Gentamicin,Oxacillin,11
Gentamicin_Paraquat,Gentamicin,Paraquat,7
Gentamicin_Penicillin G,Gentamicin,Penicillin G,8
Gentamicin_Piperacillin,Gentamicin,Piperacillin,4
Gentamicin_Polymyxin B,Gentamicin,Polymyxin B,2
Gentamicin_Procaine,Gentamicin,Procaine,2
Gentamicin_Puromycin,Gentamicin,Puromycin,3
Gentamicin_Reserpine,Gentamicin,Reserpine,3
Gentamicin_Rifampicin,Gentamicin,Rifampicin,2
Gentamicin_Spectinomycin,Gentamicin,Spectinomycin,2
Gentamicin_Spiramycin,Gentamicin,Spiramycin,1
Gentamicin_Sulfamonomethoxine,Gentamicin,Sulfamonomethoxine,5
Gentamicin_Teicoplanin,Gentamicin,Teicoplanin,12
Gentamicin_Theophylline,Gentamicin,Theophylline,5
Gentamicin_Tigecycline,Gentamicin,Tigecycline,12
Gentamicin_Tobramycin,Gentamicin,Tobramycin,3
Gentamicin_Trimethoprim,Gentamicin,Trimethoprim,12
Gentamicin_Vanillin,Gentamicin,Vanillin,7
Gentamicin_Verapamil,Gentamicin,Verapamil,12
Imipenem_Levofloxacin,Imipenem,Levofloxacin,2
Imipenem_Linezolid,Imipenem,Linezolid,2
Imipenem_Loperamide,Imipenem,Loperamide,5
Imipenem_Mecillinam,Imipenem,Mecillinam,3
Imipenem_Meropenem,Imipenem,Meropenem,13
Imipenem_Metformin,Imipenem,Metformin,1
Imipenem_Metronidazole,Imipenem,Metronidazole,3
Imipenem_Minocycline,Imipenem,Minocycline,5
Imipenem_Mitomycin C,Imipenem,Mitomycin C,8
Imipenem_Moxifloxacin,Imipenem,Moxifloxacin,2
Imipenem_Nisin,Imipenem,Nisin,4
Imipenem_Nitrofurantoin,Imipenem,Nitrofurantoin,4
Imipenem_Nonactin,Imipenem,Nonactin,6
Imipenem_Novobiocin,Imipenem,Novobiocin,3
Imipenem_Oxacillin,Imipenem,Oxacillin,3
Imipenem_Paraquat,Imipenem,Paraquat,3
Imipenem_Penicillin G,Imipenem,Penicillin G,10
Imipenem_Phenformin,Imipenem,Phenformin,3
Imipenem_Phleomycin,Imipenem,Phleomycin,11
Imipenem_Piperacillin,Imipenem,Piperacillin,2
Imipenem_Polymyxin B,Imipenem,Polymyxin B,6
Imipenem_Procaine,Imipenem,Procaine,12
Imipenem_Puromycin,Imipenem,Puromycin,12
Imipenem_Reserpine,Imipenem,Reserpine,1
Imipenem_Rifampicin,Imipenem,Rifampicin,12
Imipenem_Spectinomycin,Imipenem,Spectinomycin,2
Imipenem_Spiramycin,Imipenem,Spiramycin,1
Imipenem_Streptozotocin,Imipenem,Streptozotocin,2
Imipenem_Sulfamonomethoxine,Imipenem,Sulfamonomethoxine,10
Imipenem_Teicoplanin,Imipenem,Teicoplanin,6
Imipenem_Theophylline,Imipenem,Theophylline,4
Imipenem_Tigecycline,Imipenem,Tigecycline,4
Imipenem_Tobramycin,Imipenem,Tobramycin,1
Imipenem_Triclosan,Imipenem,Triclosan,3
Imipenem_Trimethoprim,Imipenem,Trimethoprim,4
Imipenem_Vanillin,Imipenem,Vanillin,4
Imipenem_Verapamil,Imipenem,Verapamil,5
Levofloxacin_Linezolid,Levofloxacin,Linezolid,9
Levofloxacin_Loperamide,Levofloxacin,Loperamide,4
Levofloxacin_Mecillinam,Levofloxacin,Mecillinam,8
Levofloxacin_Meropenem,Levofloxacin,Meropenem,5
Levofloxacin_Metformin,Levofloxacin,Metformin,13
Levofloxacin_Metronidazole,Levofloxacin,Metronidazole,3
Levofloxacin_Minocycline,Levofloxacin,Minocycline,2
Levofloxacin_Mitomycin C,Levofloxacin,Mitomycin C,8
Levofloxacin_Moxifloxacin,Levofloxacin,Moxifloxacin,3
Levofloxacin_Nisin,Levofloxacin,Nisin,4
Levofloxacin_Nitrofurantoin,Levofloxacin,Nitrofurantoin,8
Levofloxacin_Nonactin,Levofloxacin,Nonactin,9
Levofloxacin_Novobiocin,Levofloxacin,Novobiocin,2
Levofloxacin_Oxacillin,Levofloxacin,Oxacillin,3
Levofloxacin_Paraquat,Levofloxacin,Paraquat,2
Levofloxacin_Penicillin G,Levofloxacin,Penicillin G,2
Levofloxacin_Phenformin,Levofloxacin,Phenformin,4
Levofloxacin_Phleomycin,Levofloxacin,Phleomycin,3
Levofloxacin_Piperacillin,Levofloxacin,Piperacillin,4
Levofloxacin_Polymyxin B,Levofloxacin,Polymyxin B,8
Levofloxacin_Procaine,Levofloxacin,Procaine,3
Levofloxacin_Puromycin,Levofloxacin,Puromycin,2
Levofloxacin_Reserpine,Levofloxacin,Reserpine,4
Levofloxacin_Rifampicin,Levofloxacin,Rifampicin,2
Levofloxacin_Spectinomycin,Levofloxacin,Spectinomycin,2
Levofloxacin_Spiramycin,Levofloxacin,Spiramycin,8
Levofloxacin_Streptozotocin,Levofloxacin,Streptozotocin,13
Levofloxacin_Sulfamonomethoxine,Levofloxacin,Sulfamonomethoxine,8
Levofloxacin_Teicoplanin,Levofloxacin,Teicoplanin,8
Levofloxacin_Theophylline,Levofloxacin,Theophylline,3
Levofloxacin_Tigecycline,Levofloxacin,Tigecycline,8
Levofloxacin_Tobramycin,Levofloxacin,Tobramycin,7
Levofloxacin_Triclosan,Levofloxacin,Triclosan,4
Levofloxacin_Trimethoprim,Levofloxacin,Trimethoprim,1
Levofloxacin_Vanillin,Levofloxacin,Vanillin,2
Levofloxacin_Verapamil,Levofloxacin,Verapamil,3
Linezolid_Loperamide,Linezolid,Loperamide,5
Linezolid_Mecillinam,Linezolid,Mecillinam,8
Linezolid_Meropenem,Linezolid,Meropenem,5
Linezolid_Metformin,Linezolid,Metformin,3
Linezolid_Metronidazole,Linezolid,Metronidazole,1
Linezolid_Minocycline,Linezolid,Minocycline,8
Linezolid_Mitomycin C,Linezolid,Mitomycin C,10
Linezolid_Moxifloxacin,Linezolid,Moxifloxacin,2
Linezolid_Nisin,Linezolid,Nisin,2
Linezolid_Nitrofurantoin,Linezolid,Nitrofurantoin,2
Linezolid_Nonactin,Linezolid,Nonactin,6
Linezolid_Novobiocin,Linezolid,Novobiocin,8
Linezolid_Oxacillin,Linezolid,Oxacillin,1
Linezolid_Paraquat,Linezolid,Paraquat,5
Linezolid_Penicillin G,Linezolid,Penicillin G,1
Linezolid_Phenformin,Linezolid,Phenformin,11
Linezolid_Phleomycin,Linezolid,Phleomycin,10
Linezolid_Piperacillin,Linezolid,Piperacillin,9
Linezolid_Polymyxin B,Linezolid,Polymyxin B,1
Linezolid_Procaine,Linezolid,Procaine,5
Linezolid_Puromycin,Linezolid,Puromycin,9
Linezolid_Reserpine,Linezolid,Reserpine,3
Linezolid_Rifampicin,Linezolid,Rifampicin,2
Linezolid_Spectinomycin,Linezolid,Spectinomycin,10
Linezolid_Spiramycin,Linezolid,Spiramycin,10
Linezolid_Streptozotocin,Linezolid,Streptozotocin,8
Linezolid_Sulfamonomethoxine,Linezolid,Sulfamonomethoxine,10
Linezolid_Teicoplanin,Linezolid,Teicoplanin,1
Linezolid_Theophylline,Linezolid,Theophylline,9
Linezolid_Tigecycline,Linezolid,Tigecycline,3
Linezolid_Tobramycin,Linezolid,Tobramycin,1
Linezolid_Triclosan,Linezolid,Triclosan,3
Linezolid_Trimethoprim,Linezolid,Trimethoprim,5
Linezolid_Vanillin,Linezolid,Vanillin,3
Linezolid_Verapamil,Linezolid,Verapamil,1
Loperamide_Mecillinam,Loperamide,Mecillinam,7
Loperamide_Meropenem,Loperamide,Meropenem,3
Loperamide_Metformin,Loperamide,Metformin,9
Loperamide_Metronidazole,Loperamide,Metronidazole,10
Loperamide_Minocycline,Loperamide,Minocycline,4
Loperamide_Mitomycin C,Loperamide,Mitomycin C,7
Loperamide_Moxifloxacin,Loperamide,Moxifloxacin,5
Loperamide_Nisin,Loperamide,Nisin,9
Loperamide_Nitrofurantoin,Loperamide,Nitrofurantoin,2
Loperamide_Nonactin,Loperamide,Nonactin,12
Loperamide_Novobiocin,Loperamide,Novobiocin,12
Loperamide_Oxacillin,Loperamide,Oxacillin,1
Loperamide_Paraquat,Loperamide,Paraquat,4
Loperamide_Penicillin G,Loperamide,Penicillin G,5
Loperamide_Phenformin,Loperamide,Phenformin,11
Loperamide_Phleomycin,Loperamide,Phleomycin,8
Loperamide_Piperacillin,Loperamide,Piperacillin,8
Loperamide_Polymyxin B,Loperamide,Polymyxin B,13
Loperamide_Procaine,Loperamide,Procaine,1
Loperamide_Puromycin,Loperamide,Puromycin,8
Loperamide_Reserpine,Loperamide,Reserpine,9
Loperamide_Rifampicin,Loperamide,Rifampicin,4
Loperamide_Spectinomycin,Loperamide,Spectinomycin,4
Loperamide_Spiramycin,Loperamide,Spiramycin,4
Loperamide_Streptozotocin,Loperamide,Streptozotocin,7
Loperamide_Sulfamonomethoxine,Loperamide,Sulfamonomethoxine,5
Loperamide_Teicoplanin,Loperamide,Teicoplanin,3
Loperamide_Theophylline,Loperamide,Theophylline,1
Loperamide_Tigecycline,Loperamide,Tigecycline,4
Loperamide_Tobramycin,Loperamide,Tobramycin,5
Loperamide_Triclosan,Loperamide,Triclosan,11
Loperamide_Trimethoprim,Loperamide,Trimethoprim,7
Loperamide_Vanillin,Loperamide,Vanillin,1
Loperamide_Verapamil,Loperamide,Verapamil,3
Mecillinam_Meropenem,Mecillinam,Meropenem,13
Mecillinam_Metformin,Mecillinam,Metformin,2
Mecillinam_Metronidazole,Mecillinam,Metronidazole,5
Mecillinam_Minocycline,Mecillinam,Minocycline,2
Mecillinam_Mitomycin C,Mecillinam,Mitomycin C,8
Mecillinam_Moxifloxacin,Mecillinam,Moxifloxacin,2
Mecillinam_Nisin,Mecillinam,Nisin,4
Mecillinam_Nitrofurantoin,Mecillinam,Nitrofurantoin,9
Mecillinam_Nonactin,Mecillinam,Nonactin,12
Mecillinam_Novobiocin,Mecillinam,Novobiocin,3
Mecillinam_Oxacillin,Mecillinam,Oxacillin,3
Mecillinam_Paraquat,Mecillinam,Paraquat,10
Mecillinam_Penicillin G,Mecillinam,Penicillin G,13
Mecillinam_Phenformin,Mecillinam,Phenformin,4
Mecillinam_Phleomycin,Mecillinam,Phleomycin,3
Mecillinam_Piperacillin,Mecillinam,Piperacillin,13
Mecillinam_Polymyxin B,Mecillinam,Polymyxin B,1
Mecillinam_Procaine,Mecillinam,Procaine,2
Mecillinam_Puromycin,Mecillinam,Puromycin,2
Mecillinam_Reserpine,Mecillinam,Reserpine,8
Mecillinam_Rifampicin,Mecillinam,Rifampicin,2
Mecillinam_Spectinomycin,Mecillinam,Spectinomycin,2
Mecillinam_Spiramycin,Mecillinam,Spiramycin,1
Mecillinam_Streptozotocin,Mecillinam,Streptozotocin,6
Mecillinam_Sulfamonomethoxine,Mecillinam,Sulfamonomethoxine,5
Mecillinam_Teicoplanin,Mecillinam,Teicoplanin,2
Mecillinam_Theophylline,Mecillinam,Theophylline,4
Mecillinam_Tigecycline,Mecillinam,Tigecycline,8
Mecillinam_Tobramycin,Mecillinam,Tobramycin,1
Mecillinam_Triclosan,Mecillinam,Triclosan,3
Mecillinam_Trimethoprim,Mecillinam,Trimethoprim,8
Mecillinam_Vanillin,Mecillinam,Vanillin,8
Mecillinam_Verapamil,Mecillinam,Verapamil,3
Meropenem_Metronidazole,Meropenem,Metronidazole,3
Meropenem_Minocycline,Meropenem,Minocycline,7
Meropenem_Mitomycin C,Meropenem,Mitomycin C,8
Meropenem_Nisin,Meropenem,Nisin,3
Meropenem_Nitrofurantoin,Meropenem,Nitrofurantoin,3
Meropenem_Nonactin,Meropenem,Nonactin,2
Meropenem_Novobiocin,Meropenem,Novobiocin,3
Meropenem_Oxacillin,Meropenem,Oxacillin,13
Meropenem_Paraquat,Meropenem,Paraquat,13
Meropenem_Penicillin G,Meropenem,Penicillin G,13
Meropenem_Piperacillin,Meropenem,Piperacillin,13
Meropenem_Polymyxin B,Meropenem,Polymyxin B,7
Meropenem_Procaine,Meropenem,Procaine,2
Meropenem_Puromycin,Meropenem,Puromycin,7
Meropenem_Reserpine,Meropenem,Reserpine,12
Meropenem_Rifampicin,Meropenem,Rifampicin,2
Meropenem_Spectinomycin,Meropenem,Spectinomycin,4
Meropenem_Spiramycin,Meropenem,Spiramycin,7
Meropenem_Sulfamonomethoxine,Meropenem,Sulfamonomethoxine,5
Meropenem_Teicoplanin,Meropenem,Teicoplanin,3
Meropenem_Theophylline,Meropenem,Theophylline,3
Meropenem_Tigecycline,Meropenem,Tigecycline,4
Meropenem_Tobramycin,Meropenem,Tobramycin,12
Meropenem_Trimethoprim,Meropenem,Trimethoprim,3
Meropenem_Vanillin,Meropenem,Vanillin,5
Meropenem_Verapamil,Meropenem,Verapamil,3
Metformin_Metronidazole,Metformin,Metronidazole,9
Metformin_Minocycline,Metformin,Minocycline,12
Metformin_Mitomycin C,Metformin,Mitomycin C,1
Metformin_Nisin,Metformin,Nisin,9
Metformin_Nitrofurantoin,Metformin,Nitrofurantoin,2
Metformin_Nonactin,Metformin,Nonactin,11
Metformin_Novobiocin,Metformin,Novobiocin,13
Metformin_Oxacillin,Metformin,Oxacillin,6
Metformin_Paraquat,Metformin,Paraquat,1
Metformin_Penicillin G,Metformin,Penicillin G,2
Metformin_Piperacillin,Metformin,Piperacillin,13
Metformin_Polymyxin B,Metformin,Polymyxin B,6
Metformin_Procaine,Metformin,Procaine,5
Metformin_Puromycin,Metformin,Puromycin,9
Metformin_Reserpine,Metformin,Reserpine,4
Metformin_Rifampicin,Metformin,Rifampicin,13
Metformin_Spectinomycin,Metformin,Spectinomycin,2
Metformin_Spiramycin,Metformin,Spiramycin,2
Metformin_Sulfamonomethoxine,Metformin,Sulfamonomethoxine,8
Metformin_Teicoplanin,Metformin,Teicoplanin,10
Metformin_Theophylline,Metformin,Theophylline,8
Metformin_Tigecycline,Metformin,Tigecycline,1
Metformin_Tobramycin,Metformin,Tobramycin,2
Metformin_Trimethoprim,Metformin,Trimethoprim,2
Metformin_Vanillin,Metformin,Vanillin,4
Metformin_Verapamil,Metformin,Verapamil,9
Metronidazole_Minocycline,Metronidazole,Minocycline,5
Metronidazole_Mitomycin C,Metronidazole,Mitomycin C,5
Metronidazole_Moxifloxacin,Metronidazole,Moxifloxacin,5
Metronidazole_Nisin,Metronidazole,Nisin,5
Metronidazole_Nitrofurantoin,Metronidazole,Nitrofurantoin,8
Metronidazole_Nonactin,Metronidazole,Nonactin,1
Metronidazole_Novobiocin,Metronidazole,Novobiocin,4
Metronidazole_Oxacillin,Metronidazole,Oxacillin,1
Metronidazole_Paraquat,Metronidazole,Paraquat,5
Metronidazole_Penicillin G,Metronidazole,Penicillin G,5
Metronidazole_Phenformin,Metronidazole,Phenformin,11
Metronidazole_Phleomycin,Metronidazole,Phleomycin,4
Metronidazole_Piperacillin,Metronidazole,Piperacillin,4
Metronidazole_Polymyxin B,Metronidazole,Polymyxin B,4
Metronidazole_Procaine,Metronidazole,Procaine,4
Metronidazole_Puromycin,Metronidazole,Puromycin,5
Metronidazole_Reserpine,Metronidazole,Reserpine,10
Metronidazole_Rifampicin,Metronidazole,Rifampicin,5
Metronidazole_Spectinomycin,Metronidazole,Spectinomycin,9
Metronidazole_Spiramycin,Metronidazole,Spiramycin,5
Metronidazole_Streptozotocin,Metronidazole,Streptozotocin,7
Metronidazole_Sulfamonomethoxine,Metronidazole,Sulfamonomethoxine,5
Metronidazole_Teicoplanin,Metronidazole,Teicoplanin,5
Metronidazole_Theophylline,Metronidazole,Theophylline,12
Metronidazole_Tigecycline,Metronidazole,Tigecycline,11
Metronidazole_Tobramycin,Metronidazole,Tobramycin,11
Metronidazole_Triclosan,Metronidazole,Triclosan,3
Metronidazole_Trimethoprim,Metronidazole,Trimethoprim,4
Metronidazole_Vanillin,Metronidazole,Vanillin,8
Metronidazole_Verapamil,Metronidazole,Verapamil,5
Minocycline_Mitomycin C,Minocycline,Mitomycin C,6
Minocycline_Moxifloxacin,Minocycline,Moxifloxacin,2
Minocycline_Nisin,Minocycline,Nisin,4
Minocycline_Nitrofurantoin,Minocycline,Nitrofurantoin,8
Minocycline_Nonactin,Minocycline,Nonactin,1
Minocycline_Novobiocin,Minocycline,Novobiocin,5
Minocycline_Oxacillin,Minocycline,Oxacillin,8
Minocycline_Paraquat,Minocycline,Paraquat,5
Minocycline_Penicillin G,Minocycline,Penicillin G,2
Minocycline_Phenformin,Minocycline,Phenformin,10
Minocycline_Phleomycin,Minocycline,Phleomycin,12
Minocycline_Piperacillin,Minocycline,Piperacillin,8
Minocycline_Polymyxin B,Minocycline,Polymyxin B,3
Minocycline_Procaine,Minocycline,Procaine,3
Minocycline_Puromycin,Minocycline,Puromycin,4
Minocycline_Reserpine,Minocycline,Reserpine,1
Minocycline_Rifampicin,Minocycline,Rifampicin,13
Minocycline_Spectinomycin,Minocycline,Spectinomycin,6
Minocycline_Spiramycin,Minocycline,Spiramycin,4
Minocycline_Streptozotocin,Minocycline,Streptozotocin,2
Minocycline_Sulfamonomethoxine,Minocycline,Sulfamonomethoxine,10
Minocycline_Teicoplanin,Minocycline,Teicoplanin,5
Minocycline_Theophylline,Minocycline,Theophylline,9
Minocycline_Tigecycline,Minocycline,Tigecycline,11
Minocycline_Tobramycin,Minocycline,Tobramycin,4
Minocycline_Triclosan,Minocycline,Triclosan,9
Minocycline_Trimethoprim,Minocycline,Trimethoprim,9
Minocycline_Vanillin,Minocycline,Vanillin,8
Minocycline_Verapamil,Minocycline,Verapamil,11
Mitomycin C_Moxifloxacin,Mitomycin C,Moxifloxacin,8
Mitomycin C_Nisin,Mitomycin C,Nisin,5
Mitomycin C_Nitrofurantoin,Mitomycin C,Nitrofurantoin,8
Mitomycin C_Nonactin,Mitomycin C,Nonactin,4
Mitomycin C_Novobiocin,Mitomycin C,Novobiocin,13
Mitomycin C_Oxacillin,Mitomycin C,Oxacillin,3
Mitomycin C_Paraquat,Mitomycin C,Paraquat,2
Mitomycin C_Penicillin G,Mitomycin C,Penicillin G,1
Mitomycin C_Phenformin,Mitomycin C,Phenformin,6
Mitomycin C_Phleomycin,Mitomycin C,Phleomycin,8
Mitomycin C_Piperacillin,Mitomycin C,Piperacillin,2
Mitomycin C_Polymyxin B,Mitomycin C,Polymyxin B,11
Mitomycin C_Procaine,Mitomycin C,Procaine,8
Mitomycin C_Puromycin,Mitomycin C,Puromycin,2
Mitomycin C_Reserpine,Mitomycin C,Reserpine,3
Mitomycin C_Rifampicin,Mitomycin C,Rifampicin,2
Mitomycin C_Spectinomycin,Mitomycin C,Spectinomycin,8
Mitomycin C_Spiramycin,Mitomycin C,Spiramycin,12
Mitomycin C_Streptozotocin,Mitomycin C,Streptozotocin,10
Mitomycin C_Sulfamonomethoxine,Mitomycin C,Sulfamonomethoxine,3
Mitomycin C_Teicoplanin,Mitomycin C,Teicoplanin,10
Mitomycin C_Theophylline,Mitomycin C,Theophylline,4
Mitomycin C_Tigecycline,Mitomycin C,Tigecycline,3
Mitomycin C_Tobramycin,Mitomycin C,Tobramycin,8
Mitomycin C_Triclosan,Mitomycin C,Triclosan,12
Mitomycin C_Trimethoprim,Mitomycin C,Trimethoprim,1
Mitomycin C_Vanillin,Mitomycin C,Vanillin,5
Mitomycin C_Verapamil,Mitomycin C,Verapamil,13
Moxifloxacin_Nisin,Moxifloxacin,Nisin,12
Moxifloxacin_Nitrofurantoin,Moxifloxacin,Nitrofurantoin,12
Moxifloxacin_Nonactin,Moxifloxacin,Nonactin,2
Moxifloxacin_Novobiocin,Moxifloxacin,Novobiocin,4
Moxifloxacin_Oxacillin,Moxifloxacin,Oxacillin,3
Moxifloxacin_Paraquat,Moxifloxacin,Paraquat,2
Moxifloxacin_Penicillin G,Moxifloxacin,Penicillin G,1
Moxifloxacin_Piperacillin,Moxifloxacin,Piperacillin,8
Moxifloxacin_Polymyxin B,Moxifloxacin,Polymyxin B,10
Moxifloxacin_Procaine,Moxifloxacin,Procaine,13
Moxifloxacin_Puromycin,Moxifloxacin,Puromycin,8
Moxifloxacin_Reserpine,Moxifloxacin,Reserpine,1
Moxifloxacin_Rifampicin,Moxifloxacin,Rifampicin,2
Moxifloxacin_Spectinomycin,Moxifloxacin,Spectinomycin,2
Moxifloxacin_Spiramycin,Moxifloxacin,Spiramycin,1
Moxifloxacin_Sulfamonomethoxine,Moxifloxacin,Sulfamonomethoxine,8
Moxifloxacin_Teicoplanin,Moxifloxacin,Teicoplanin,12
Moxifloxacin_Theophylline,Moxifloxacin,Theophylline,10
Moxifloxacin_Tigecycline,Moxifloxacin,Tigecycline,5
Moxifloxacin_Tobramycin,Moxifloxacin,Tobramycin,5
Moxifloxacin_Trimethoprim,Moxifloxacin,Trimethoprim,12
