"compound","cal","cne","sce","spo"
"1-(5-isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride_Cyp",104.06,97.39,100.32,100.58
"1-(5-isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride_DMSO",97.39,97.55,106.53,99.71
"1-(5-isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride_FL",98.62,103.38,102.23,99.22
"1-(5-isoquinolinylsulfonyl)-3-methylpiperazine dihydrochloride_TB",103.24,92.89,100.65,102.61
"1-(m-chlorophenyl)-biguanide hydrochloride_AmpB",102.9,97.72,101.66,99.71
"1-(m-chlorophenyl)-biguanide hydrochloride_Ben",103.72,113.88,98.73,99.47
"1-(m-chlorophenyl)-biguanide hydrochloride_CF",99.45,103.02,100.78,101.12
"1-(m-chlorophenyl)-biguanide hydrochloride_Cyp",103.62,105.57,99.48,100.64
"1-(m-chlorophenyl)-biguanide hydrochloride_DMSO",105.64,106.86,101.66,98
"1-(m-chlorophenyl)-biguanide hydrochloride_FL",90.84,78.42,101.91,101.45
"1-(m-chlorophenyl)-biguanide hydrochloride_TB",102.06,101.13,99.93,100.52
"1-[2-(trifluoromethyl)phenyl]imidazole_AmpB",103.31,99.87,104.01,99.55
"1-[2-(trifluoromethyl)phenyl]imidazole_Ben",99.68,97.02,106.4,100.17
"1-[2-(trifluoromethyl)phenyl]imidazole_CF",101.21,100.38,105.83,101.3
"1-[2-(trifluoromethyl)phenyl]imidazole_Cyp",98.52,100.29,101.95,98.34
"1-[2-(trifluoromethyl)phenyl]imidazole_DMSO",103.93,104.57,99.92,99.25
"1-[2-(trifluoromethyl)phenyl]imidazole_FL",96.44,111.31,100.45,99.03
"1-[2-(trifluoromethyl)phenyl]imidazole_TB",101.95,97.36,96.66,99.08
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_AmpB",104.68,101.92,89.87,100.27
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_Ben",102.52,106.59,97.51,101.73
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_CF",99.68,103.22,100.05,93.84
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_Cyp",101.56,92.33,97.29,100.44
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_DMSO",98.9,88.39,99.33,100.45
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_FL",97.84,102.8,96.28,99.75
"1-allyl-3,7-dimethyl-8-p-sulfophenylxanthine_TB",101.67,111.16,104.05,99.15
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_AmpB",101.3,99.47,99.35,98.39
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_Ben",100.76,103.04,99.93,98.85
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_CF",97.8,104.98,103.6,101.91
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_Cyp",99,107.77,101.04,102.36
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_DMSO",98.76,99.05,97.14,102.61
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_FL",103.47,81.07,100.32,100.62
"1-amino-1-cyclohexanecarboxylic acid hydrochloride_TB",98.6,76.22,104.04,104.73
"1-aminobenzotriazole_AmpB",105.84,96.34,100.77,98.56
"1-aminobenzotriazole_Ben",97.7,96.17,99.27,100.64
"1-aminobenzotriazole_CF",99.43,102.79,99.35,99.23
"1-aminobenzotriazole_Cyp",100.14,104.83,93.6,99.34
"1-aminobenzotriazole_DMSO",99.45,99.74,92.81,100.25
"1-aminobenzotriazole_FL",99.22,117.82,102.54,99.84
"1-aminobenzotriazole_TB",99.47,110.76,102.7,92.91
"1-aminocyclopropanecarboxylic acid hydrochloride_AmpB",95.51,100.6,102.54,101.04
"1-aminocyclopropanecarboxylic acid hydrochloride_Ben",98.22,54.72,99.87,101.56
"1-aminocyclopropanecarboxylic acid hydrochloride_CF",98.29,100.21,101.59,101.27
"1-aminocyclopropanecarboxylic acid hydrochloride_Cyp",102.2,103.75,102.95,101.02
"1-aminocyclopropanecarboxylic acid hydrochloride_DMSO",97.71,100.6,99.63,100.86
"1-aminocyclopropanecarboxylic acid hydrochloride_FL",103.86,105,101.74,101.45
"1-aminocyclopropanecarboxylic acid hydrochloride_TB",102.84,101.76,94.17,101.55
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_AmpB",99.95,100.01,100.74,99.73
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_Ben",101.24,114.89,98.85,95.4
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_CF",101.02,98.2,100.1,97.93
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_Cyp",95.35,105.09,99.98,98.77
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_DMSO",99.3,99.59,100.15,99.12
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_FL",103.56,98.17,99.69,98.93
"1-benzoyl-5-methoxy-2-methylindole-3-acetic acid_TB",101.35,74.08,100.79,95.28
"1-deoxynojirimycin hydrochloride_AmpB",100.74,98.04,97.2,100.44
"1-deoxynojirimycin hydrochloride_Ben",100.01,95.33,101.94,100.6
"1-deoxynojirimycin hydrochloride_CF",97.97,130.6,101.08,99.83
"1-deoxynojirimycin hydrochloride_Cyp",102.35,106.7,96.87,101.35
"1-deoxynojirimycin hydrochloride_DMSO",97.69,103.17,104.55,101.32
"1-deoxynojirimycin hydrochloride_FL",103.02,84.45,99.28,100.43
"1-deoxynojirimycin hydrochloride_TB",103.81,103.11,103.43,99.38
"1-methylhistamine dihydrochloride_AmpB",100.35,105.26,102.9,101.98
"1-methylhistamine dihydrochloride_Ben",99.01,102.55,102.18,102.15
"1-methylhistamine dihydrochloride_CF",101.02,99.25,100.54,99.57
"1-methylhistamine dihydrochloride_Cyp",99.08,108.6,103.8,98.57
"1-methylhistamine dihydrochloride_DMSO",104.4,99.55,104.44,101.47
"1-methylhistamine dihydrochloride_FL",97.01,103.78,103.05,102.45
"1-methylhistamine dihydrochloride_TB",101.6,99.39,108.63,100.66
"1-methylimidazole_AmpB",104.99,99.27,101.63,98.96
"1-methylimidazole_Ben",106.19,96.15,100.1,102.25
"1-methylimidazole_CF",100.27,104.53,100.74,100.26
"1-methylimidazole_Cyp",100.36,99.97,101.74,99.7
"1-methylimidazole_DMSO",101.02,101.57,97.22,104.02
"1-methylimidazole_FL",95.74,101.53,99.47,102.19
"1-methylimidazole_TB",101.49,92.41,106.02,99.62
"1-phenyl-3-(2-thiazolyl)-2-thiourea_AmpB",92.87,98.99,100.28,99.28
"1-phenyl-3-(2-thiazolyl)-2-thiourea_Ben",97.09,95.75,102.78,100.16
"1-phenyl-3-(2-thiazolyl)-2-thiourea_CF",93.94,96.27,102.27,101.68
"1-phenyl-3-(2-thiazolyl)-2-thiourea_Cyp",96.67,104.69,103.04,100.63
"1-phenyl-3-(2-thiazolyl)-2-thiourea_DMSO",92.37,92.9,104.81,102.17
"1-phenyl-3-(2-thiazolyl)-2-thiourea_FL",99.72,101.96,100.55,101.43
"1-phenyl-3-(2-thiazolyl)-2-thiourea_TB",91.47,106.99,97.75,101.3
"1-phenylbiguanide_AmpB",96.01,101.04,99.69,98.64
"1-phenylbiguanide_Ben",101.58,102.37,98.43,99.81
"1-phenylbiguanide_CF",93.12,98.99,100.13,100.84
"1-phenylbiguanide_Cyp",98.42,105.65,102.34,99.89
"1-phenylbiguanide_DMSO",100.76,101.34,101.87,99.74
"1-phenylbiguanide_FL",97.59,95.09,101.75,101.1
"1-phenylbiguanide_TB",98.02,66.24,97.81,100.23
"1,1-dimethyl-4-phenyl-piperazinium iodide_AmpB",101.24,96.79,97.03,99.7
"1,1-dimethyl-4-phenyl-piperazinium iodide_Ben",104.24,107.14,99.45,97.23
"1,1-dimethyl-4-phenyl-piperazinium iodide_CF",99.31,101.43,97.7,98.51
"1,1-dimethyl-4-phenyl-piperazinium iodide_Cyp",100.43,107.49,102.63,98.29
"1,1-dimethyl-4-phenyl-piperazinium iodide_DMSO",102.28,101.1,98.15,100.29
"1,1-dimethyl-4-phenyl-piperazinium iodide_FL",105.13,121.23,102.95,98.71
"1,1-dimethyl-4-phenyl-piperazinium iodide_TB",105.48,102.59,98.86,99.02
"1,10-diaminodecane_AmpB",105.59,114.67,97.99,98.98
"1,10-diaminodecane_Ben",101.61,102.14,101,98.68
"1,10-diaminodecane_CF",102.28,104.13,98.15,99.28
"1,10-diaminodecane_Cyp",101.83,88.04,99.54,100.05
"1,10-diaminodecane_DMSO",100.72,97.92,101.12,98.1
"1,10-diaminodecane_FL",106.07,85.83,100.62,97.23
"1,10-diaminodecane_TB",101.42,83.11,100.2,99.82
"1,10-phenanthroline monohydrate_AmpB",107.18,1.88,91.6,99.16
"1,10-phenanthroline monohydrate_Ben",98.69,4.65,96.88,102.37
"1,10-phenanthroline monohydrate_CF",5.28,0.98,101.9,99.66
"1,10-phenanthroline monohydrate_Cyp",-0.05,0.21,100.15,97.74
"1,10-phenanthroline monohydrate_DMSO",96.57,-1,91.23,97.3
"1,10-phenanthroline monohydrate_FL",94.52,-8.33,98.43,99.92
"1,10-phenanthroline monohydrate_TB",0.95,6.09,100.41,96.69
"1,2alpha-epoxydeacetoxydihydrogedunin_AmpB",106.66,96.57,99.97,101.23
"1,2alpha-epoxydeacetoxydihydrogedunin_Ben",99.64,100.73,96.21,100.07
"1,2alpha-epoxydeacetoxydihydrogedunin_CF",81.94,104.32,102.62,97.46
"1,2alpha-epoxydeacetoxydihydrogedunin_Cyp",101.01,100.49,94.93,98.73
"1,2alpha-epoxydeacetoxydihydrogedunin_DMSO",100.85,95.89,99.05,103.79
"1,2alpha-epoxydeacetoxydihydrogedunin_FL",98.44,104.9,98.68,100.36
"1,2alpha-epoxydeacetoxydihydrogedunin_TB",100.86,101.32,104.81,103.91
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_AmpB",98.07,91.94,97.98,101.18
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_Ben",93.18,100.87,106.28,100.17
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_CF",91.47,99.26,96.32,99.48
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_Cyp",100.57,97.77,96.47,101.79
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_DMSO",98.76,100.74,100.1,98.69
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_FL",99.48,102.99,100.42,101.72
"1,3-dideacetyl-7-deacetoxy-7-oxokhivorin_TB",97.52,96.45,100.85,106.01
"1,3-dimethyl-8-phenylxanthine_AmpB",101.01,99.7,103.39,100.27
"1,3-dimethyl-8-phenylxanthine_Ben",102.56,109.18,100.81,100.21
"1,3-dimethyl-8-phenylxanthine_CF",99.56,99.84,97.42,103.08
"1,3-dimethyl-8-phenylxanthine_Cyp",95.34,88.29,96.93,100.83
"1,3-dimethyl-8-phenylxanthine_DMSO",97.8,98.36,93.04,102.37
"1,3-dimethyl-8-phenylxanthine_FL",103.45,102.48,98.45,101.06
"1,3-dimethyl-8-phenylxanthine_TB",95.61,97.46,102.3,101.25
"1,3-dipropyl-7-methylxanthine_AmpB",100.48,100.93,98.67,99.46
"1,3-dipropyl-7-methylxanthine_Ben",99.25,97.11,97.14,99.69
"1,3-dipropyl-7-methylxanthine_CF",100.1,90.41,101.44,97.13
"1,3-dipropyl-7-methylxanthine_Cyp",97.1,107.52,99.91,99.75
"1,3-dipropyl-7-methylxanthine_DMSO",97.59,98.71,94.51,101.27
"1,3-dipropyl-7-methylxanthine_FL",102.34,89.04,93.07,100.01
"1,3-dipropyl-7-methylxanthine_TB",102.02,86.22,102.15,99.74
"1,3-dipropyl-8-p-sulfophenylxanthine_AmpB",98.89,98.62,102.39,100.72
"1,3-dipropyl-8-p-sulfophenylxanthine_Ben",100.38,98.74,100.9,99.51
"1,3-dipropyl-8-p-sulfophenylxanthine_CF",101.22,99.16,102.21,100.33
"1,3-dipropyl-8-p-sulfophenylxanthine_Cyp",100.45,90.02,101.29,100.89
"1,3-dipropyl-8-p-sulfophenylxanthine_DMSO",102.74,103.04,100.68,100.51
"1,3-dipropyl-8-p-sulfophenylxanthine_FL",94.91,77.37,98.99,99.9
"1,3-dipropyl-8-p-sulfophenylxanthine_TB",103.2,102.88,99.79,100.64
"1,3-pbit dihydrobromide_AmpB",98.69,100.1,99.61,101.46
"1,3-pbit dihydrobromide_Ben",97.95,100.57,99.91,105.17
"1,3-pbit dihydrobromide_CF",98.25,97.99,98.99,100.45
"1,3-pbit dihydrobromide_Cyp",99.02,99.81,102.45,101.9
"1,3-pbit dihydrobromide_DMSO",99.89,100.04,96.05,101.29
"1,3-pbit dihydrobromide_FL",96.51,91.69,98.57,100.13
"1,3-pbit dihydrobromide_TB",102.12,100.58,94.02,100.93
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_AmpB",52.06,102.1,98.74,101.39
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_Ben",102.21,59.35,101.58,101.32
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_CF",94.67,48.8,98.31,101.07
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_Cyp",102.17,111.75,101.8,102.3
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_DMSO",100.19,100.74,99.95,101.14
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_FL",96.78,103.37,102.78,99.69
"1,3,5-tris(4-hydroxyphenyl)-4-propyl-1h-pyrazole_TB",99.86,101.27,101.52,101.01
"1,4-dideoxy-1,4-imino-d-arabinitol_AmpB",99.32,109.27,100.14,99.65
"1,4-dideoxy-1,4-imino-d-arabinitol_Ben",99.91,100.68,100.29,98.01
"1,4-dideoxy-1,4-imino-d-arabinitol_CF",101.34,98.26,98.35,96.37
"1,4-dideoxy-1,4-imino-d-arabinitol_Cyp",97.65,78.72,100,98.49
"1,4-dideoxy-1,4-imino-d-arabinitol_DMSO",101.68,102.85,103.58,98.37
"1,4-dideoxy-1,4-imino-d-arabinitol_FL",100.76,63.81,102.07,100.13
"1,4-dideoxy-1,4-imino-d-arabinitol_TB",97.87,98.03,101.59,98.48
"1,4-pbit dihydrobromide_AmpB",99.68,96.71,102.5,101.02
"1,4-pbit dihydrobromide_Ben",99.34,102.29,99.99,101.7
"1,4-pbit dihydrobromide_CF",96.62,100.83,100.76,102.41
"1,4-pbit dihydrobromide_Cyp",100.85,102.49,100.96,100.2
"1,4-pbit dihydrobromide_DMSO",98.56,98.8,105.91,101
"1,4-pbit dihydrobromide_FL",104.38,106.47,101.72,99.25
"1,4-pbit dihydrobromide_TB",98.77,99.16,97.31,101.19
"1,5-isoquinolinediol_AmpB",99.51,100.5,100.06,98.24
"1,5-isoquinolinediol_Ben",99.85,102.74,97.7,96.49
"1,5-isoquinolinediol_CF",98.79,98.39,102.1,102.37
"1,5-isoquinolinediol_Cyp",99.29,100.55,98.55,101.48
"1,5-isoquinolinediol_DMSO",101.16,101.71,90.9,99.37
"1,5-isoquinolinediol_FL",88.06,100.19,93.51,101.68
"1,5-isoquinolinediol_TB",99.46,82.28,102.28,99.16
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_AmpB",103.99,99.23,100.62,95.85
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_Ben",98.24,101.48,93.27,99.82
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_CF",101.54,102.36,102.31,97.39
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_Cyp",101.66,81.39,99.82,98.17
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_DMSO",103.52,105.6,104.15,103.52
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_FL",99.41,110.68,100.89,101.18
"1,7-dideacetoxy-1,7-dioxo-3-deacetylkhivorin_TB",100.35,100.21,100.08,100.04
"1,7-dideacetoxy-1,7-dioxokhivorin_AmpB",106.5,108.92,101.03,104.88
"1,7-dideacetoxy-1,7-dioxokhivorin_Ben",100.95,102.45,104.32,102.92
"1,7-dideacetoxy-1,7-dioxokhivorin_CF",109.31,105.05,104.15,104.42
"1,7-dideacetoxy-1,7-dioxokhivorin_Cyp",102.97,104.1,96.65,100.47
"1,7-dideacetoxy-1,7-dioxokhivorin_DMSO",102.88,95.64,103.14,101.8
"1,7-dideacetoxy-1,7-dioxokhivorin_FL",103.56,93.01,98.82,100.92
"1,7-dideacetoxy-1,7-dioxokhivorin_TB",103.92,105.73,102.22,99.99
"1,7-dimethylxanthine_AmpB",103.59,98.22,101.15,99.55
"1,7-dimethylxanthine_Ben",99.77,118.45,99.32,101.33
"1,7-dimethylxanthine_CF",103.32,105.25,102.14,102.61
"1,7-dimethylxanthine_Cyp",104.01,108.42,101.98,99.09
"1,7-dimethylxanthine_DMSO",103.13,104.31,100.76,99.46
"1,7-dimethylxanthine_FL",101.89,104.83,102.49,98.07
"1,7-dimethylxanthine_TB",101.94,102.59,105.54,98.5
"12a-hydroxy-5-deoxydehydromunduserone_AmpB",93.93,93.97,99.16,100
"12a-hydroxy-5-deoxydehydromunduserone_Ben",90.65,104.63,102.18,98.79
"12a-hydroxy-5-deoxydehydromunduserone_CF",90.48,94.4,38.49,100.61
"12a-hydroxy-5-deoxydehydromunduserone_Cyp",92.83,109.16,105.42,80.2
"12a-hydroxy-5-deoxydehydromunduserone_DMSO",93.11,94.99,95.73,100.08
"12a-hydroxy-5-deoxydehydromunduserone_FL",105.63,96.53,100.18,97.71
"12a-hydroxy-5-deoxydehydromunduserone_TB",96.08,91.9,102.37,99.33
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_AmpB",103.7,101.88,108.96,103.11
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_Ben",103.21,108.01,106.16,102.29
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_CF",100.3,106.58,100.09,102.88
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_Cyp",101.45,104.44,102.58,100.59
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_DMSO",102.14,104.19,104.71,99.34
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_FL",98.62,105.2,101.39,103.66
"12a-hydroxy-9-demethylmunduserone-8-carboxylic acid_TB",99.93,106.21,110.74,102.46
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_AmpB",101.36,99.32,99.95,100.01
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_Ben",94.24,80.85,103.94,45.37
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_CF",100.67,101.19,101.36,41.79
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_Cyp",100.53,99.96,95.47,52.77
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_DMSO",99.49,99.82,98.34,57
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_FL",104.4,89.95,100.34,87.92
"13-methyl-4,4-bisnor-8,11,13-podocarpatrien-3-one_TB",99.98,98.75,101.62,99.16
"1400w dihydrochloride_AmpB",104.84,107.93,102.43,99.38
"1400w dihydrochloride_Ben",100.545,110.1,98.54,99.87
"1400w dihydrochloride_CF",100.535,102.245,104.75,99.43
"1400w dihydrochloride_Cyp",101.04,85.67,100.83,99.95
"1400w dihydrochloride_DMSO",99.31,99.595,101.31,100.91
"1400w dihydrochloride_FL",101.625,95.925,102.31,101.61
"1400w dihydrochloride_TB",99.93,100.985,96.57,102.24
"15-norcaryophyllen-3-one_AmpB",103.18,102.51,99.77,103.42
"15-norcaryophyllen-3-one_Ben",99.01,100.93,101.38,101.93
"15-norcaryophyllen-3-one_CF",104.06,101.64,97.13,102.87
"15-norcaryophyllen-3-one_Cyp",103.39,108.3,94.8,104.4
"15-norcaryophyllen-3-one_DMSO",100.37,104.17,102.56,101.57
"15-norcaryophyllen-3-one_FL",100.47,98.12,100.34,90.4
"15-norcaryophyllen-3-one_TB",98.11,99.81,101.05,99.21
"17alpha-hydroxyprogesterone_AmpB",96.46,98.02,97.47,100.11
"17alpha-hydroxyprogesterone_Ben",94.52,101.85,100.29,100.27
"17alpha-hydroxyprogesterone_CF",97.8,95.37,100.18,106
"17alpha-hydroxyprogesterone_Cyp",97.21,72.82,101.9,99.35
"17alpha-hydroxyprogesterone_DMSO",98.04,97.96,99.35,100.78
"17alpha-hydroxyprogesterone_FL",113.72,94.47,100.98,103.87
"17alpha-hydroxyprogesterone_TB",98.14,99.28,100.26,100.7
"18-aminoabieta-8,11,13-triene sulfate_AmpB",4.18,0.22,93.12,76.04
"18-aminoabieta-8,11,13-triene sulfate_Ben",92.12,99.63,101.99,32.78
"18-aminoabieta-8,11,13-triene sulfate_CF",100.52,98.1,100.25,10.2
"18-aminoabieta-8,11,13-triene sulfate_Cyp",93.7,98.18,96.75,2.74
"18-aminoabieta-8,11,13-triene sulfate_DMSO",99.5,104.47,98.09,94.37
"18-aminoabieta-8,11,13-triene sulfate_FL",25.57,-14.92,97.68,66.71
"18-aminoabieta-8,11,13-triene sulfate_TB",96.52,73.69,99.31,67.72
"18alpha-glycyrrhetinic acid_AmpB",104.77,14.62,103.17,99.58
"18alpha-glycyrrhetinic acid_Ben",93.53,96.74,99.58,101.07
"18alpha-glycyrrhetinic acid_CF",102.1,103.38,105.37,100.22
"18alpha-glycyrrhetinic acid_Cyp",101.69,87.23,94.17,95.53
"18alpha-glycyrrhetinic acid_DMSO",97.64,97.73,101.56,90.49
"18alpha-glycyrrhetinic acid_FL",101.08,120.43,99.34,96.27
"18alpha-glycyrrhetinic acid_TB",100.98,90.45,105.13,101.09
"1r,2s-phenylpropylamine_AmpB",102.02,98.81,100.17,101.04
"1r,2s-phenylpropylamine_Ben",98.35,101.45,118.21,97.78
"1r,2s-phenylpropylamine_CF",98.74,99.48,101.92,101.45
"1r,2s-phenylpropylamine_Cyp",100.76,108.47,100.97,104.03
"1r,2s-phenylpropylamine_DMSO",98.2,97.3,97.52,99.23
"1r,2s-phenylpropylamine_FL",102.23,122.42,100.24,100.25
"1r,2s-phenylpropylamine_TB",103.58,106.82,99.01,99.83
"2-(2-aminoethyl)isothiourea dihydrobromide_AmpB",101.17,99.66,101.31,98.63
"2-(2-aminoethyl)isothiourea dihydrobromide_Ben",101.8,123.2,99.68,98.85
"2-(2-aminoethyl)isothiourea dihydrobromide_CF",98.09,106.62,104.65,98.42
"2-(2-aminoethyl)isothiourea dihydrobromide_Cyp",101.96,104.14,101.09,99.16
"2-(2-aminoethyl)isothiourea dihydrobromide_DMSO",101.97,99.1,98.3,98.17
"2-(2-aminoethyl)isothiourea dihydrobromide_FL",110.24,82.94,98.14,101.82
"2-(2-aminoethyl)isothiourea dihydrobromide_TB",100.89,102.27,99.45,100.05
"2-acetylpyrrole_AmpB",96.94,99.45,95.6,100.78
"2-acetylpyrrole_Ben",99.75,98.25,106.89,100.65
"2-acetylpyrrole_CF",98.89,98.46,98.36,97.91
"2-acetylpyrrole_Cyp",101.53,116.15,98.89,91.23
"2-acetylpyrrole_DMSO",101.47,101.41,95.24,101.09
"2-acetylpyrrole_FL",98.92,98.95,88.1,99.39
"2-acetylpyrrole_TB",102.41,103.42,97.62,100.01
"2-aminobenzenesulfonamide_AmpB",105.04,101.46,103.06,100.48
"2-aminobenzenesulfonamide_Ben",93.84,98.04,100.04,100.25
"2-aminobenzenesulfonamide_CF",102.36,101.66,99.95,100.64
"2-aminobenzenesulfonamide_Cyp",101.33,102.34,101.04,99.98
"2-aminobenzenesulfonamide_DMSO",102.7,100.63,100.7,99.38
"2-aminobenzenesulfonamide_FL",97.99,109.41,102.13,102.07
"2-aminobenzenesulfonamide_TB",100.58,101.81,99.64,102.14
"2-chloro-2-deoxy-d-glucose_AmpB",100.79,99.95,95.99,101.33
"2-chloro-2-deoxy-d-glucose_Ben",101.92,103.41,100.88,101.59
"2-chloro-2-deoxy-d-glucose_CF",99.41,107.87,103.76,100.85
"2-chloro-2-deoxy-d-glucose_Cyp",98.17,76.16,101.18,100.94
"2-chloro-2-deoxy-d-glucose_DMSO",100.72,101.88,102.04,100.27
"2-chloro-2-deoxy-d-glucose_FL",91.11,101.84,101.91,102.03
"2-chloro-2-deoxy-d-glucose_TB",100.1,103.59,102.85,101.31
"2-chloroadenosine triphosphate tetrasodium_AmpB",99.35,101.52,97.61,100.25
"2-chloroadenosine triphosphate tetrasodium_Ben",101.57,54.07,98.69,99.07
"2-chloroadenosine triphosphate tetrasodium_CF",99.8,100.15,95.17,100.03
"2-chloroadenosine triphosphate tetrasodium_Cyp",100.14,109.37,94.07,98.39
"2-chloroadenosine triphosphate tetrasodium_DMSO",99.95,103.78,95.41,97.07
"2-chloroadenosine triphosphate tetrasodium_FL",92.01,85.3,99.63,101.56
"2-chloroadenosine triphosphate tetrasodium_TB",102.69,82.59,104.45,100.21
"2-chloroadenosine_AmpB",102.37,100.31,102.64,101.69
"2-chloroadenosine_Ben",99.78,98.17,101.54,99.9
"2-chloroadenosine_CF",101.39,100.81,98.87,99.89
"2-chloroadenosine_Cyp",98.75,96.28,108.2,99.13
"2-chloroadenosine_DMSO",99.7,100.73,106.78,102.44
"2-chloroadenosine_FL",111.79,107.36,99.86,97.84
"2-chloroadenosine_TB",95.17,103.96,107.38,99.56
"2-chloropyrazine_AmpB",102.42,103.02,94.56,102.72
"2-chloropyrazine_Ben",100.66,103.11,97.66,100.53
"2-chloropyrazine_CF",101.6,101.49,101.34,101.62
"2-chloropyrazine_Cyp",99.69,81.79,99.58,102.31
"2-chloropyrazine_DMSO",100.07,86.99,99.09,102.85
"2-chloropyrazine_FL",64.56,93.9,97.59,100.93
"2-chloropyrazine_TB",99.55,97.51,100.35,98.14
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_AmpB",96.27,98.39,101.49,100.5
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_Ben",99.31,106.73,98.98,101.03
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_CF",97.87,118.12,101.04,100.96
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_Cyp",102.31,101.67,96,99.34
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_DMSO",98.72,99.23,101.44,100.2
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_FL",89.28,104.9,99.79,101.24
"2-cyclooctyl-2-hydroxyethylamine hydrochloride_TB",102.99,100.75,103.08,100.94
"2-hydroxy-3,4-dimethoxybenzoic acid_AmpB",96.48,101.02,105.18,99.43
"2-hydroxy-3,4-dimethoxybenzoic acid_Ben",100.58,99.2,100.25,102.38
"2-hydroxy-3,4-dimethoxybenzoic acid_CF",100.05,97.71,109.27,102.14
"2-hydroxy-3,4-dimethoxybenzoic acid_Cyp",100.53,103.64,105.71,108.83
"2-hydroxy-3,4-dimethoxybenzoic acid_DMSO",99.84,100.03,100.79,99.97
"2-hydroxy-3,4-dimethoxybenzoic acid_FL",78.67,94.71,99.45,98.12
"2-hydroxy-3,4-dimethoxybenzoic acid_TB",101.63,102.37,99.72,101.79
"2-hydroxy-5 (6)epoxy-tetrahydrocaryophyllene_AmpB",99.53,98.6,104.55,104.27
"2-hydroxy-5 (6)epoxy-tetrahydrocaryophyllene_Ben",98.21,94.32,94.87,99.96
"2-hydroxy-5 (6)epoxy-tetrahydrocaryophyllene_CF",101.57,101.15,101.61,99.51
"2-hydroxy-5 (6)epoxy-tetrahydrocaryophyllene_Cyp",99.89,102.04,103.1,102.74
"2-hydroxy-5 (6)epoxy-tetrahydrocaryophyllene_DMSO",97.11,95.98,95.36,102.23
"2-hydroxy-5 (6)epoxy-tetrahydrocaryophyllene_FL",102.97,110.43,99.07,101.36
