"drug_pair","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2"
"Amoxicillin_Paraquat","Amoxicillin","Paraquat","Amoxicillin-Paraquat","AMX","PQ",0,"beta-lactam","oxidative stress","beta-lactam-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",-0.06338344,-0.077865579,-0.036784796,-0.075074593,-0.04568319,-0.046070907,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86
"Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid","Amoxicillin-Fusidic acid","AMX","FUS",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.062409106,-0.058405106,0.044725621,0.052123106,0.027466794,-0.04666698,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","R","R","R","R","SS","SS","RR","RR","RR","RR",-1,-1,1,1,1,1,2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84
"Amoxicillin_Puromycin","Amoxicillin","Puromycin","Amoxicillin-Puromycin","AMX","PUR",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.109955131,0.136538228,0.036769239,0.05844233,-0.050129381,0.028484835,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","R","R","R","R","SS","SS","RR","RR","RR","RR",-1,-1,1,1,1,1,2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,25,25,25,25,25,25,0.63,0,0.78,0.72,0.78,0.77
"Amoxicillin_Chloramphenicol","Amoxicillin","Chloramphenicol","Amoxicillin-Chloramphenicol","AMX","CHL",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.07717289,-0.149438427,-0.053337785,-0.058175811,-0.033012747,-0.030424299,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,1,1,1,1,4,4,0.51,0,0.63,0.63,0.87,0
"Amoxicillin_Linezolid","Amoxicillin","Linezolid","Amoxicillin-Linezolid","AMX","LZD",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.054880468,0.074324488,0.05616659,-0.040214167,-0.047751806,0.026729241,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83
"Amoxicillin_Clindamycin","Amoxicillin","Clindamycin","Amoxicillin-Clindamycin","AMX","CLI",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.030957953,0.050095461,0.071414506,0.049736472,-0.026826428,0.027875292,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","S","S","R","R","SR","SR","RS","RS","RR","RR",0,0,0,0,1,1,2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9
"Amoxicillin_Doxycycline","Amoxicillin","Doxycycline","Amoxicillin-Doxycycline","AMX","DOX",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.108376005,0.087607451,0.089512339,0.077768827,0.046590168,0.050145944,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5
"Amoxicillin_Minocycline","Amoxicillin","Minocycline","Amoxicillin-Minocycline","AMX","MIN",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.069340845,0.068264457,0.090197155,0.061436214,-0.036858263,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","R","R","S","S","SS","SS","RR","RR","RS","RS",-1,-1,1,1,0,0,0,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.5,0.5,1,1,40,20,0.7,0.66,0.82,0.71,0,0
"Amoxicillin_Tigecycline","Amoxicillin","Tigecycline","Amoxicillin-Tigecycline","AMX","TGC",0,"beta-lactam","tetracycline","beta-lactam-tetracycline",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.049338245,0.079134104,0.043038528,0.046734993,0.038820822,-0.048397929,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87
"Amoxicillin_Spectinomycin","Amoxicillin","Spectinomycin","Amoxicillin-Spectinomycin","AMX","SPT",0,"beta-lactam","aminoglycoside","aminoglycoside-beta-lactam",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.154611472,0.076680145,-0.058418851,-0.08076359,-0.038603839,0.024341619,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,6,6,16,16,32,32,0.51,0.53,0.58,0.66,0.72,0.67
"Amoxicillin_Tobramycin","Amoxicillin","Tobramycin","Amoxicillin-Tobramycin","AMX","TOB",0,"beta-lactam","aminoglycoside","aminoglycoside-beta-lactam",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.081119612,0.056760914,-0.076970649,-0.029764792,-0.17221269,-0.034888823,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","R","R","R","R","S","R","S","R","S","S","SS","SR","RS","RR","RS","RS",-1,0,0,1,0,0,0,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,1,1,2,2,1,1,0,0.83,0,0.85,0,0
"Amoxicillin_Spiramycin","Amoxicillin","Spiramycin","Amoxicillin-Spiramycin","AMX","SPM",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.059801145,0.082123682,0.036720536,-0.0413232,-0.049872799,-0.029509567,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88
"Amoxicillin_Erythromycin","Amoxicillin","Erythromycin","Amoxicillin-Erythromycin","AMX","ERI",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.09492726,-0.08025584,0.056126267,0.072934683,-0.028884708,0.053990501,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59
"Amoxicillin_Clarithromycin","Amoxicillin","Clarithromycin","Amoxicillin-Clarithromycin","AMX","CLR",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.077276014,-0.11667294,0.050501313,0.05340249,-0.059762105,0.07616931,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,30,30,30,30,60,60,0.45,0.57,0.6,0.54,0.36,0.44
"Amoxicillin_Caffeine","Amoxicillin","Caffeine","Amoxicillin-Caffeine","AMX","CAF",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.16000844,0.064247745,0.059030539,-0.035137281,0.034517347,-0.030900458,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,200,200,200,200,200,200,0.85,0.88,0.84,0.86,0.85,0.85
"Amoxicillin_Vanillin","Amoxicillin","Vanillin","Amoxicillin-Vanillin","AMX","VNL",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.179480173,0.487941821,0.045493266,0.045917831,-0.040222895,-0.041942197,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","R","R","R","R","R","R","R","R","S","R","SR","SR","RR","RR","RS","RR",0,0,1,1,0,1,3,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,200,200,200,200,200,200,0.85,0.85,0.86,0.79,0.69,0.75
"Amoxicillin_Reserpine","Amoxicillin","Reserpine","Amoxicillin-Reserpine","AMX","RSP",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.069692494,-0.056486788,0.048061732,0.050116499,-0.050922455,-0.054463758,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84
"Amoxicillin_Procaine","Amoxicillin","Procaine","Amoxicillin-Procaine","AMX","PRC",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.233405322,0.261823236,0.060998534,0.041476244,-0.043793347,0.029389096,"Antagonism","Antagonism","Additivity","Additivity","Additivity","Additivity",1,1,0,0,0,0,2,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38
"Amoxicillin_Theophylline","Amoxicillin","Theophylline","Amoxicillin-Theophylline","AMX","TPH",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.039776384,0.06529733,0.062061452,-0.035048331,0.036153297,-0.031377724,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91
"Amoxicillin_Loperamide","Amoxicillin","Loperamide","Amoxicillin-Loperamide","AMX","LOP",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.050598585,0.062930226,0.04188044,0.059415164,0.068018335,-0.025587824,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","R","R","R","R","SS","SS","RR","RR","RR","RR",-1,-1,1,1,1,1,2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,200,200,200,200,200,200,0.59,0.66,0.82,0.85,0.71,0.79
"Amoxicillin_Verapamil","Amoxicillin","Verapamil","Amoxicillin-Verapamil","AMX","VPM",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.051194444,0.052841851,-0.05371644,0.042275553,0.042960884,0.036032726,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83
"Amoxicillin_PMS","Amoxicillin","PMS","Amoxicillin-PMS","AMX","PMS",0,"beta-lactam","oxidative stress","beta-lactam-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",0.082613777,-0.130692993,0.112979936,-0.0652952,NA,NA,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","R","R","R","R","S","S","R","S","R","R","SS","SS","RR","RS","RR","RR",-1,-1,1,0,1,1,1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,10,10,15,15,NA,NA,0.46,0,0.7,0.68,NA,NA
"Amoxicillin_Pyocyanin","Amoxicillin","Pyocyanin","Amoxicillin-Pyocyanin","AMX","PYO",0,"beta-lactam","oxidative stress","beta-lactam-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",0.14456515,-0.068684335,-0.050906877,0.077881157,NA,NA,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","R","R","R","SS","SS","RS","RR","RR","RR",-1,-1,0,1,1,1,1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,10,10,10,10,NA,NA,0.25,0,0.69,0.81,NA,NA
"Amoxicillin_Pseudomonic acid","Amoxicillin","Pseudomonic acid","Amoxicillin-Pseudomonic acid","AMX","PSA",0,"beta-lactam","oxidative stress","beta-lactam-oxidative stress",0,"cell wall","oxidative stress","cell wall-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",0.069366629,0.05339192,0.049519226,0.04279533,NA,NA,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","S","R","R","R","R","SR","SS","RR","RR","RR","RR",0,-1,1,1,1,1,3,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,2,2,1,1,NA,NA,0.71,0.6,0.72,0.84,NA,NA
"Amoxicillin_Meropenem","Amoxicillin","Meropenem","Amoxicillin-Meropenem","AMX","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.150878137,-0.127733475,-0.372150374,-0.290776153,0.073021789,-0.042094051,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0
"Amoxicillin_Colistin","Amoxicillin","Colistin","Amoxicillin-Colistin","AMX","CST",0,"beta-lactam","LPS","beta-lactam-LPS",0,"cell wall","membrane","cell wall-membrane",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.156678455,0.30303328,0.153915178,-0.051028218,0.034392994,-0.004187263,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","R","R","R","R","R","R","R","R","S","S","SR","SR","RR","RR","RS","RS",0,0,1,1,0,0,2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.4,0.4,0.6,0.6,1.25,1.25,0.84,0.97,0.99,0.92,0,0
"Amoxicillin_Flucytosine","Amoxicillin","Flucytosine","Amoxicillin-Flucytosine","AMX","5FC",0,"beta-lactam","antifungal","antifungal-beta-lactam",0,"cell wall","human","cell wall-human",0,"antibiotic","anti-infective","anti-infective-antibiotic",NA,NA,NA,NA,-0.094832386,-0.044148154,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,NA,NA,NA,NA,15,15,NA,NA,NA,NA,0.78,0.91
"Amoxicillin_CHIR-90","Amoxicillin","CHIR-90","Amoxicillin-CHIR-90","AMX","CHIR90",0,"beta-lactam","LPS","beta-lactam-LPS",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","research used drug","antibiotic-research used drug",0.105808319,-0.159405961,0.186148651,-0.102971535,-0.040041676,0.377123892,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.06,0.06,0.125,0.125,0.125,0.125,0,0.18,0,0.45,0.99,0
"Amoxicillin_Triclosan","Amoxicillin","Triclosan","Amoxicillin-Triclosan","AMX","TRI",0,"beta-lactam","other membrane","beta-lactam-other membrane",0,"cell wall","membrane","cell wall-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",-0.12002459,-0.112074375,0.053588973,-0.076335029,0.030824085,0.069918062,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99
"Amoxicillin_Gentamicin","Amoxicillin","Gentamicin","Amoxicillin-Gentamicin","AMX","GEN",0,"beta-lactam","aminoglycoside","aminoglycoside-beta-lactam",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.181197069,0.237688381,0.085452292,-0.111849127,-0.373856037,-0.132220928,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0
"Amoxicillin_Azithromycin","Amoxicillin","Azithromycin","Amoxicillin-Azithromycin","AMX","AZM",0,"beta-lactam","macrolide","beta-lactam-macrolide",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.092214529,0.231014169,-0.041175615,0.044270402,-0.068790933,-0.028404935,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","S","S","S","S","R","S","SS","SS","RS","RS","RR","RS",-1,-1,0,0,1,0,-1,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,2.5,2.5,5,5,5,10,0.51,0.61,0.34,0.53,0.73,0.55
"Amoxicillin_Curcumin","Amoxicillin","Curcumin","Amoxicillin-Curcumin","AMX","CCM",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.149272874,0.361110821,-0.05974463,0.069618049,-0.065698472,-0.039153447,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","R","R","R","R","R","R","R","R","S","R","SR","SR","RR","RR","RS","RR",0,0,1,1,0,1,3,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,200,200,200,200,200,200,0.89,0.91,0.99,1,0.55,0.77
"Amoxicillin_Berberine","Amoxicillin","Berberine","Amoxicillin-Berberine","AMX","BBR",0,"beta-lactam","food additive","beta-lactam-food additive",0,"cell wall","human","cell wall-human",0,"antibiotic","food additive","antibiotic-food additive",0.12227291,0.367673079,-0.051421607,0.066920607,0.035885183,-0.038833397,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,200,200,200,200,200,200,0.8,0.85,0.9,0.89,0.76,0.88
"Amoxicillin_Metformin","Amoxicillin","Metformin","Amoxicillin-Metformin","AMX","MF",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.244481275,0.174963722,0.04650243,-0.049882376,-0.064780163,-0.081837398,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","R","R","R","R","S","S","S","S","S","S","SS","SS","RS","RS","RS","RS",-1,-1,0,0,0,0,-2,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58
"Amoxicillin_Phenformin","Amoxicillin","Phenformin","Amoxicillin-Phenformin","AMX","PHM",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","research used drug","antibiotic-research used drug",-0.139911982,0.063173746,0.065629198,-0.073434418,0.02850149,-0.013827362,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","S","SR","SR","RR","RR","RR","RS",0,0,1,1,1,0,3,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,3,3,20,20,10,10,0.95,1,1,1,1,0
"Amoxicillin_Streptozotocin","Amoxicillin","Streptozotocin","Amoxicillin-Streptozotocin","AMX","STZ",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.038465681,0.124468655,-0.07223133,0.041979497,-0.027830437,-0.075493241,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","S","R","R","R","SR","SR","RS","RR","RR","RR",0,0,0,1,1,1,3,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,10,10,10,10,10,10,0.84,0.79,0.55,0.7,1,0.98
"Amoxicillin_Diclofenac","Amoxicillin","Diclofenac","Amoxicillin-Diclofenac","AMX","DIC",0,"beta-lactam","human drug","beta-lactam-human drug",0,"cell wall","human","cell wall-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.121545227,0.065017869,0.027456891,-0.058904177,0.037895098,-0.059856304,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","R","R","R","R","R","R","R","R","R","SR","SR","RR","RR","RR","RR",0,0,1,1,1,1,4,2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99
